cluster,FEPA
Os1V1N2+,-3.7578
Os1V1O1C1,-4.3096
Os1V1O1N1,-3.9980
Os1V1O1N1-,-4.1772
Os1V1O1,-3.5340
Os1V1O1-,-3.6510
Os1V1O1+,-3.2636
Os1V1O2,-4.0853
Os1V1O2+,-3.7819
Os1V1S1C1,-3.8608
Os1V1S1C1-,-3.9408
Os1V1S1N1,-3.6542
Os1V1S1N1-,-3.6079
Os1V1S1O1,-3.9170
Os1V1S1,-3.0855
Os1V1S1-,-3.0656
Os1V1S1+,-3.0955
Os1V1S2,-3.5354
Os1V1S2+,-3.3399
Os1W1C1,-3.6499
Os1W1C1+,-3.9457
Os1W1C2,-4.4761
Os1W1C2-,-4.4997
Os1W1N1C1,-4.2268
Os1W1N1C1-,-4.4099
Os1W1N1,-3.3355
Os1W1N1+,-3.6769
Os1W1N2,-3.8510
Os1W1N2+,-4.0654
Os1W1O1C1,-4.5045
Os1W1O1N1,-4.1910
Os1W1O1N1-,-4.4511
Os1W1O1,-3.7045
Os1W1O2,-4.4297
Os2-,-2.3997
Os1W1O2-,-4.7648
Os1W1O2+,-4.4743
Os1W1S1C1,-4.0391
Os1W1S1C1-,-4.1409
Os1W1S1C1+,-4.1815
Os1W1S1N1,-3.7334
Os1W1S1N1-,-3.8386
Os1W1S1O1,-4.0937
Os1W1S1O1-,-4.1795
Os1W1S1,-3.1435
Os1W1S1+,-3.5331
Os1W1S2,-3.6239
Os1W1S2-,-3.8067
Os1W1S2+,-3.8631
Os1Y1C1,-3.8341
Os1Y1C1-,-3.8938
Os1Y1C1+,-3.8920
Os1Y1C2,-4.4640
Os1Y1C2-,-4.4586
Os1Y1C2+,-4.5133
Os1Y1N1C1,-4.4584
Os1Y1N1C1-,-4.4407
Os1Y1N1,-3.4436
Os1Y1N1-,-3.4549
Os1Y1N1+,-3.5032
Os1Y1N2,-3.9125
Os1Y1N2-,-4.0056
Os1Y1N2+,-3.9617
Os1Y1O1C1,-4.4323
Os1Y1O1C1-,-4.4528
Os1Y1O1N1,-4.1878
Os1Y1O1N1-,-4.3208
Os1Y1O1,-3.5625
Os1Y1O1-,-3.5894
Os1Y1O1+,-3.5872
Os1Y1O2,-4.2518
Os1Y1O2-,-4.4033
Os1Y1S1C1-,-4.0739
Os1Y1S1N1,-3.9231
Os1Y1S1N1-,-3.8438
Os1Y1S1O1,-3.9890
Os1Y1S1O1-,-3.8816
Os1Y1S1,-3.3147
Os1Y1S1-,-3.0367
Os1Y1S1+,-3.3041
Os1Y1S2,-3.7351
Os1Y1S2-,-3.6339
Os1Y1S2+,-3.7361
Os1Zn1C1,-2.7054
Os1Zn1C1-,-2.8173
Os1Zn1C1+,-2.9837
Os1Zn1C2,-3.3708
Os1Zn1C2+,-3.5849
Os1Zn1N1C1,-3.3060
Os1Zn1N1-,-2.5226
Os1Zn1N1+,-2.5882
Os1Zn1N2-,-3.1438
Os1Zn1N2+,-3.2807
Os1Zn1O1C1,-3.6414
Os1Zn1O1C1-,-3.7045
Os1Zn1O1N1,-3.1251
Os1Zn1O1N1-,-3.4210
Os1Zn1O1,-2.1977
Os1Zn1O1-,-2.4176
Os1Zn1O1+,-2.4600
Os1Zn1O2,-3.3155
Os1Zn1O2-,-3.6705
Os1Zn1O2+,-3.3497
Os1Zn1S1C1,-3.0497
Os1Zn1S1C1-,-3.1459
Os1Zn1S1N1,-2.8727
Os1Zn1S1O1,-2.9577
Os1Zn1S1O1-,-3.0813
Os1Zn1S1,-1.8533
Os1Zn1S1-,-1.8198
Os1Zn1S1+,-2.1926
Os1Zn1S2,-2.6127
Os1Zr1C1-,-4.1327
Os1Zr1C1+,-4.1561
Os1Zr1C2,-4.8305
Os1Zr1C2+,-4.7690
Os1Zr1N1C1-,-4.6896
Os1Zr1N1,-3.7444
Os1Zr1N1-,-3.8406
Os1Zr1N1+,-3.8311
Os1Zr1N2,-4.1323
Os1Zr1N2-,-4.2962
Os1Zr1N2+,-4.1811
Os1Zr1O1C1,-4.8054
Os1Zr1O1C1-,-4.9091
Os1Zr1O1N1-,-4.6010
Os1Zr1O2,-4.4651
Os1Zr1O2-,-4.6502
Os1Zr1O2+,-4.4388
Os1Zr1S1C1,-4.3962
Os1Zr1S1C1-,-4.3621
Os1Zr1S1N1,-4.0430
Os1Zr1S1N1-,-4.0167
Os1Zr1S1O1,-4.2686
Os1Zr1S1O1-,-4.2796
Os1Zr1S1,-3.6612
Os1Zr1S1-,-3.4452
Os1Zr1S1+,-3.8099
Os1Zr1S2-,-3.9677
Os1Zr1S2+,-3.9576
Os2C1,-3.5844
Os2C1-,-3.7181
Os2C1+,-3.7849
Os2C2,-4.5260
Os2C2-,-4.6583
Os2N1C1,-4.1066
Os2N1C1-,-4.4096
Os2N1C1+,-4.2782
Os2N1,-3.1320
Os2N1+,-3.3731
Os2N2,-3.6597
Os2N2-,-4.1397
Os2N2+,-3.8763
Os2O1C1,-4.3362
Os2O1C1+,-4.4794
Os2O1N1,-3.8901
Os2O1N1-,-4.2055
Os2O1,-3.3365
Os2O1-,-3.7993
Os2O1+,-3.3877
Os2O2,-4.0168
Os2O2-,-4.4308
Os2O2+,-3.8661
Os2+,-2.5451
Os2S1C1,-3.8823
Os2S1C1-,-4.0480
Os2S1C1+,-4.0375
Os2S1N1,-3.5675
Os2S1N1-,-3.6730
Os2S1O1,-3.7723
Os2S1O1-,-3.8988
Os2S1,-2.9322
Os2S1-,-3.1396
Os2S1+,-3.2858
Os2S2-,-3.6059
Os2S2+,-3.5857
Pd1Ag1,-0.7645
Pd1Ag1-,-0.9267
Pd1Ag1+,-0.8787
Pd1Au1-,-0.8289
Pd1Cd1,-0.5667
Pd1Cd1-,-0.7068
Pd1Cd1+,-1.0754
Pd1Co1C1,-2.8093
Pd1Co1C1-,-2.8823
Pd1Co1C1+,-2.8679
Pd1Co1C2,-3.8596
Pd1Co1C2-,-3.9119
Pd1Co1C2+,-3.6573
Pd1Co1N1C1,-3.8282
Pd1Co1N1C1-,-3.8085
Pd1Co1N1,-2.3048
Pd1Co1N1-,-2.6201
Pd1Co1N1+,-2.1682
Pd1Co1N2,-3.3637
Pd1Co1N2-,-3.6733
Pd1Co1N2+,-3.2805
Pd1Co1O1C1,-3.9228
Pd1Co1O1C1-,-4.0286
Pd1Co1O1N1-,-3.2669
Pd1Co1O1,-2.5527
Pd1Co1O1-,-2.6326
Pd1Co1O2,-3.0721
Pd1Co1O2-,-3.4133
Pd1Co1O2+,-2.7215
Pd1Co1S1C1,-3.3529
Pd1Co1S1C1-,-3.3004
Pd1Co1S1N1,-2.9072
Pd1Co1S1N1-,-2.9242
Pd1Co1S1O1,-3.0574
Pd1Co1S1O1-,-3.1406
Pd1Co1S1,-2.5392
Pd1Co1S1-,-2.2895
Pd1Co1S1+,-2.2912
Pd1Co1S2,-3.0109
Pd1Co1S2-,-3.0584
Pd1Cr1C1,-2.1828
Pd1Cr1C1-,-2.2296
Pd1Cr1C1+,-2.2655
Pd1Cr1C2,-3.5415
Pd1Cr1C2+,-3.4448
Pd1Cr1N1C1,-3.5294
Pd1Cr1N1C1-,-3.6021
Pd1Cr1N1,-2.0859
Pd1Cr1N1-,-2.2834
Pd1Cr1N1+,-2.0419
Pd1Cr1N2,-2.9474
Pd1Cr1N2+,-3.1273
Pd1Cr1O1C1,-3.5062
Pd1Cr1O1C1-,-3.5646
Pd1Cr1O1N1,-2.8009
Pd1Cr1O1N1-,-3.1175
Pd1Cr1O1,-2.2528
Pd1Cr1O1-,-2.6715
Pd1Cr1O1+,-2.2962
Pd1Cr1O2,-3.0964
Pd1Cr1O2+,-2.9072
Pd1Cr1S1C1,-2.9325
Pd1Cr1S1C1-,-2.7853
Pd1Cr1S1N1-,-2.7311
Pd1Cr1S1O1,-2.9291
Pd1Cr1S1O1-,-3.0694
Pd1Cr1S1,-2.0817
Pd1Cr1S1-,-1.9386
Pd1Cr1S2,-2.6991
Pd1Cr1S2+,-2.5010
Pd1Cu1C1,-2.2038
Pd1Cu1C1-,-2.3182
Pd1Cu1C1+,-2.5193
Pd2,-0.6876
Pd1Cu1C2,-3.4185
Pd1Cu1C2-,-3.6174
Pd1Cu1C2+,-3.4801
Pd1Cu1N1C1,-3.5875
Pd1Cu1N1C1-,-3.6418
Pd1Cu1N1,-1.7596
Pd1Cu1N1-,-1.9932
Pd1Cu1N1+,-1.8337
Pd1Cu1N2,-3.0272
Pd1Cu1N2+,-3.2235
Pd1Cu1O1C1,-3.5824
Pd1Cu1O1C1-,-3.8250
Pd1Cu1O1N1,-2.6580
Pd1Cu1O1N1-,-2.7504
Pd1Cu1O1,-1.9189
Pd1Cu1O1-,-2.1112
Pd1Cu1O1+,-2.0358
Pd1Cu1O2,-2.3994
Pd1Cu1O2-,-2.7285
Pd1Cu1O2+,-2.2024
Pd1Cu1S1C1,-2.9355
Pd1Cu1S1C1-,-2.9455
Pd1Cu1S1N1-,-2.3998
Pd1Cu1S1O1,-2.4733
Pd1Cu1S1O1-,-2.5475
Pd1Cu1S1,-2.0294
Pd1Cu1S1-,-1.9738
Pd1Cu1S1+,-2.0880
Pd1Cu1S2,-2.5170
Pd1Cu1S2-,-2.6224
Pd1Cu1S2+,-2.3695
Pd1Fe1C1,-2.5094
Pd1Fe1C1-,-2.5527
Pd1Fe1C2,-3.6823
Pd1Fe1C2-,-3.7027
Pd1Fe1C2+,-3.8064
Pd1Fe1N1C1,-3.6006
Pd1Fe1N1C1-,-3.7688
Pd1Fe1N1,-2.1311
Pd1Fe1N1-,-2.3650
Pd1Fe1N1+,-2.5135
Pd1Fe1N2,-3.1235
Pd1Fe1N2-,-3.2816
Pd1Fe1O1C1,-3.6771
Pd1Fe1O1C1-,-3.6376
Pd1Fe1O1N1,-2.8502
Pd1Fe1O1-,-2.4389
Pd1Fe1O1+,-2.6300
Pd1Fe1O2,-2.9936
Pd1Fe1O2-,-3.3412
Pd1Fe1O2+,-2.9677
Pd1Fe1S1C1,-3.0806
Pd1Fe1S1C1-,-3.0656
Pd1Fe1S1N1,-2.7548
Pd1Fe1S1O1,-2.9170
Pd1Fe1S1O1-,-3.0122
Pd1Fe1S1,-2.3009
Pd1Fe1S1-,-2.0885
Pd1Fe1S1+,-2.5223
Pd1Fe1S2,-2.8227
Pd1Fe1S2-,-2.9090
Pd1Fe1S2+,-2.8510
Pd1Hf1+,-2.1301
Pd1Hg1,-0.4247
Pd1Hg1+,-0.7890
Pd1Ir1,-1.3413
Pd1Ir1+,-1.5757
Pd1La1,-1.7926
Pd1La1-,-1.9197
Pd1La1+,-1.9585
Pd1Mn1C1-,-2.4176
Pd1Mn1C2,-3.6293
Pd1Mn1C2-,-3.6598
Pd1Mn1C2+,-3.5877
Pd1Mn1N1C1,-3.5667
Pd1Mn1N1C1-,-3.8065
Pd1Mn1N1,-2.0654
Pd1Mn1N1-,-2.2365
Pd1Mn1N1+,-2.1509
Pd1Mn1N2,-3.1605
Pd1Mn1N2-,-3.2552
Pd1Mn1N2+,-3.1894
Pd1Mn1O1C1,-3.6665
Pd1Mn1O1C1-,-3.5419
Pd1Mn1O1N1,-2.7634
Pd1Mn1O1N1-,-3.1228
Pd1Mn1O1,-2.3407
Pd1Mn1O1-,-2.6033
Pd1Mn1O1+,-2.3055
Pd1Mn1O2,-2.9953
Pd1Mn1O2+,-2.7367
Pd1Mn1S1C1,-2.9470
Pd1Mn1S1C1-,-2.8875
Pd1Mn1S1N1,-2.6572
Pd1Mn1S1N1-,-2.6961
Pd1Mn1S1O1,-2.8585
Pd1Mn1S1O1-,-2.9657
Pd1Mn1S1,-2.2403
Pd1Mn1S1-,-2.0581
Pd1Mn1S1+,-2.1506
Pd1Mn1S2,-2.7483
Pd1Mn1S2-,-2.8227
Pd1Mn1S2+,-2.5542
Pd1Mo1C1,-2.6000
Pd1Mo1C1+,-2.7631
Pd1Mo1C2-,-3.7142
Pd1Mo1C2+,-3.7516
Pd1Mo1N1C1,-3.5219
Pd1Mo1N1C1-,-3.7411
Pd1Mo1N1,-2.5521
Pd1Mo1N1+,-2.7547
Pd1Mo1N2-,-3.4227
Pd1Mo1N2+,-3.2444
Pd1Mo1O1C1,-3.6381
Pd1Mo1O1C1-,-3.6689
Pd1Mo1O1N1,-3.3588
Pd1Mo1O1N1-,-3.7812
Pd1Mo1O1,-2.9115
Pd1Mo1O1+,-2.8401
Pd1Mo1O2,-3.7678
Pd1Mo1O2-,-4.1528
Pd1Mo1O2+,-3.5926
Pd1Mo1S1C1,-3.1148
Pd1Mo1S1N1,-3.1406
Pd1Mo1S1N1-,-3.1810
Pd1Mo1S1O1,-3.3698
Pd1Mo1S1,-2.2470
Pd1Mo1S1+,-2.4259
Pd1Mo1S2,-3.0122
Pd1Mo1S2-,-3.1033
Pd1Mo1S2+,-2.9303
Pd1Nb1C1,-2.8481
Pd1Nb1C1+,-2.9910
Pd1Nb1C2,-4.0146
Pd1Nb1C2-,-4.0582
Pd1Nb1C2+,-4.0596
Pd1Nb1N1C1,-3.8347
Pd1Nb1N1C1-,-4.0483
Pd1Nb1N1,-3.0886
Pd1Nb1N1+,-2.9838
Pd1Nb1N2,-3.5140
Pd1Nb1N2-,-3.6965
Pd1Nb1N2+,-3.6475
Pd1Nb1O1C1,-3.8866
Pd1Nb1O1C1-,-4.0184
Pd1Nb1O1N1,-3.8160
Pd1Nb1O1N1-,-4.0495
Pd1Nb1O1,-3.5426
Pd1Nb1O1+,-3.4196
Pd1Nb1O2,-4.2600
Pd1Nb1O2+,-4.0628
Pd1Nb1S1C1,-3.4659
Pd1Nb1S1C1-,-3.4503
Pd1Nb1S1N1-,-3.4924
Pd1Nb1S1O1,-3.9036
Pd1Nb1S1,-2.8363
Pd1Nb1S1+,-2.8547
Pd1Nb1S2,-3.4289
Pd1Nb1S2-,-3.5837
Pd1Nb1S2+,-3.3185
Pd1Ni1C1,-2.6206
Pd1Ni1C1-,-2.6874
Pd1Ni1C2,-3.6847
Pd1Ni1C2-,-3.7601
Pd1Ni1C2+,-3.6509
Pd1Ni1N1C1,-3.6768
Pd1Ni1N1C1-,-3.8495
Pd1Ni1N1,-2.0880
Pd1Ni1N1-,-2.3996
Pd1Ni1N1+,-2.2254
Pd1Ni1N2,-3.2124
Pd1Ni1N2-,-3.4144
Pd1Ni1N2+,-3.3357
Pd1Ni1O1C1-,-3.7671
Pd1Ni1O1N1,-2.7660
Pd1Ni1O1N1-,-3.0194
Pd1Ni1O1,-2.3292
Pd1Ni1O1-,-2.3510
Pd1Ni1O1+,-2.3337
Pd1Ni1O2-,-3.1585
Pd1Ni1O2+,-2.6208
Pd1Ni1S1C1,-3.2885
Pd1Ni1S1C1-,-3.1356
Pd1Ni1S1N1-,-2.7256
Pd1Ni1S1O1,-2.7999
Pd1Ni1S1O1-,-2.8872
Pd1Ni1S1,-2.3412
Pd1Ni1S2,-2.7851
Pd1Ni1S2-,-2.8992
Pd1Ni1S2+,-2.6828
Pd1Os1,-1.4731
Pd1Os1-,-1.5891
Pd1Os1+,-1.8274
Pd1Pt1-,-1.1899
Pd1Pt1+,-1.3075
Pd1Re1,-1.3273
Pd1Re1-,-1.5217
Pd1Re1+,-1.3439
Pd1Rh1C1,-3.0081
Pd1Rh1C1+,-3.3801
Pd1Rh1C2,-3.6166
Pd1Rh1C2-,-3.7469
Pd1Rh1C2+,-3.7114
Pd1Rh1N1C1,-3.5734
Pd1Rh1N1C1-,-3.7420
Pd1Rh1N1,-2.2458
Pd1Rh1N1+,-2.4321
Pd1Rh1N2,-3.1486
Pd1Rh1N2-,-3.3723
Pd1Rh1N2+,-3.2199
Pd1Rh1O1C1,-3.8916
Pd1Rh1O1C1-,-3.9241
Pd1Rh1O1N1,-2.9347
Pd1Rh1O1N1-,-3.1197
Pd1Rh1O1,-2.1792
Pd1Rh1O1+,-2.2395
Pd1Rh1O2,-2.8058
Pd1Rh1O2-,-3.2108
Pd1Rh1O2+,-2.6750
Pd1Rh1S1C1,-3.2844
Pd1Rh1S1C1-,-3.2586
Pd1Rh1S1N1,-2.7582
Pd1Rh1S1N1-,-2.8215
Pd1Rh1S1O1,-2.7367
Pd1Rh1S1O1-,-2.9267
Pd1Rh1S1,-2.2055
Pd1Rh1S1+,-2.2586
Pd1Rh1S2,-2.7435
Pd1Rh1S2-,-2.8665
Pd1Rh1S2+,-2.7205
Pd1Ru1C1,-3.0508
Pd1Ru1C1+,-3.3959
Pd1Ru1C2,-3.8379
Pd1Ru1C2-,-3.7934
Pd1Ru1C2+,-3.9709
Pd1Ru1N1C1,-3.5786
Pd1Ru1N1C1-,-3.7893
Pd1Ru1N1,-2.3633
Pd1Ru1N1+,-2.6989
Pd1Ru1N2,-3.1788
Pd1Ru1N2-,-3.4743
Pd1Ru1N2+,-3.2758
Pd1Ru1O1C1,-3.8366
Pd1Ru1O1C1-,-3.9313
Pd1Ru1O1N1,-3.0550
Pd1Ru1O1N1-,-3.4308
Pd1Ru1O1,-2.3105
Pd1Ru1O1+,-2.4541
Pd1Ru1O2,-3.2025
Pd1Ru1O2-,-3.6564
Pd1Ru1O2+,-3.0215
Pd1Ru1S1C1-,-3.3363
Pd1Ru1S1N1-,-3.0819
Pd1Ru1S1O1,-3.0864
Pd1Ru1S1O1-,-3.1780
Pd1Ru1S1,-2.2638
Pd1Ru1S1+,-2.3767
Pd1Ru1S2,-2.8947
Pd1Ru1S2-,-2.9787
Pd1Ru1S2+,-2.9043
Pd1Sc1C1,-2.6122
Pd1Sc1C1-,-2.6026
Pd1Sc1C1+,-2.6540
Pd1Sc1C2,-4.0049
Pd1Sc1C2+,-4.0346
Pd1Sc1N1C1,-4.0220
Pd1Sc1N1C1-,-4.0374
Pd1Sc1N1C1+,-3.8578
Pd1Sc1N1,-2.5720
Pd1Sc1N1-,-2.7398
Pd1Sc1N1+,-2.4659
Pd1Sc1N2,-3.4224
Pd1Sc1N2+,-3.3540
Pd1Sc1O1C1,-3.8097
Pd1Sc1O1C1-,-3.7802
Pd1Sc1O1C1+,-3.8461
Pd1Sc1O1N1,-3.2778
Pd1Sc1O1N1-,-3.4463
Pd1Sc1O1N1+,-3.1605
Pd1Sc1O1,-3.1734
Pd1Sc1O1-,-3.4707
Pd1Sc1O1+,-3.1209
Pd1Sc1O2,-3.7043
Pd1Sc1O2+,-3.5798
Pd1Sc1S1C1,-3.2274
Pd1Sc1S1C1-,-3.1579
Pd1Sc1S1C1+,-3.2775
Pd1Sc1S1N1,-3.0888
Pd1Sc1S1N1-,-2.9370
Pd1Sc1S1N1+,-2.9009
Pd1Sc1S1O1,-3.5194
Pd1Sc1S1O1-,-3.5963
Pd1Sc1S1O1+,-3.3292
Pd1Sc1S1-,-2.7737
Pd1Sc1S1+,-2.7511
Pd1Sc1S2,-3.2682
Pd1Sc1S2+,-3.0298
Pd1Ta1,-1.6782
Pd1Ta1-,-1.8546
Pd1Tc1C1,-3.0839
Pd1Tc1C1+,-3.1849
Pd1Tc1C2,-3.9274
Pd1Tc1C2-,-3.9398
Pd1Tc1C2+,-3.9216
Pd1Tc1N1C1,-3.6394
Pd1Tc1N1C1-,-3.9219
Pd1Tc1N1,-2.7336
Pd1Tc1N1+,-2.5666
Pd1Tc1N2,-3.1932
Pd1Tc1N2-,-3.4748
Pd1Tc1N2+,-3.2269
Pd1Tc1O1C1,-3.8384
Pd1Tc1O1N1,-3.3452
Pd1Tc1O1,-2.7350
Pd1Tc1O1+,-2.5162
Pd1Tc1O2,-3.5906
Pd1Tc1O2-,-4.0080
Pd1Tc1O2+,-3.2556
Pd1Tc1S1C1,-3.3392
Pd1Tc1S1C1-,-3.3709
Pd1Tc1S1N1,-3.1983
Pd1Tc1S1O1-,-3.4331
Pd1Tc1S1,-2.4390
Pd1Tc1S1+,-2.3660
Pd1Tc1S2,-3.0307
Pd1Tc1S2+,-2.9242
Pd1Ti1C1,-2.6845
Pd1Ti1C1-,-2.6951
Pd1Ti1C1+,-2.6225
Pd1Ti1C2+,-3.8946
Pd1Ti1N1C1,-3.9295
Pd1Ti1N1C1-,-4.0498
Pd1Ti1N1C1+,-3.8276
Pd2-,-1.3259
Pd1Ti1N1,-2.7502
Pd1Ti1N1-,-3.1030
Pd1Ti1N1+,-2.6467
Pd1Ti1N2+,-3.2973
Pd1Ti1O1C1,-3.8582
Pd1Ti1O1C1-,-3.8118
Pd1Ti1O1C1+,-3.7778
Pd1Ti1O1N1,-3.5565
Pd1Ti1O1N1-,-3.7953
Pd1Ti1O1N1+,-3.4076
Pd1Ti1O1+,-3.0546
Pd1Ti1O2,-3.9650
Pd1Ti1O2+,-3.6927
Pd1Ti1S1C1,-3.3153
Pd1Ti1S1C1-,-3.2503
Pd1Ti1S1N1,-3.2624
Pd1Ti1S1N1-,-3.2272
Pd1Ti1S1N1+,-3.1342
Pd1Ti1S1O1,-3.7689
Pd1Ti1S1O1-,-3.7357
Pd1Ti1S1O1+,-3.3565
Pd1Ti1S1,-2.7930
Pd1Ti1S1+,-2.5555
Pd1Ti1S2,-3.3068
Pd1Ti1S2+,-3.0287
Pd1V1C1,-2.5790
Pd1V1C1-,-2.6079
Pd1V1C2,-3.9157
Pd1V1C2+,-3.7343
Pd1V1N1C1,-3.7765
Pd1V1N1C1-,-3.9166
Pd1V1N1-,-2.9772
Pd1V1N1+,-2.5309
Pd1V1N2,-3.3129
Pd1V1N2+,-3.2456
Pd1V1O1C1,-3.7572
Pd1V1O1C1-,-3.7487
Pd1V1O1C1+,-3.7720
Pd1V1O1N1,-3.4376
Pd1V1O1N1-,-3.6409
Pd1V1O1N1+,-3.2533
Pd1V1O1,-3.1131
Pd1V1O1+,-2.7700
Pd1V1O2,-3.7726
Pd1V1O2+,-3.4286
Pd1V1S1C1,-3.1850
Pd1V1S1C1-,-3.1105
Pd1V1S1C1+,-3.2279
Pd1V1S1N1,-3.1310
Pd1V1S1N1-,-3.1512
Pd1V1S1N1+,-2.9615
Pd1V1S1O1,-3.5399
Pd1V1S1O1-,-3.5656
Pd1V1S1O1+,-3.1852
Pd1V1S1,-2.5668
Pd1V1S1-,-2.5011
Pd1V1S1+,-2.3827
Pd1V1S2,-3.1419
Pd1V1S2+,-2.8860
Pd1W1,-1.2532
Pd1W1-,-1.5356
Pd1W1+,-1.7712
Pd1Y1C1,-2.6849
Pd1Y1C1-,-2.7067
Pd1Y1C1+,-2.7882
Pd1Y1C2,-4.0839
Pd1Y1C2-,-4.0914
Pd1Y1C2+,-4.1986
Pd1Y1N1C1,-4.1026
Pd1Y1N1C1-,-4.1335
Pd1Y1N1,-2.5693
Pd1Y1N1-,-2.7776
Pd1Y1N1+,-2.5727
Pd1Y1N2,-3.4605
Pd1Y1N2+,-3.5731
Pd1Y1O1C1,-3.8521
Pd1Y1O1C1-,-3.8864
Pd1Y1O1N1,-3.2804
Pd1Y1O1N1-,-3.4256
Pd1Y1O1,-3.1872
Pd1Y1O1-,-3.4708
Pd1Y1O1+,-3.2783
Pd1Y1O2,-3.7053
Pd1Y1O2-,-3.8273
Pd1Y1O2+,-3.6996
Pd1Y1S1C1,-3.2425
Pd1Y1S1C1-,-3.1724
Pd1Y1S1N1,-3.1002
Pd1Y1S1N1-,-2.9649
Pd1Y1S1O1,-3.5491
Pd1Y1S1,-2.8653
Pd1Y1S1-,-2.8136
Pd1Y1S1+,-2.9505
Pd1Y1S2,-3.3281
Pd1Y1S2+,-3.1786
Pd1Zn1C1-,-1.8108
Pd1Zn1C1+,-2.0636
Pd1Zn1C2,-3.1000
Pd1Zn1C2-,-3.2399
Pd1Zn1C2+,-3.2722
Pd1Zn1N1,-1.2636
Pd1Zn1N1-,-1.5729
Pd1Zn1N1+,-1.5774
Pd1Zn1N2,-2.9725
Pd1Zn1N2-,-2.9710
Pd1Zn1N2+,-3.1520
Pd1Zn1O1C1,-3.5086
Pd1Zn1O1N1,-2.3650
Pd1Zn1O1-,-1.7655
Pd1Zn1O1+,-1.7258
Pd1Zn1O2,-2.1111
Pd1Zn1O2-,-2.4041
Pd1Zn1O2+,-2.1833
Pd1Zn1S1C1,-2.7539
Pd1Zn1S1N1,-2.0255
Pd1Zn1S1O1,-2.1313
Pd1Zn1S1,-1.5756
Pd1Zn1S1-,-1.5283
Pd1Zn1S1+,-1.8594
Pd1Zn1S2-,-2.2361
Pd1Zn1S2+,-2.2714
Pd1Zr1C1,-2.9024
Pd1Zr1C1-,-2.9952
Pd1Zr1C1+,-3.0065
Pd1Zr1C2,-4.1288
Pd1Zr1C2-,-4.2550
Pd1Zr1C2+,-4.2209
Pd1Zr1N1C1,-4.0907
Pd1Zr1N1C1-,-4.2001
Pd1Zr1N1,-3.0207
Pd1Zr1N1-,-3.3520
Pd1Zr1N1+,-3.0706
Pd1Zr1N2,-3.6078
Pd1Zr1N2-,-3.7620
Pd1Zr1N2+,-3.5348
Pd1Zr1O1C1,-4.0143
Pd1Zr1O1C1-,-4.0435
Pd1Zr1O1N1,-3.7931
Pd1Zr1O1,-3.8575
Pd1Zr1O1-,-3.9569
Pd1Zr1O2-,-4.4550
Pd1Zr1O2+,-4.1117
Pd1Zr1S1N1,-3.4566
Pd1Zr1S1O1,-4.0344
Pd1Zr1S1,-3.1794
Pd1Zr1S1-,-3.0571
Pd1Zr1S1+,-3.0408
Pd1Zr1S2,-3.5690
Pd1Zr1S2+,-3.4501
Pd2C1,-2.4916
Pd2C1-,-2.6243
Pd2C1+,-3.0898
Pd2C2,-3.3796
Pd2C2-,-3.6104
Pd2C2+,-3.5694
Pd2N1C1,-3.4848
Pd2N1C1-,-3.7466
Pd2N1C1+,-3.6944
Pd2N1,-1.8569
Pd2N1+,-2.1411
Pd2N2-,-3.3788
Pd2O1C1,-3.8711
Pd2O1C1-,-3.8038
Pd2O1C1+,-3.9356
Pd2O1N1,-2.6794
Pd2O1N1-,-2.7557
Pd2O1N1+,-3.1364
Pd2O1,-1.9425
Pd2O1-,-2.1582
Pd2O1+,-2.2131
Pd2O2,-2.2603
Pd2O2-,-2.7264
Pd2O2+,-2.4231
Pd2+,-1.1379
Pd2S1C1,-3.2420
Pd2S1C1-,-3.0492
Pd2S1C1+,-3.3709
Pd2S1N1,-2.3593
Pd2S1N1-,-2.4154
Pd2S1N1+,-2.8275
Pd2S1O1,-2.3767
Pd2S1O1-,-2.5214
Pd2S1O1+,-2.6582
Pd2S1,-2.0735
Pd2S1-,-2.0351
Pd2S1+,-2.2493
Pd2S2,-2.4727
Pd2S2+,-2.6198
Pt1Ag1C1,-2.5460
Pt1Ag1C1+,-2.7222
Pt1Ag1C2,-3.4382
Pt1Ag1C2-,-3.5587
Pt1Ag1N1C1,-3.6533
Pt1Ag1N1C1-,-3.7226
Pt1Ag1N1,-1.9418
Pt1Ag1N1+,-1.8906
Pt1Ag1N2,-3.1508
Pt1Ag1N2-,-3.3420
Pt1Ag1N2+,-3.2473
Pt1Ag1O1C1-,-3.9968
Pt1Ag1O1N1,-2.8990
Pt1Ag1O1N1-,-2.8021
Pt1Ag1O1+,-1.9797
Pt1Ag1O2,-2.6713
Pt1Ag1O2-,-2.7703
Pt1Ag1O2+,-2.6034
Pt1Ag1S1C1,-3.1350
Pt1Ag1S1C1-,-3.3192
Pt1Ag1S1N1,-2.4899
Pt1Ag1S1N1-,-2.5322
Pt1Ag1S1+,-2.0989
Pt1Ag1S2,-2.4812
Pt1Ag1S2-,-2.6722
Pt1Ag1S2+,-2.4530
Pt1Au1,-1.1781
Pt1Au1-,-1.1487
Pt1Au1+,-1.3974
Pt1Cd1C1,-2.3050
Pt1Cd1C1+,-2.7587
Pt1Cd1C2,-3.1361
Pt1Cd1C2-,-3.2828
Pt1Cd1C2+,-3.3739
Pt1Cd1N1C1,-3.3688
Pt1Cd1N1C1-,-3.5716
Pt1Cd1N1+,-1.9891
Pt1Cd1N2,-3.0877
