cluster,Predicted SM
Ir1Zr1Cr1Ti1O3+,3
Au1Zr1Y1Co1O4-,3
Pt1Ta3O4+,1
La2Rh2N1C1-,2
Os1La2Fe1S1N1C1,3
Os1Tc2Mn1S3C1,5
Re2W1Mn1S1-,4
Hg1Os1Hf1Rh1C2+,2
Os2Nb1Y1O1N2,2
Cd1Ag1Nb1Y1N4-,2
Cd1Ag1Y2S1O1C1,1
Hg1Os1Ag1Pd1S1O2-,1
Rh2Zr1Mn1S1N2,5
Nb3Mn1S2O1,3
Tc2Zr1Cr1S1O2C1+,5
Os1Nb1Zr2O3C1+,1
Au1Sc3S1N1-,3
Ta1Hf2Zr1O1N1C2+,2
Ta1Ru1Tc2S1O2C1,1
Re2Tc2S1,3
Ta1Zr2Ti1O4+,1
Co3Mn1C1,11
Ag2Sc2O1N1+,1
Mn3V1S1N1C2-,5
Hf1Pd1Tc1Cr1S1-,3
La1Rh3N1,3
Au2Pt2S1+,3
Os1Ta2La1O3N1+,1
Hg2Hf1Pd1O2C1,1
Au1Rh1Ni1Co1S4-,4
Rh3Cu1C2,2
Ag1Mo1Cu1Cr1O1N1+,5
Os1V3C3+,1
W1Ta2Zr1O3N1+,2
Ag1Mn3C2,13
Ir1Nb2Zr1O4+,2
Ta2Hf1La1O4+,2
Hf1La2Y1S1O1N2,2
Au1Fe1Cr1Ti1S2O1C1-,5
Zr3Ti1O4+,2
W1Ta1Ni1Ti1O1C2+,1
Re2Co2C1,7
Nb2Y1Sc1N1+,2
Os1Ta2Nb1O1C3+,2
Ag1Y1Fe1Sc1S3N1-,4
Ir1Zr3S1N1,1
Os1Hf1Nb1Zr1O3N1+,2
Hf3Y1O3C1+,1
Hg3Cr1S2C1-,6
Hg1Nb2Zr1S3O1-,1
W2Pd1Rh1S1O2N1,2
Pt1Tc1Zn1Mn1O3-,6
Ir1Hf1Fe2S2N1C1,7
Hg1Ag2Co1S2O1N1-,3
Os1Y1Mn1Cr1N1-,7
Cd1Cr2Sc1N3,3
Os1Hf3O3N1-,1
Rh3Tc1S2+,5
Os1Ta1Hf1V1O4-,2
Ir1Zn1Cu1Cr1S1O1C1+,4
Hg1Ru2Cr1S1O2N1-,3
W1La3N2+,2
Re1Ta1Hf1Mn1S3N1,5
Pt1Ta1Cd1Ni1O3-,3
Os1Zr2Sc1O4-,1
Hg2Nb2S2,2
Zr1Fe1V2S3C1-,3
Y1Cu1Fe2S2C2,5
Ta1Rh1Ru1Zr1S1N2+,2
Re1Hf2Nb1O4+,2
Zr3Ti1S2+,2
La2Co1Mn1N2C1-,6
Pt1Rh2Cr1O1C1-,6
Hg1Pd1Ru1Y1S3O1-,3
Ta1Ag1Y1V1S1O2-,2
Ir1Cd1Rh2N1C1-,4
Re1Ag1Ru1Co1O1N1C2-,2
Ta1Zr3N1C3+,2
Au1Ir1Os1Sc1O4-,3
Pt1Rh1Ru1Y1N1C2+,2
Tc4O1-,3
Au1Ni3O2-,5
Pt2Cd2O1+,2
Ru1Sc3C3,2
Ir1Re1Zr2C2+,2
W1Tc1Mo1Cr1C1+,3
Rh1Ru1Zn1Ni1N2C2,2
Os1Ta2Y1O4,1
Nb1Zr1Mn1V1S1O1C1+,3
Os2Pd2O1N1+,5
Pt1La1Mn1Cr1O1C1+,8
La1Pd1Cr1V1O1N3,4
Ta2Hf2O4+,1
Cu1Sc3S2O1,1
Ta2Hf2O1C3+,1
Fe3Sc1N1+,10
Ta1Mo2Nb1S1O1C1,1
Rh1Tc1Mo1Fe1C3+,5
Os1Nb1Zn1Fe1O2C1+,5
Ta1Hf2Ru1O3N1+,2
Zr1Co3O1N2+,6
Ta1Tc1Cu1V1S2N2-,3
Cu1Ti3S2,2
Y2Ni2O1-,3
Rh1Zn3S2-,2
W1Ru1Mn2S3N1,9
Os1Ta2Zr1O2N1C1-,2
Os1Ta1Hf1Ti1O3C1+,1
Ir1Os1Cd1Ag1S2O2+,2
Au1Y3O1C1-,2
Cd1Ag1Rh1Fe1S1O2C1+,5
Ir1Ta2Nb1O3C1+,1
Nb1Zn2Ti1O1N1C2+,2
Ta2Tc2S1-,4
Zr2Y1Fe1S1C2,2
Os1Hf1Ru1Cr1N1C2-,5
Pt1Cu1Co2O2N1C1+,5
Fe2Cr2S1C2+,6
Zr3Cr1O2N1+,3
Y3Ni1S2O1+,1
Re3Ti1C1-,3
Ta2Nb1Zr1O4-,2
Hg3Ru1O1,3
Hf1Tc1Zn2O3,2
Pt1Pd1Rh1Zn1S1N1,2
Nb3Ni1S2-,1
Fe1V3N2+,6
Cu1Sc3S1O1-,4
Hg1Zr3S2+,2
Re1Ta2Zr1O4+,2
Ta2Hf1Nb1O2N2+,1
Cd1Mo1Ni1Ti1S3N1+,1
Re1Ti3N2-,2
La2Nb2C1,1
Re1Mn3S3-,10
Ir1Zr2Sc1O4+,2
Ta1Rh1Cu1Ti1S1O1-,2
Re1Cr3O1-,11
Ta2Hf1Rh1O3C1+,1
Pd3Cu1S2N1,1
Cu2Co1Cr1O1C2,5
Ta1Hf1Zr1V1O4+,2
Pd3Ru1S2+,4
Mn2Au2-,10
Y2Cu2O1N2-,1
Ta2Ni2O1N2+,2
Hf1Ni1Cr1Ti1S2N1+,5
Pt2Ag2C1+,1
Mo3Fe1S1N1+,3
Os1Ta2Zr1O2N2+,2
Cu1Ni2V1S1+,4
W3Pd1N1+,3
Os1Cu1Fe1Sc1S1N1+,5
Mo1Nb1Ti1Sc1S2-,2
Pd2Zn2S1N2+,1
Ir1Hf1Y1Mn1S1C2-,3
Hf3Cr1N1C1-,5
Os2Ti2S1+,2
Ti1Cu1Pt1Au1-,2
Hg2La1Ti1O2C1+,1
Au2Ir1Nb1O1N2C1+,2
Os1V3O1N1,3
Ni1Pd3,3
La1Cu1Co1Fe1S1O1C1-,5
Pd1Ti3O1,3
Os3Tc1C1-,3
W1Ta3O3N1-,2
W1Ta1Nb1Zr1C4+,2
Ta1Nb1Zr1Ti1O4+,2
Sc4N1+,4
Pt1Os1Cu2S2C2-,1
Ag1Nb1Zr1Ni1N1C1,2
Re3W1C1,4
Pt3Ni1O2N1-,3
Zr3Co1O4+,1
Pd1Ru1Nb1Sc1S1N2+,1
La2Cu1V1S1O1C2,2
La1Fe2V1O2N1C1,6
Hg3Co1S3,4
Os1Sc3S2C1,2
Fe2Mn1Cr1O4+,3
Hg2Hf1Ti1S2N1,2
Ag2Ni1Co1N2C2+,3
Hg1Re1Hf1Ru1S1O1N1C1,1
Ir1Pd1Zn1Cu1S1C2+,2
W1Ni2Sc1S1O2C1+,3
Ta2Zr2N2C2+,2
Re1Mo1Fe2S1O1N1C1+,4
Y3Co1N3-,3
Os1Ta1Zr2O2C2+,1
Ta1Mn3S3,11
Hf1Pd1Zr1Cr1N2C2,4
Ir1Re1Ta2S1C2-,3
Hg1Hf1Zr2O1N2C1-,3
Ir1Ag1Ru1Sc1S2O2-,3
Os1Ta1Nb1Sc1O4-,3
Tc1Cu3N1C2-,5
Au1Ta1Ru1Cu1S3C1+,1
Tc1Cr3N1C2+,10
Hf3Tc1O4-,3
Ta1La1Zr2O4+,2
W2Zn2S2C1-,2
Mo1Zn3O1-,4
W1Ni3C2+,2
Ir1Hf1Fe1Mn1S3N1+,5
Ta1Hf1Tc1Zr1O4,1
Hg1Hf1Tc1Ni1C3+,3
Ir1Cd1Cu2O1C3-,2
Au1Ir1Cu1Co1S4+,6
Hg1Zr1Y1Cu1S3O1+,2
La1Ag1Mo1Sc1S1O2,2
Ru1Sc3C3+,3
Tc1Mo1Y2N3C1+,3
Y1Sc3N1+,5
W1Zr1Ni1Cr1O2,5
Os1Cu1Mn1Cr1O1N1+,9
Pd1Zr1Zn1V1S2C1+,1
V2Ti2O2-,3
Au1W1Cd1Pd1C2-,5
Hg1Rh2Y1S2C2-,1
Co2Fe2N2-,8
Au1Zr1Ni1Mn1S1O1C2-,6
Pd3Ni1S1N2,4
Re1Hf1Cd1Tc1C1+,2
Pd3Cr1N2-,5
La1Ru1Nb1Zr1S2N1-,1
Re1Zr1Y1V1S1O2N1+,2
Y3Sc1S1-,2
Re1Rh1Mn2S2O1N1+,7
Hg1La1Ag1Pd1N1C1-,1
Tc1Sc3O1-,2
Zr3Rh1,3
W1Ta1Hf1Zr1O1C3+,1
Re2Hf1Ru1C2-,3
W1Ta2Hf1O1N1C2+,2
Tc2Mn2C1+,6
Hf4O3C1+,2
Os1Co1Fe1Cr1S4-,7
Ru1Ni1Mn1Cr1O2,8
Pt1Ta3O2,2
Hf1Tc1Nb1Zr1O3C1+,2
Pt1V3C2,2
Ta2Hf2C1-,3
Rh1Mo2Fe1O2N2+,5
Cd3Ti1C3,3
Ag3V1N2C1-,1
Ir1Pd1Ru1Y1O2N1-,1
Ir2W1Mo1S1-,3
Ni1Cr3O1C1+,12
Pt1Ag2Rh1N2+,2
Hg1Cr1V2S1O1N2,5
Pt1Ag3N1-,2
Ta1Nb3O1C3+,2
Pd1Rh2Mn1S1C1-,7
La1Cu1Mn1Cr1S1C1,8
Pt1Cd1Zr2S1O1C2,1
Hf1Rh1Ru1Sc1N1,1
Ir1Ta1Cu1Ti1O1C1,2
Zr2Ni2O2+,2
Cd2Co1Mn1O2C1,7
Hg1Ag1Ru1Co1S3O1,5
Ru2Ti2C2,1
Ta1Hf1Rh1Nb1O4-,2
Ta1Pd3N1C1-,2
Re1Ta2Zr1O3C1+,2
Re1Cd1Ru1Cr1S3-,3
Ta3Tc1O3C1+,2
Os1Hf1Co1V1S2O1N1-,5
Ir1W1Pd1Ni1S2N2+,2
Ta1Fe3O1C1,10
Hg1Ir1Zn1Cu1S3N1+,1
Rh2Tc2S3-,1
Y2Ti2N3+,2
Zr4-,4
Hg2La1Mn1S2N1C1-,3
W1Pd1Ni1Co1S1O2N1-,4
Ir1Ta1Hf1Y1O3N1+,2
Os1W1Rh1Zn1S2C2+,2
Hg1Re2Ni1C3+,3
Ag3Ru1O1C1+,1
Ru3Sc1S1O1,2
Os1Ta1Cd1V1N1C1-,3
W1La1Zr1Cr1S3+,5
Ta3Ru1O3N1+,2
Ir1Os1Ta2O4-,2
Fe2V2C2+,5
Hg1Nb3O1N2C1,1
Os3Sc1S1C1+,3
Ag1Zn1Mn1Sc1S1O1C1-,3
Rh1Mo3O1+,2
Ta1Hf1Ag2S2C1,1
Ir1W1Nb1Fe1O1N1C1+,5
Cd1Mn3S2+,15
Rh2Cu1Mn1N1C1+,7
Zn3Ti1S2N1,2
Au1Ir1Cd1Tc1C2,4
Mo3Sc1S2N1+,2
Os2W1Ta1S2C1+,1
Re1Tc1Nb1Fe1O3,6
Ag2Mo1Ni1S1O1N2+,2
La1Y3N3,2
Hf1Rh1Zn1Cr1N1C1+,5
Os2La2O1,2
Tc4O1,2
Hf1La1Cr2S3C1,6
Hg1Cu1Co1Mn1O1C2-,7
Au1W1Nb1Cr1S2-,4
Cd1Cu1Ni1V1O4-,2
Ir1Ta3O4+,2
Ir1Os1Tc1Cr1S1N1C1+,5
Cd1Pd3O1-,2
Ir1Zr3O4-,3
Hg2Au1Cu1O1N2C1,2
Ta1Hf1Rh1Cu1N1C1+,1
Os1Ta1Zr1Sc1O3C1+,2
Nb1Cu1Sc2S1N2C1+,2
Ir1Ta2Nb1O1C3+,1
Au2Zn2O1+,1
Ta4O4+,1
Ta2Cd1Zr1S1C1+,1
Ir1Os1Ag1Zn1O1C3-,2
Pt1La1Rh1Cr1C1,4
Nb2Mn2O1-,4
Rh1Co1Fe1Mn1C1-,12
Ta1Zr1Zn1Cu1S2+,2
Mn4N1-,2
W1Ta2Nb1C4+,2
Os3Ru1S1O1,3
Pd2Hg2-,2
Ir1V3N1-,3
Cr3Ti1O3N1-,7
W1Ru1Zn2S1,3
Ta2Tc1Y1O4+,1
Ir1Zr2Ti1O3C1+,1
Mn2Sc2S1N1-,11
Au1Cd1Tc1Mo1N1C1+,5
Pt2V2O3+,3
Tc3V1C1,3
Pt1Ir1Hf1Ti1O4+,1
Tc1Cu3C2,3
La2Rh1Zr1S1,4
Au2Cu2S1O2-,2
Pt2Mo2O1C1,1
Os1Y1Cu2S3N1,2
Ir1Ta1Nb1Zr1O2C2+,1
La2Ag1Cu1O1C3+,1
Cr3Ti1S3,5
Re2Mn2O1+,6
Ta1Tc1Nb1Zr1O3N1+,2
Os1Zr3O2N2+,1
Pt2Fe2S1N2+,9
Y3Mn1S2C1+,6
Os1Ta2Zr1O3C1-,3
Pd1Mo1Fe1Cr1S1O1-,6
Os1Ru2Zn1O1N1C2-,3
Nb1Co1Cr1V1S2C1,4
Ir1Ru2Mo1S1O1N2+,2
Os1Ta3N2+,2
Re1Ta1Cu1Ti1O2N1+,2
Os1Zr1Ni1Sc1O1C3-,1
Pt1Re1La1Tc1S3-,1
Ir1Ta1Mo1Fe1N1,6
Mo1Zr1Cu1V1O1N2C1,2
La1Fe3S2O1-,11
Os2Cr2S2C1,5
Tc1Zr3O2C2+,1
Os1Rh1Cr1V1N2C2-,4
Hf1Rh1Nb1Ni1O1N1,1
Hg1Pt1Ta1Y1S1O1N1C1+,1
Re2Y2O1N1,2
Ir1Ta2Cr1S1O1N1C1+,5
Ru1Y1Ni1Fe1N1C1,5
Hf1Rh1Co1V1N1,4
Ag1Fe3O3+,5
Pt1W1Ta1Cd1S1C1+,1
Ni4O1,5
Ru1Fe1Ti1Sc1S2O1N1+,4
W3Ni1S2-,2
Ir1Zr1Mn2O1N2,6
Nb2Zr2C1+,1
Ir1Hf1Y1Fe1S1O1C1-,4
Mo1Nb1V2S1N1,2
Pt1Hf1Pd1Fe1S2-,4
Zn4N1+,3
Pt1Mn3N2,13
Pt1Ag3N3-,2
Ir1Re1Cd1Cr1S1O2N1+,3
Tc1Cu1Cr1Sc1N2+,6
Au1Re1Co1Cr1S2O1C1+,5
Hg1W1Nb1Ti1S4,2
Rh2Sc2S2-,1
Pt1Re1Y2S1N1C2+,1
Hg1Cd1Mn1Sc1S3+,6
Hg1Cd1Cu1Sc1S1O3,1
Ta1Mo1Y1Zn1O4,1
Re2Cd1Rh1O1C1,2
Os1Re1Pd1Mo1N1+,4
Ir2Nb2S1+,2
La1Fe3O1C2,8
Cu1Ni1Sc2S1O1,1
La1Ag1Sc2S1N1C2,3
Fe1Tc2Ta1,5
W1Ta2Sc1O3N1-,3
W2Rh2O2,3
Ta1La1Tc1Zr1O4+,1
Tc2Co2S2O1+,6
W1Cr1V2S1,4
Hg2Zn1V1S2O1C1+,1
Hg2Pt2C3,1
Os3La1N3+,2
Au1Mo3O1-,3
Y1Pt3+,1
Au1Y1Co1Sc1O1N1C1,2
Ta2Cr2S3N1-,4
W1Tc1Mo1Zn1S1O1+,3
Zr1Ni1Ti2N3C1+,1
Ir1Ta1Nb1Zr1O3N1-,2
W1Nb1Co1Mn1S1O1N1C1-,4
Fe1W3+,6
Rh2Sc2S1N1,1
W1Sc3O1+,1
Hf3Nb1S1C1-,3
Ta1Zr1Zn1Mn1O2N1,6
Ru1Sc3O2C1-,1
Os1W1Cu1Cr1N1,5
Mo2Cr2S1N1+,7
Ir1Pd2Ru1O1C1,4
Nb1Cr2Ti1S1N3,5
Ni1Fe1Mn2O3N1-,6
Sc4S1+,3
Ta1Cd1Tc1Ti1O1N1C1,2
Os2Zn2O1,3
Cd1Zr1Cu1Mn1N1-,7
Ti2Sc2C1-,3
Ta1La1Tc1Sc1S1,1
Hf1La1Cd1Mo1S1N3,1
Ta1Rh1Tc1Cu1S1N2C1+,2
Tc1Ni3N2-,4
Pt1Re1La1V1S2O2,2
Hf2Ru1Zr1O4,1
Pt1Re1W1Zr1N1+,2
Hg1Hf1Y1Zn1C1-,3
Ir1Ta1Zr2S1O3+,2
Pd3Ru1N1C3+,3
Cd2Pd2S1N1-,3
Ru3Y1S3+,3
La3Y1C3+,2
Os1Zn1Co2O1N1C2+,4
Pd1Zr1Zn2S2O1C1-,2
Hg1Os2Y1N1+,2
Ir1Hf1La1Zr1O3C1+,2
Ag1Co3N1C1-,7
Hg1Ag2Mn1N1C1+,7
Mn1Y1Ru1Ag1,8
V4C1-,1
Re1Ru2Tc1N1C1,2
Hg1La1Cd2S1N2C1,1
Hg1Hf1Cr1Ti1O1C3+,4
Pt1Re1Nb1Zr1S1N1,2
Au2W1Cu1O1N2+,1
Ag2Os2+,5
Os1Tc3N1-,8
Ta2Ru1Ti1O4-,3
Hg1Re1Pd1Sc1O3C1-,2
La1Nb1Co1Ti1C1+,3
Os1Ta1Zr2O3N1,1
Mo3Y1O1,2
La1Tc1Zn1Ni1S3O1+,2
Os2V1Ti1N2C2+,2
Rh1Ru1Mo1Ni1O1C3-,2
Ta1Hf2Zr1O4-,3
Rh1Tc1V1Sc1S2N1C1-,2
Au1Ta2Co1S1O1C1-,3
Ti2Pt2,3
Os1Ta2Zr1S1O3+,1
Au1Tc1Ti1Sc1S2O1C1,2
Pt1Rh2Sc1S2O1N1+,2
W1Pd2Nb1O1,2
Hf1Zr1Ni1Sc1N3,3
Os1Ta1Hf2O2N2-,2
Ir1Rh3O4,2
Ta1Ag2Ti1S1O2+,2
W1Ta1Nb1Zr1O1C3+,2
Mo3Ti1O2C1+,2
Ta1Mo3S1C1,2
Ir1Hf2V1O4+,2
Re1La1Mo1Nb1O3N1,3
Au1La1Pd1Nb1O2N2+,2
Pd1Nb1Y1Ni1S1N1C1,2
Hf2La1Zr1O4+,1
Hf1Cd1Zn1V1N2+,4
Os1W1Ta1Ti1S1N2,1
Os1Ta2Zr1O4+,1
Pt1Ta2Zr1O4+,1
Ir1Hf1Nb1Zr1O4-,4
Ir3Zn1N1,5
Hg2Ir2S4-,3
Zr1Y1Fe2S2+,5
Re1Ag2Zr1N1-,3
Rh1Tc1Zr1Fe1S2O1C1+,5
Os1Ta2Hf1O3C1,2
Pd1Zr1Cu1V1S2+,2
La1Zn1Fe1Ti1O1C2+,5
Mo2Sc2S1+,1
Os1Nb1Zn1Co1S1O1-,4
Os1Nb1Cr2S1O2N1-,6
Mo4N1+,3
Ta1Nb1Zr1Y1O4+,1
Os1W1Y1Ti1O1C2-,3
Mo1Nb1Co1V1S2O1N1+,4
Ir3Nb1S1O1,3
Hg1Hf1Mo2C1-,2
Cd3Tc1O1-,5
Pt1Os1Rh1Ti1S2N2,2
Ir1Pd1Mn1Ti1O1N1C1-,5
Ir1W1Y1Mn1S1N2-,6
Y2Ni2S2O1+,3
Ta1Mo1Zn1Cu1S1O2,1
Ir1Os3C3-,3
Ir1Hf1Nb1Zr1O3C1+,2
La1Tc1Zr1Cr1S2O1-,4
W1Cu1Fe1Cr1N2,7
Pt1Tc1Zn1Cr1S2O1C1,4
Hf1Tc1Cu1Ni1C2,3
Tc2Sc2S1C3-,2
Hg3Ni1S2-,2
Mo1Nb1Cu1Ti1N3C1,2
Au1Rh1Zr1Co1S1O3+,4
Re1Hf1Cd1Ag1S2N2,2
Hf1Nb1Zn1V1S1+,2
Os1Ta2Zr1O4,2
Zn3V1S2C1,2
Ir1Ta1Nb1Zr1S1O3+,1
Rh2Nb1V1S1N1C1-,3
V1Ti3C2-,3
Au1Mo1Fe1V1S2O1C1+,4
Pt1Os2Pd1O2,3
Hg1Ag1Pd1Tc1S1C2,3
Cu1V3S2N1,2
Ta3Cr1S1,4
Hg2Mo2C2-,4
Au2W2N1+,2
Y2Cu2N1C2+,1
Os1Ta2Zr1O2C2,2
Au1Re1Tc1Fe1N3+,4
La1Nb1Ni1V1N3C1,3
Y1Cu3O2,1
Ir1Ta1Hf1Nb1O3C1-,3
Pt1Hf1Mo1Ni1N2C1+,1
Ni3Co1O2N1,3
Au1Pt1La1Tc1N3+,2
W1Co2Sc1S1O1N1C1-,5
Ru1Nb1Co1Ti1O2N1+,5
Os1Ta1Hf1La1O3N1+,1
Hg3Zn1C2,1
Re3Ni1S2O1,4
Ir2Rh1Cr1C2,4
W1Cd1Zr2S1C2,1
Ta2Hf1Ti1C4+,1
Re1Ta2Nb1S1N1C1+,2
Cd3V1S2,2
Ta1Hf1Zr1Co1O3-,2
Hf1Nb1Zr1Mn1C3-,4
Ag4,2
Ir1Tc1Y1Co1S2O2+,4
Os1Ta1Zr1Ti1O3C1+,1
Ir1Ag1Rh1Mn1S2N2,5
Ru1Cu2Co1N1C2+,3
Ir1Hf2Zr1O3C1-,1
Os1Ru1V1Ti1C3+,1
Au1La1Zr1V1O1C2+,3
Ta2Hf1La1O3C1+,2
Zr1Mo1Rh1Cd1+,2
Zn2Sc2C2+,3
La1Fe1Mn1Cr1S3+,10
Ir1Ta2Zr1O3C1+,2
Ir1Ta1Hf1Zr1O2C1+,2
Cd1Zr1Y1Co1S1C2,3
Ir1Ag1Mn1Ti1S1C3,6
W3Cd1S3+,2
Cd1Rh1Y1Cr1S1C1-,5
Os1Ta2Hf1O2N2-,2
Hf2Y1Ni1S2N1C1,1
Ir1Ta3O2C2+,2
Hg1Tc1Ti2O2C1-,1
Ta1Zr1Ti1Sc1N2C2+,1
Pt1La1V1Sc1O1N1C1,3
Hg2Hf2O2-,2
Ag2Nb2S1+,2
Os1La1Nb1Zr1O4+,2
Au3Os1S1N1-,2
W3Co1O1N1-,4
Cd1Ni1Fe2S4-,8
Zr2Zn1Mn1S1O1N2-,4
Ta1Cu1Mn1Ti1C3,4
W1Cd1Zr1Cu1O1C2,2
La2Cd2S1C3+,1
Fe1V3O1C3+,5
Hg3Ru1O1N1-,1
Cu2Cr2N1,9
Ir1Mn1Ti1Sc1N2-,6
Pt1Pd1Tc1Y1O1,3
Au1Ir1La1Cd1S2N1,1
Os1Fe2Sc1N1C1+,8
Ta3Tc1O1C3+,2
Hg1Cd1Ag1Ru1S1O1N1C1-,2
Os1Re1Cd1Fe1O1N1C1,5
Hg2Sc2S1N1,1
Cd2Sc2N1+,2
Mo1Cu3O2,2
Ru1Zr3O1-,2
Hg1Au1Ir1Cd1C3+,2
Pt1W2Cu1S1O2,2
Os1Nb1Zr1Y1O4+,2
Hf1Mo2Ti1O3N1+,1
W1Ti3O2C1-,2
Mo3Mn1O2N1,5
Ir1Hf1Cu1V1N3C1+,2
Os1Hf3O4,1
Ta1Ru1Nb1Zr1O3C1+,2
Pd1Rh1Y2N1C2-,2
Os1La1Pd1Ru1O2N1,1
W1Ta1Hf1Nb1O1C3+,2
Ta3Tc1O2N1C1+,1
Au1Ir1Re1Ta1S2C2,1
Zr1Cu1Mn1Cr1O1N3,6
Pd1Re3-,5
Zn2Mn2S1C2-,7
Ru3Y1O1C1-,3
W1Ta2Zr1O4-,3
Ir1Os1Ta1Zr1O3C1+,2
Zr4O1+,2
Os1Ta1Zr2O4-,3
Ta3Y1O4+,2
W1Tc3C1-,3
Ru1Nb1Cu1Cr1O3N1+,3
Ta1Tc1Zr1Ti1O4-,2
Zr2V2S1,2
Mn3Tc1-,12
Pt1W1Ag1Y1C2-,2
Zr1Y1Zn1Sc1N1,2
Cd3Ni1N1C2,2
Ta2Sc2N1C2,2
Pd3Cr1O2,3
Ta2Ru1Zr1O3N1+,2
Ir1Zr1Y1Ni1O2C1-,2
Hg1Ru1Sc2N1C3-,2
Mo1Ni1Co1Fe1O1+,5
Hg1Zn1Fe2S1O1C2,5
Ir1Ag1Ru1Tc1S1-,5
Re2Ni2S1O2,4
Hg1Pt1Ir1Os1S1C1+,3
Os1Ta3O3C1+,1
Pt1Hf1Pd1Ti1O2N1C1+,1
Ir2Cd1Mn1N1,6
W1Hf1Ru1Mn1S2+,5
Os1W1Hf2O4,1
Pd2Fe2N4,2
Os1Zr2Sc1O4+,1
Ir1W2La1O1N1C1+,1
Ir1Re1W1Zr1N2C1+,1
Hg1Re1Zn1Ni1O1C1,2
Hf1Cd1Fe1Ti1S1N2C1,4
Au1W1Mn2S2+,8
Hf1Zr1Co1Cr1O1N1C2+,6
Mo1Y2Cu1S1O1N1C1+,1
Au1Ta1Cd1V1N1C3+,2
Os1Sc3N2+,2
Hg1Pd3O1+,2
Os1Pd1Cu1Ni1S3,2
Au1Nb1Mn1Ti1S1O2-,5
Hg1W1V2O1C2+,3
Ir2Zr2N2,1
Re1Cd1Ni1Co1S1O1N2,4
Os1Ta2Nb1O3N1+,1
Pt1Ir3N2C2-,2
Mo3Sc1N2C1,3
Hg1Tc1Cu1Sc1N4,1
Ir1Ta1La1Zr1O3C1+,1
Os1Hf2Zr1O4,1
Co2Ti2N3,3
Au3Cd1S2N1,1
Hf3Nb1O4+,1
La1Pd1Zn1Cr1S3O1,4
Re1Y3C2+,2
Ru3Ni1N1C1+,3
Pd1Ru2Mn1N3C1-,6
Ta2Zr1Cu1S1C3-,2
Hf1Tc1Y1Zn1O1C3-,2
Ta1Tc1Ni1V1S1O1N2-,2
Y1Co1V1Sc1S2C2+,2
W3Mn1S1O1+,5
Au1Pt1Rh2S2O1N1,3
Rh1Mo1V2S1C1-,3
Ta2Hf2O4,2
Ir1Ta1Hf2O4-,2
Pt1Ta2Hf1O3C1+,1
W1Ag1Y1Fe1O2,3
Cd1V3O2N1,3
Cd2Tc1Zr1C2-,1
Hf2Ag2S1+,3
Re1W1Tc1Ni1O1C1+,2
Hg3Ti1O1N1,2
W1Ta1Tc1Zr1O4+,2
Os1Cu1Ni2S1N1C2,3
Tc1Zn2V1O1N3,2
Pt3Fe1S2O1+,4
Os1La1Nb1Sc1S1N1C1+,2
Pt1La1Mo1V1S1C1+,2
Pd1Cu3O2N1-,2
Au1La1Pd1Ru1S2O1C1,1
Au1Ru1Co2S1C2-,6
Ta1Hf3C4+,1
Ta2Nb1Zr1O3C1+,2
Os1Pd1Nb2C4-,3
Re1Nb2V1O1C3,2
Zr1Ni3O2-,4
Mo1Mn1Cr2N1-,6
W3Co1S1,4
Os1Ni1Fe1Mn1N2-,10
W3Tc1C3+,3
Au3Ir1S1N1+,1
Ir1Nb1Zr1Sc1O4+,1
Re1Cd1Pd1Mo1N3C1-,2
