cluster,AEPA
W1Tc1Mo1S2C1-,4.2791
La2Pd1S1N2,4.0179
Re2Tc1N1+,3.4770
Au1Ti2O2C1,4.5111
Rh2Y1C2+,4.2651
Au3S2N1,2.3222
W1Mo2S1O2,4.4068
Hg1Nb2S1C1,3.5508
Au1Ag1Nb1O2-,3.9806
Zr1Y1Zn1O1N1-,3.9605
Zn1Fe1Mn1O1N2-,3.1927
Cd1Rh1V1O2+,3.1839
Os1Pd1Cr1S1O1N1+,3.6768
Re1Mo1V1O3+,4.4381
Mo1Mn2S2C1-,3.4999
Os1W1Mo1O2C1-,5.0341
Tc1Y2O3,4.7724
Au1Ni1Co1O1N1C1+,3.9555
Au1Ni1Co1O1N1C1-,3.9113
Ir1Rh2N1C1-,3.7544
Os1Ni1Mn1N1C2-,4.4676
Cd1Ag2S2C1,2.3753
W1Y1Ni1S1N2-,4.2836
Ir2Mn1C1,3.6683
Ag1Tc1Fe1O2N1-,3.8493
Pd1Rh2N1,2.5892
Cu3S2N1+,2.7956
Cu3S2N1-,2.8203
Pd2Y1O2N1,3.5639
Cu1V1Ti1O1C2-,4.3973
Ru2Zn1C1,2.7700
La2Y1O1C2,4.6095
La2Y1O1C1,4.2121
Ru2Zn1C2,3.7166
Ru1Tc2S1,3.0086
Re1W1Co1O1-,3.5233
Ta1Hf1Cu1O1N1,4.3604
La1Cr1Ti1O3+,4.6951
Ru1Nb2N1C1+,4.8410
Hg1Zn1Sc1C1-,1.4408
Os2Sc1O2C1,4.7853
Os1W1Zn1O1N1C1-,4.3675
Fe2Rh1,1.9317
Mo1Cr2O1C2,3.8463
Mo1Cr2O1C1,3.2288
Au3O1N1-,2.4198
Ag1Mn1V1S1C1+,3.1118
Hg1Cd1Zr1O1N2-,3.2823
Ta1V2S1N1,4.0706
Pd1Ru1Co1O1N2-,3.6599
Tc1Mo2N2C1-,4.2980
Ag1Rh1Zn1O1C2-,3.5724
Mo3S2N1-,3.8895
Mn1Ti2S2N1,4.0044
Ag1Cd2+,0.9910
Ir2Cr1N2,3.5316
Ag1Cd2-,0.4276
Ta3O2C1+,5.6529
Mo3S2N1+,3.9969
Cd2Y1S1C2,3.1191
Pd2Cu1O2C1,3.5915
Zn1V2N1-,2.5682
Cd2Y1S1C1,2.1053
Ir1Ag1Tc1S1N2-,3.6571
Y1Cu1V1S1N1C1+,4.1553
Hg1Cr2O2,2.6896
Hg1Cr2O3,3.2631
Y1Cu1V1S1N1C1-,3.9553
Hg1Cr2O1,1.8693
Pd1Ru2S1,2.6656
Pd1Ru2S3,3.3026
Pd1Ru2S2,3.1066
Tc1Ni1Sc1O1C1+,4.1384
Os1Rh1Zr1S1C2-,4.7036
W2Nb1S1N1C1,4.7388
Re1Pd1Ru1O1C2+,4.3832
Zr1Zn1Co1O3+,4.0707
Ir1Os1Rh1S1O1C1-,4.2667
Rh2Zn1S1O1N1+,3.1171
Pd1Cu1Sc1N1+,2.7007
Pd1Y1Mn1S2O1+,3.7166
Ir1Ag1Zr1C3-,4.5646
Au1Mo1Zr1O1N2+,4.3386
Au1Mo1Zr1O1N2-,4.4055
Rh2V1S2C1,3.9184
Hg1Au1Rh1S1O2+,2.4093
W1Ta1Ti1O1C1-,4.7291
Ta1Rh1Zr1O1C2-,5.2784
Nb1Mn1Ti1N1+,3.4791
Pt1Co1Fe1N1C2+,4.3469
Ir1Cr2S2C1,3.5281
Ta1V2S1N2,4.4671
Au1Cu1Ti1O3+,3.5392
Ta1Mn2S1O1,3.5980
Ta1Mn2S1O2,4.2253
Ir1Os1Ru1O1,3.5010
W2Fe1O1C2,4.6934
Fe2Cr1O1C2,3.8841
Fe2Cr1O1C1,3.2802
Pt1Os1Mn1O1N1C1+,4.3290
Ag1Rh1Y1S2C1,3.6007
Nb1Sc2O1C2,4.7946
Hg1Y1Fe1O1C1-,3.1891
Cu2Co1C3+,4.0014
Sc3N2C1,4.2614
Os1Ni1Mn1N1C1,3.7093
Au1La1Cd1O1N2-,3.3633
Ru2Ni1O1C1,3.8192
La1Fe2S1C2,4.1935
Os1Pd1Ti1S1O1N1-,4.2773
La1Fe2S1C1,3.5549
La1Zr1Ni1S1O1N1,4.6357
Hf1Cd1Zr1N1C1-,3.7849
Hf2Mo1S3,4.3020
Rh1V2O3+,4.4332
Cd2Ni1N1C1,2.7387
Tc1Ti2S1O1,4.3369
Os1W2C2,4.5770
Hg2Mn1S2N1,1.9594
Zr2Y1S2C1,4.6192
Os1W2C1,4.1358
Os1Fe1Ti1N2C1-,4.4989
Pt1Mo2S1C2,4.1732
Au1Cd1Mn1N2C1+,3.0378
Cd1Pd1Mo1S1-,1.9349
La2Cr1S1N2,4.0083
La2Cr1S1N1,3.5420
Re1V2S1C1,3.8954
Au2Hf1S1N1,3.1773
Ta1Hf1Ni1O1+,4.1368
Au1Pt1Nb1S2+,3.3785
Pd1Tc1Nb1S3+,3.8770
Os1Au2+,1.7410
Os1Au2-,1.6390
Hg1Tc2S2N1,3.2303
Cd1Mn1Ti1S2-,2.6923
Rh1Mo2C3-,4.4884
Re1Nb1Mn1N2C1,4.3147
W1La1Rh1O2+,4.6055
Pt1Cd1Mo1N1C1,3.2169
Pt1Cd1Mo1N1C2,3.7105
Hf1V2S1N1,3.9123
Hf1V2S1N2,4.3729
Cu1Ni1Cr1S1N1C1+,3.6711
Os1Co2N3-,3.8615
Ir1Hf1Pd1C2,4.4252
La1Nb2S1N1,4.1920
Zn1Ti2N2C1,3.9429
Cu1Sc2S2C1,3.8161
Rh1Tc1Zn1O1C1-,3.4725
Ru2Re1,2.2442
Mn2V1S1C2,3.8573
Mn2V1S1C1,3.1515
Pt1Tc1V1O1C2,4.5672
Au1Ag2N2C1,3.1032
Re1Rh1Co1O1N1C1-,4.4101
Pt1Cu1Co1S1C2-,3.9884
Hf1Nb1Zr1C2,4.6957
Mo1Zn1Fe1O1N1,3.0030
Pt1Ir1Mn1S1N1-,3.4575
Ru1Mo1Mn1N1C2+,4.2652
Rh1Cu2S1C1,3.0210
Hg1La1Zn1S1N1C1,3.1996
Os1W1Ag1S2N1-,3.8423
Ta1Mo2N1C1,4.2012
Pd1Y2O2N1,4.3940
Hf1Zr1Cr1S2N1-,4.1840
Ta1Ti2N1C2-,4.8428
Co1Y1W1+,2.2029
Au1W1Hf1O2N1-,4.7255
Hg1Ni1Mn1S1C2,3.3530
Cd2Ni1S2+,2.0167
Cd1Ag1Rh1S1C2+,3.2392
Rh1Cu2S1C2,3.5830
Co2Cr1N2,2.8821
W1Ru1Tc1N2C1-,4.5259
Co2Cr1N1,2.3311
Tc2Cu1O1,2.8707
Hg1Re1Co1N3,3.2176
Tc2Cu1O3,3.9741
Tc2Cu1O2,3.5547
Co1Sc2S1,3.0665
Co1Sc2S2,3.6741
Co1Sc2S3,4.0037
Re2Ta1S1N1+,4.2810
Hf1Pd1Rh1N1C2-,4.5307
Pd1Ti2S2O1,4.2952
La1Cd1Nb1N2+,3.7707
Os1Hf1Zr1O1N1C1,5.2667
Pt1Tc1V1O1N1-,4.0291
Os2Fe1S1,3.1611
Mn2Ti1S1C1,3.2156
Sc1Zn1Y1+,1.1453
Pt1Os1Ni1O3,4.1194
Ta1Zn1Ti1C3-,4.3254
Hf2V1S1O1C1,4.8351
Re1Mo1Zn1C1,2.5551
Pt1Fe1Ti1O1N2,4.2302
Tc1Cu2S2O1,3.4548
Re1Nb1Ti1S3-,4.3552
La1Zr1Mn1O1N2-,4.4727
Co1Ti2N2,3.9789
Co1Ti2N3,4.2602
Co1Ti2N1,3.3151
Re1Y1V1O1C1-,4.3695
W1Ta1Cr1O2C1+,4.8785
Ir1Cu1V1S1O1+,3.5456
Ir1Nb1Y1N2-,4.3411
Ag1Ru1Y1S1N1C1+,4.0305
Au1Ag1Ru1O3+,3.1319
Y2Cr1O1C1,3.9168
Au1Ag1Ru1O3-,3.3578
Ta1Tc1Zr1N1C2+,5.3029
Ir1Hf1La1S1C2-,4.8760
La1Pd1Zn1S1-,2.3140
Hg1La1Ag1O1N2-,3.2934
La1Ag1Cu1N2C1,3.7619
Hg2Rh1S1C2+,2.9430
Au1Mn1V1O2N1+,3.6153
Os1Pd1Y1N1+,3.4897
Cd1Pd1Mo1O3+,3.5567
Os1Ru1Co1S1C2-,4.3070
Au1Re1Zr1S2+,3.5904
Nb1Cr2O2C1+,4.4552
Pt1Nb1Cu1O1N2+,4.2385
Os1W1Hf1S1N2-,4.6700
Os1V1Sc1N2C1+,4.6980
La1Cd1Fe1N1-,2.3556
Ta1Y1Mn1S2C1+,4.3130
Nb1Mn1Ti1O2C1+,4.7609
La1Zr1Mn1S1O1N1-,4.3574
Hf1Ru1Ni1S1O1C1+,4.5318
Ir1Ta1Zr1S2-,4.5740
Os2Zr1S2C1,4.6343
Cd3S1N1C1,2.3695
Mo1Zr1Fe1O2,4.0681
Os2Cr1N2,3.5978
Os2Cr1N3,3.8749
Os2Cr1N1,3.1360
Rh1Mo1Fe1S3+,3.6527
Mo1Cr1Ti1S1O2,4.1525
Ru3S1O1+,3.5246
Ta1Rh1Ni1S1C1+,4.0896
Hg1Mn2C1,1.7945
Hg1Mn2C2,2.8127
Ru3S1O1-,3.4524
Ir2V1S2O1,4.1141
Pt1Os1Y1S1N1C1-,4.5802
Hg1Nb2N1C1,3.7439
Y2Zn1O1,2.8483
Y2Zn1O2,3.9421
Pt1Y1Sc1O1N1C1+,5.1002
Pt1Y1Sc1O1N1C1-,4.8511
Hg1Ta2S1,2.7690
Hg1Ta2S2,3.3887
Re1Rh1Ru1O1C2+,4.5153
Pt1Re2S1N2+,4.0629
Sc2Cr1+,1.4728
Pt1Os1Ti1S2-,3.9128
Sc2Cr1-,1.3814
Os1Rh1Y1O2N1-,4.5187
Rh2Zn1S2-,2.6750
Hf1Ru1Zn1S2C1,3.8421
Nb1Ni2N2,3.6459
Ir1La1Tc1S1,3.6468
Nb1Ni2N3,3.9364
Hg1Ag1Mo1S2,2.2863
Hg1Ta1Mo1N1C1,3.4722
Pt1V2O1,3.7166
Ag1V1Sc1S1N2,3.7120
La1Pd1Co1C3,4.3148
Hg1Sc2N1C2,3.8877
Re3O1N1+,4.1188
Re1Ta1Cd1S1N2,3.7213
Re1Ta1Cd1S1N1,3.2618
Tc1Mo2S1N1,3.5462
Re3O1N1-,4.2516
Hg1Cd2S1O1,1.2017
Au1Pd1Co1O2+,2.6398
Co3S2O1,3.4750
W1Ru1Y1N2-,4.2741
La1Cd2N1C1,2.6941
Rh1Mn1Ti1S1,3.0906
Cd1Ru1Tc1O1C1-,3.4578
Nb2Sc1N2C1+,5.0448
Re1Zn1Sc1S1O1C1+,3.8559
Fe3N1C2,3.9859
Fe3N1C1,3.4837
Os1Fe1V1S2+,3.5966
Tc1Nb1Cu1S2O1,4.0624
Pt1Os2O2,4.0466
Pt1Os2O1,3.5566
Au1Pt1Zn1S1O2-,2.8133
Mo1Nb1Cr1O1N1+,4.0000
Pd1Nb1Mn1N2+,3.7055
Ag1Co1Fe1S1N1+,2.8947
Pt1Tc2O1C1,4.1343
Nb2Ti1O1C1,4.6032
Pt1Pd1Cr1S2-,2.9686
Zr1Y1Ni1S2-,3.8411
Tc1Sc2O3-,4.7187
Hf1Cu2O2C1,4.1464
W1Tc1Mn1S1,2.9822
La1Rh2S3-,3.8326
Hg2Ta1O1-,2.3253
Re1Tc1Y1S1C1-,3.9293
Re2La1O1C1,4.2867
Au2V1S2O1,3.2424
Pt1W1Tc1O1N1C1+,4.6772
Zn2Cr1S1C1,2.0396
Os2Ag1N2C1-,4.1733
Pt2Rh1O1N2,3.3958
Zn2Cr1S1C2,2.9321
Au2Ni1S1,2.1127
Au2Ni1S3,2.6147
Mn2Tc1-,1.4403
Mn2Tc1+,1.7566
Cd1Ru1Cu1N1C2+,3.7954
Ir1Tc1Mn1C1-,3.4075
La1Cu1Cr1O2C1-,3.9500
Hf1Mo1Cr1S1-,2.6618
Ir1Os1Tc1S2,3.6429
Co2V1S2C1,3.7756
Ag1Tc1Ni1C3+,4.1027
Hf1Mo1Cr1S1+,2.9995
Tc1Zn2S3,2.5962
Tc1Zn2S2,2.2063
Tc1Zn2S1,1.5159
Ir1Mo1Zr1S1N2-,4.3940
La2Co1N1C2+,4.6151
Y1Co1Ti1S1O1,4.0658
Y1Co1Ti1S1O2,4.5285
Ir2Tc1O1N1C1,4.4595
Pt1Hf1Sc1N1-,3.9121
Pt1Co1Ti1O1N1-,3.9719
Ag1Ru1Zr1O1N1C1,4.4025
Rh2Fe1S1O1,3.1903
Os1Hf2O1C1,5.1037
Os1Zr1V1S1O1C1,4.8318
Tc1Cr2S1O1,3.1414
Tc1Cr2S1O2,3.6958
Fe2Cr1N3,3.3169
Fe2Cr1N2,2.9335
Fe2Cr1N1,2.3273
Os1Pd1Ti1O1C1-,4.4105
Au1Pt1Zr1S2+,3.3983
Os1Nb1Cr1S1-,3.1581
W1Hf2N1,3.6306
Ir1Re1Sc1S1O1N1+,4.4268
W1Hf2N2,4.4556
W2Ru1S1O1,4.1628
W2Ru1S1O2,4.6916
Hf1Fe2O3,4.5316
Hf1Fe2O2,4.1147
Hf1Fe2O1,3.3002
Os1Cr1V1N1,3.2223
Hg1Re1Cd1O2+,2.8602
Ta1Y2S2N1,4.4668
Ag1Rh2N1,2.5447
Rh1Cu2S1N2,3.3155
Rh1Cu2S1N1,2.6515
Ag1Rh2N2,3.0353
La1V2O2C1,4.7091
Os1Cd1Nb1S2+,3.3454
Nb2Fe1N2C1-,4.6063
Y1Mo1La1+,2.0998
Ir3N3,4.0171
Ir3N2,3.8131
Zn1Mn2O3+,3.3030
Hg1Au1Pt1S2-,2.2561
Hg1Co2N2,2.6739
Pt1Ru2N2C1-,4.1798
Pd1Mo1V1C3-,4.3810
Ni1Fe1Cr1S2-,2.9152
Re1Hf1Zr1O2N1+,5.1643
Re1Ni2S1O2,4.1146
Ir1Hf1Fe1S1O2-,4.5537
Pd1Rh1Mn1S1C2+,3.7231
Os1Nb2N2-,4.5773
Cu1Ti2N1C2,4.3657
W1Rh1Cu1N1C1-,3.7632
Pd1Zr1V1S1C2,4.4704
Ta1Pd1Zn1S1+,2.7070
La1Zr1Cr1O1N1,4.0891
Pd2Pt1+,2.0259
Mo2Co1N3,3.8019
Mo2Co1N2,3.3850
Mo2Co1N1,2.8192
Pd2Pt1-,1.7029
Hg1Hf1Ag1N2+,2.6969
Ag1Tc1Ni1S1C1-,3.2568
Au1Ir1Sc1N1C2,4.4716
Pd1Zr2S2C1,4.4175
Au1Rh2O1C2,4.1602
Ta1Ru1Ni1O1N2,4.3431
Mo1Ru1Cd1+,1.7040
La1Au2,2.1653
Ru2Nb1S1,3.4871
Ni1Co1Fe1S1N2+,3.7663
Ru2Nb1S3,3.9862
Hg1Ru1Cu1O1C2+,3.8477
Cu3S1-,2.0662
Tc1Co1V1O1N2-,4.1771
Zn2Mn1S2O1,2.7199
W1Co1V1S1-,2.8372
Ir2Cr1N1,3.0991
Pd1Tc2S1N1C1-,3.9639
Os1W2S1N1,4.2614
Au1Nb1Mn1N2-,3.4763
Au1La1Ru1C2+,3.8934
Pt1Zr1Fe1O1N1C1+,4.7681
Pd2Mo1O1C2,4.1090
Os3N1C1-,4.3844
Hf2Rh1N1,4.1957
Os3N1C1+,4.4412
Hf2Rh1N2,4.5001
Pd1Fe1Cr1S1O1-,3.1136
Au1W1Cd1S2O1,3.4391
Re1Nb2O1C1-,4.6922
Hg1Tc1Fe1O1N2+,3.3078
Hg1Mo1Cu1S1N1,2.6117
Ta2Sc1O1C2,5.2445
Ta2Sc1O1C1,4.7445
Pd2Au1,1.4768
Ag1Pd1Ni1N1C1+,3.4723
La1Y2O1C2,4.6005
Pd1Mn1Ti1S1C2-,4.0537
Cd1Ru2S2O1+,3.1063
Cd1Pd1Fe1O2N1,2.8720
Ir1Ag1Tc1O1,2.9617
Co2Ti1O1N1C1-,4.2917
Zr1Zn2O2C1,3.5678
Y1Ni1V1N1C2-,4.4334
Hg1La1Ag1S2N1+,2.5389
Mo1Cu1V1S2O1-,3.7998
W1Ti1Sc1S1C2+,4.7150
Pt1Ir1La1S1O1-,3.9703
Re1Ag1Ti1S1N1-,3.4174
Ta1Fe1Cr1O1C1+,4.1720
La1Zr1Cu1N3-,4.0570
Hg1W1V1O1C2-,4.1648
Tc1Mo1Ti1O2N1,4.4503
Pt1Cd1Tc1S1C2-,3.6256
Pt1Ta2O1C1,4.9997
Rh1Ni1Co1C2+,4.0042
Pt1Ta1Sc1S1-,3.5940
Mo1Mn2O1N2,3.6556
Cd1Y1Zn1S1O1C1-,2.9846
Mo1Mn2O1N1,3.2127
Au1Ag1Ru1O1N1C1,3.6466
Au1Ir1Mn1N2+,3.3795
Ir1La1Cd1N1C2+,4.1431
Mn3O2C1,3.6952
Re1Tc1Mo1S1N1-,3.6878
La1Nb1Cu1O1C1-,4.1546
Hf2Cr1N2,4.0679
Hf2Cr1N3,4.4356
Ru1Cu1Mn1S1O1C1,3.7739
Hf2Cr1N1,3.1613
Cd1Ag1V1S1C1-,2.4234
Ni1Co1Mn1O3,3.7155
Ni1Co1Mn1O2,3.2393
Pt1Ti2O3,5.0392
Pt1Ti2O2,4.8059
La1Nb1Mn1S1N2,4.2874
W1Zn2S1O1,2.7917
W1Hf1Sc1N1C2-,4.7612
Hg1Ir1Ti1S1+,2.7469
Zn2Ni1O1C1,2.9984
Ta1Cd1Pd1S1N1C1+,3.7877
Rh2Zn1S1,2.1774
Rh2Zn1S2,2.6198
Rh2Zn1S3,2.8538
Re2Ag1S1,2.4447
Re2Ag1S2,2.9873
Nb1Fe2O1N1,3.8206
Ir1Hf1Zn1S2C1+,3.8658
W1Pd1Sc1S2C1-,4.1620
Pt2Pd1S2O1,3.1005
Ta1Ag1Zr1N2C1+,4.6081
Hg1Mo2S2C1,3.2056
Ir1Ta2S1N1,4.7816
Fe1Ag1Au1+,1.6804
Pt1Ag1Y1O1N1,3.3162
W1V2O1C1-,4.1860
Re1Mo1Zn1S1O1N1+,3.6440
Ru1Zn2N3,2.9027
Ta1Cd1Ni1O1N1+,3.6001
Pd1Ru1Mo1S1N1C1+,3.9219
La1Cu1Fe1O1N1C1,4.2118
Pt2La1S1C1,4.0867
Ta1Rh2S1O2,4.4566
Hf1Rh2S1O2,4.2637
Hf1Rh2S1O1,4.0011
Ag1Y1Co1N1C2+,4.0034
Ta1Ru1Cr1S2C1-,4.1651
W1Hf1Nb1S2+,4.4140
Ta1Au2-,1.7871
Ta1Au2+,2.0940
Ir1Mn2S1N1,3.1997
W1Au2,1.7301
Ta1Pd1Zr1N2+,4.6886
Pt1Ir1Ni1S1C1+,3.8648
Ta1Pd1Zr1N2-,4.7063
Y2Zn1O2N1,4.0825
Au2Zn1O1,1.7357
Au2Zn1O2,1.9664
Au1Os1Zr1S2C1-,4.2714
Hg1Cd2S1N1C1+,2.7229
Os1Zn1V1O1C2,4.1050
Re1Co1Cr1O2N1+,4.0124
Ti2Sc1C1-,3.0177
W1Co2O2,3.9470
Ta1Hf1Ru1N3+,4.9136
Ti2Sc1C1+,3.4589
Hf1Ru1Mn1N2+,3.8454
Os1W1V1S2C1+,4.3009
Cu2Co1S2-,2.7935
Tc1Cu1Co1O2,3.5208
Cd1Pd1Sc1S1O1-,3.0532
W1Co2O1,3.1271
Rh1Mn2O2C1+,4.0488
La1V2S2N1,4.1215
Rh1Zr1Zn1C3,4.1548
Hg1Zr2O1N1,3.9355
Pt1Hf1Cd1S2C1+,3.5514
Ta1Mn1Sc1C3,4.5180
Ta2Cu1S2C1,4.3871
Ir1Mo1Ni1S1O1C1-,4.4113
Re1Hf1Zr1C1+,4.1402
Pt1La1Nb1O1N1-,4.5512
Sc2Rh1-,2.4743
Hg1Pt1Mn1O1N1,2.5512
Os1Y1Cr1S2O1-,4.0743
Hg1Au1Zr1N3,3.2822
Ta2Ru1O1N2,5.0633
W1Nb1Co1N1+,3.7430
Au1Ni1Fe1N2+,3.4112
Ru1Zn1Co1N1,2.2029
Ta2Ru1O1N1,4.9856
Pt1Zn2C1,2.0764
Pt1Zn2C2,2.9025
Pt1Zn2C3,3.4764
Hg1Cu2S3,2.2766
Hg1Cu2S2,2.0482
Hg1Cu2S1,1.7117
Ti1Hg2,0.2979
Au1Os1Mo1S1N2-,3.7656
Ag1Pd2S2N1-,2.6475
Au1Zr1Mn1S2O1-,4.0329
Hg1Rh1Fe1S1C1+,3.0215
Os1Cu1V1O2C1+,4.3268
Os1La1Ni1S1N1C1,4.4215
Ag1Fe2S1O1,2.9215
Hf1Co1V1O2-,4.3039
La1Ag2O2N1,3.1679
Ir2Cr1S2N1-,3.8151
Pd1Rh2O1C1,3.6925
Pd1Rh2O1C2,4.2323
Re2Co1N2-,3.9106
Rh2Hf1,3.1240
W1Tc1Y1O1+,4.1256
W1Tc1Fe1O1N1-,4.1302
Re1Nb1Y1O1N1C1-,4.8707
W1Ru1Fe1O1C2+,4.7035
Y1Au2,2.1479
Mo1Ni1Cr1S1C2-,3.8110
Au1Ru1Mo1O1N2+,3.8659
Rh2Cr1S2C1,3.5346
Cd1Ti2N1,2.4813
Re1Rh1Sc1O1N2,4.4062
W2Ag1C2,4.0060
W2Ag1C1,3.2081
Au1Y1Fe1O1C2-,4.3471
Ir3N1,3.3767
Mn2W1+,1.9428
Mn2W1-,1.5048
Pt3S1O2+,3.4171
Au1Y1Cr1C3+,4.1382
Y2Mn1O1N2,4.3113
Rh1Zr2O2C1,5.1303
Hg2Rh1S2O1,1.9628
Tc1Cr2N1C2,3.8949
Tc1Cr2N1C1,3.3714
Au1Ir1Os1N1+,3.1357
Zr2Mn1O2N1,4.8578
Y2Mn1O1N1,3.9547
Ru2Cu1C2,3.8776
Hg2Y1C2-,2.7364
Au1Os1Hf1S1N2-,4.1393
Cd1Ru2S1C2,3.6540
Ag1Mo2N1C2-,4.0156
Ni1Rh2,1.9805
Cd1Ru2S1C1,3.0257
W1La1Pd1C1-,3.4911
Ru1Cu1Ti1O1N2,3.9141
Tc2Sc1S1C1,3.9929
Au1Zr1Mn1S1N1C1-,4.0228
Rh1Mo1Cr1S1,2.5789
La1Nb2S1-,3.2395
Re1Ni1Mn1S1O1C1-,3.8865
Zr1Cu1Cr1N1C1-,3.5469
Ir1Cd2O1C1+,3.5572
Cu2Cr1N1C2,3.6112
Pt1Tc2S1O2,4.1656
Pt1Tc2S1O1,3.7725
Cu2Cr1N1C1,3.2355
Ni2Cr1C1,2.6853
Ni2Cr1C2,3.5030
Os2Re1C2,4.3748
W1Ta2S1N1C1+,5.1542
Tc3S2C1,4.0442
W1Co2N1,2.9527
W1Co2N3,3.8074
W1Co2N2,3.5280
W2Zn1S2,3.1546
W2Zn1S3,3.6186
W2Zn1S1,2.5250
Re3N2C1+,4.2728
Cd1Mo2N1C2,3.6985
Au1Re1Ti1N1+,3.2230
Ta1Y1Cr1S1C2+,4.4257
Hg1Ir1Hf1O1N2-,3.9312
Ru1Ni1V1S1O1+,3.6924
W1Zr1Co1N3+,4.5066
Hg1Ti2O2N1,4.1399
Pt1Pd1Zn1O2+,2.6534
Re1Ta1Fe1S1O2-,4.5487
Au1Nb2O2N1,4.7475
Zr1V2N3+,4.6993
Ta1Mo1Zn1O1C2+,4.5066
Hg1Rh2S1,1.9448
Hg1Rh2S2,2.5570
Nb1Ti2O2N1,4.9330
Pd1Rh1Tc1S2,3.1200
W2Ta1S1O1+,4.7183
W1Hf1Mn1O1N1C1,4.6601
Ag3S1N1C1-,3.0731
Ag3S1N1C1+,3.0666
Au2Tc1N1C1,3.3535
Cr1Fe2,1.2073
Hg1Cd1Cr1S1O1C1+,2.8293
Ta1Rh1Zr1S1N1C1+,4.9249
Pd1Cr2S3,2.9736
Hg1Cd1Cr1S1O1C1-,2.7879
Ir1Ni1Co1S3,3.5379
Re1Rh1Zn1S2N1-,3.4575
Zn1Mn1Sc1S1O1,3.0327
Au1Mn2O2N1,3.2695
Au2Tc1N1C2,3.8649
Ir1Zn1Ti1S1O1N1,3.7312
Ag1Tc1Ni1S3,3.2723
Nb1Cr2S2C1,3.7093
Nb1Zn1Cu1N2C1+,3.8394
W1Zr1Mn1O1-,3.4959
Ru1Zr2O2N1,5.0373
Hf1Tc2O1N1,4.1871
Hg1Os1Pd1O1N1+,3.0128
Fe1Ru2,2.1114
W1Cd1Tc1O2N1,3.9383
Os1Ti1Sc1N2,4.2433
W1Ta1Ru1O1,4.0138
W1Ta1Ru1O3,5.2057
Y1V2O2N1,4.6241
Ir1Cu2O1N2-,3.5641
Hf1Ag1Zr1O2N1,4.7616
Ir1Ag1Mn1S1O1C1+,3.8576
Os1Cd1Ti1S2O1-,3.7074
Rh1Zr2O2,4.9580
Rh1Zr2O3,5.1916
Rh1Zr2O1,4.2655
Re1Y1Ti1O1-,3.8821
Re1Nb1Cu1S2C1-,4.1081
Re1Ag1Mo1N2C1-,3.9515
Co3N2C1-,3.8189
Hf1Cu1Cr1N2C1-,3.9824
Co3N2C1+,3.9330
Ru2Fe1O1,2.9171
Ru2Fe1O2,3.4242
Os2Nb1S1O1,4.3529
Fe2Mn1S2O1+,3.4631
Os1Mo1Ni1N1C1,3.9608
Co1Ti2S2N1,4.1554
Y1Sc2S2O1,4.3901
Co1Fe1Sc1O1N1C1+,4.2978
Hg1Rh1Y1N2C1-,3.8313
Mo1Cu1Cr1S1N1-,2.9069
Au1Ta1Fe1S3+,3.7151
Hg1Pt1Mo1S2N1+,3.0996
W3O1-,3.9405
Cd1Sc2S1N1,3.2135
W3O1+,4.3534
Mn1V1Ti1S1O1+,3.7886
Ag1Zr1Sc1S2O1,4.2180
Pt1Ir1Rh1N1C2-,4.5532
La1Nb2N2C1,4.9040
Ir3S3+,4.0126
Ir3S3-,4.0739
Fe1Hg2-,0.5905
Ta1Nb2N3+,5.1863
Fe1Hg2+,0.7742
Hf1Cd1Zn1C1-,1.7961
Hf1Pd2S2N1,3.5703
Hf3S3-,4.2769
Hf3S3+,4.5708
Tc1Cu1Ni1O2N1,3.7776
Tc3S1C1,3.8177
Tc3S1C2,4.3507
Fe1Mn1V1O2N1+,3.9883
Cu2Cr1N2C1,3.4752
Rh2Zn1O2N1,3.0892
Pt1Os1La1O2+,4.3273
Rh1Zn1Ni1O3,3.1317
Rh1Zn1Ni1O1,2.1931
Co1Nb1Ru1+,3.1028
Os1Y1Ni1C3,4.7701
Pt1Tc1Mn1C3+,4.3866
Y1Sc2N2C1-,4.2257
Tc1Co1V1S1O1-,3.6391
Ag1Tc2O1C1,3.6173
Re1Tc1Nb1S1O1+,4.2520
Rh1Co1Cr1C1-,2.8275
Pt1Y1Ni1S2C1+,4.0410
Ni2V1S2C1,3.8378
Pt1Nb2O1N1-,4.6000
Ti3O1C2-,4.6957
Hf2Tc1N3,4.6826
Hf2Tc1N1,4.1053
Nb1Mn1Ti1S1O1,3.8825
Hg1Ir1Cr1O2N1-,3.3560
Nb1Mn1Ti1O1N1C1,4.5982
Cd2Mo1O2C1,3.2617
La1Nb1Fe1N2C1-,4.4357
Re1Tc2S2C1,4.0991
Hg1Ta2O1C1,3.9557
Os1Cr2S3,3.3943
Rh1Y2C1,3.4113
Rh1Y2C2,4.3461
Rh1Y2C3,4.5980
Hf1Y1Co1S1O1N1+,4.7095
Cd2Zn1O1N2,2.1747
Pt1Ru2S2C1,3.7780
W1Cd1Y1S2-,2.9615
Cd2Zn1O1N1,1.4348
Hg1Au2S1N1,1.7434
Rh3S1O1N1,3.3873
Au1Rh2O1,2.4323
Au1Rh2O2,2.8382
Au2Y1S2C1,3.3600
Mo1Nb1Zr1N2C1,4.7669
Cd1Ru1Zr1S1O1+,3.4825
Cu2Sc1O1,2.8497
Cu2Sc1O2,3.5114
Cu2Sc1O3,3.7899
