cluster,AEPA
Pt1Cu1S1N1,2.6901
Co1Mn1O2-,3.3316
Ir1Ru1N1,2.8301
Ir1Ru1N2,3.5164
Fe1Mo1+,1.5893
Tc1Zr1O1N1,4.2391
Fe1Mo1-,0.9969
Co1Mn1O2+,3.2515
Ti1Pt1+,2.4564
Rh1Ti1S1-,3.0828
Hg1Ru1S1O1,2.4961
Ta1Ru1C2,4.6073
Cd1V1O2,3.3635
Cd1V1O1,2.4426
Rh1Co1O1+,2.5601
La1Rh1C1+,3.1954
Hg1Rh1C1+,2.4559
Zn1Nb1+,0.7914
Hg1Rh1C1-,2.2362
La1Cd1S1C1,2.5554
La1Rh1C1-,3.1567
Hg1Pd1S1N1,1.9192
Ru1Tc1S1C1,3.5924
Cd1Cr1S1C1,2.2566
Rh1Hf1,2.5509
Cd1Zr1C1+,2.1529
Cd1Zr1C1-,2.0763
Rh1V1S1O1-,3.7338
Os1Hf1S1O1-,4.1676
Au1Zr1S1C1,3.4006
W1La1S1O1,4.1185
Os1Hf1S1O1+,4.1202
La1Tc1C2,4.2504
La1Mn1S1,2.5302
Ru1Y1S2,3.5730
Pt1Tc1C1,3.4732
La1Mn1S2,3.4024
Zn1Mn1S1N1+,2.2252
Ta1Co1S2-,3.6576
Pt1Pd1O2+,2.8102
Au1Zn1N2,2.7117
Ru1Cu1O2-,3.6036
W1V1O1N1-,4.1678
Au1Zn1N1,0.9725
W1Cu1S1O1-,3.7265
Hg1W1S1N1,2.8339
Y1Cu1O2,3.7977
W1Cu1S1O1+,3.7336
Hg1Cu1N1C1,3.1787
Cd1Co1O1,1.7173
Cd1Co1O2,2.3994
Tc1Fe1O1C1+,3.9154
Zn1Rh1-,0.4443
Y1Zn1O2,3.4682
Rh1Y1S1N1,3.4012
W2N1+,3.8718
Ta1Rh1O2-,4.8847
Ti2N1,3.0665
Re1Fe1O2+,3.7830
Pt1Ru1C2+,4.2472
Zn1Co1O1C1-,3.1906
Pd1Ag1-,0.9218
Pd1Mn1C2,3.6270
V1Zr1,1.6001
Pd1Ag1+,0.8739
Ta1Ag1S2-,3.5087
Pt1V1S1C1-,3.5692
Au1Ru1N1C1,3.5106
Ta1Ag1S2+,3.3065
Pt1V1S1C1+,3.4614
Pd1Tc1N1C1+,3.6445
Cd1Cr1S1C1-,2.1059
Ta1Zn1S1N1-,3.1462
Pd1Cu1O2,2.3969
Pd1Cu1O1,1.9157
Ti2C2+,4.2472
W1Sc1S1C1+,3.9990
Pd1Mn1S1O1+,2.6237
Cu2N1,1.6901
Hf1Ru1O1+,3.8385
Cu2N2,3.1153
Cd1Mo1O2,3.2578
Pt1Ag1O2+,2.6034
Nb1Mn1S1N1+,3.7450
Hf1Ru1O1-,3.7854
W1Zn1O1C1,3.2888
Au1Ir1O1-,2.6085
La1Co1O2-,4.0283
La1Co1O2+,4.0810
Rh1Mn1O1N1-,3.2193
Au1Ir1O1+,2.5426
Nb1Cu1O1+,3.3242
Cr1Re1-,1.2324
Re1Cd1S1N1+,2.7480
Cr1Re1+,1.0664
La1Sc1O2-,4.6997
Nb1Cu1O1-,3.3742
Pt1Tc1O1C1+,4.0952
Ta1Pd1S1N1-,3.6060
Mo1Nb1S2+,3.7060
Cd1La1-,0.3253
Os1Fe1N2-,3.5904
Cd1La1+,0.3468
Os1Fe1N2+,3.5517
W1Fe1O2,4.1372
Mo1Sc1N1C1+,4.0752
Y1Ni1O2+,4.0591
Nb1V1O1+,3.5760
Ir1Nb1O2+,4.2992
Y1Ni1O2-,4.0995
Nb1V1O1-,3.5001
Rh1Zn1N1C1-,3.4587
Au1Re1N1C1+,3.4100
Ir1Zr1C2-,4.6959
Rh1Ni1N1,2.4665
Cd1Zr1S1+,2.2565
Re1V1N1C1,4.0075
Cd1Zr1S1-,1.9625
Ru1Cr1S1C1,3.2873
Au1Hf1C2+,3.9411
Zr1Zn1S2+,2.9670
Re1Zr1N2+,4.1254
Ni1Ti1S2,3.4957
Hg1Au1N1+,1.1618
Re1Zr1N2-,4.2589
Ru1Nb1S1N1+,3.7557
Ir1Cd1N1,2.0274
Ru1Nb1S1N1-,3.6868
Hg1Au1N1-,0.5787
Hg1Mo1N1C1,3.0867
Y1Pd1,1.8060
Cd1Cu1O1C1+,3.5781
Ni1Fe1O1C1,3.6802
Ag1Mo1O1N1+,3.2798
Ag1Mo1O1N1-,3.5241
Hg1Zr1O1C1,3.0650
Os1Ru1O1C1,4.1604
La1Ru1C2,4.3313
Ag1Pd1O1-,1.8716
Cd1Cr1N1-,1.7208
Ag1Pd1O1+,1.7326
Ni1Fe1S1N1,3.0420
Y1Sc1O1-,3.4627
V2S1N1,3.6466
Pt1Mn1S1C1-,3.2303
Cu1V1N1C1+,3.6598
Ru1Cu1S1-,1.9734
Cu1V1N1C1-,3.7071
Ru1Cu1S1+,2.4101
Pt1Ru1S1O1-,3.4915
Hg1Tc1C1,2.2724
Nb1Ti1O1+,3.6677
Ni1Mn1O1-,2.4147
Hg1Tc1C2,3.1522
Ni1Mn1O1+,2.6389
Ta1Cu1O1-,3.5107
W1Ag1O1C1+,3.7237
Nb1Ti1O1-,3.5816
Zr1Fe1S2+,3.7272
Os1Fe1S1N1+,3.4498
Ta2O1-,3.9938
Pd1V1C1,2.5758
Pd1V1C2,3.9133
Zr1V1O1C1-,4.4590
Ta2O1+,4.2762
Ir1Ag1S1N1-,3.0957
Nb1Mn1S1-,2.4598
Ir1Ag1S1N1+,2.7981
Mo1Y1O1-,3.0447
Ru1Tc1C2-,4.2721
Ta1Zr1C2+,4.6788
V1Zr1-,1.6828
Ta1Zr1C2-,4.6858
V1Zr1+,1.8140
Mo1Y1O1+,3.3062
Ir1Pd1O1C1,3.9887
La1Mo1S1O1+,3.8604
Zn1Mn1S1O1+,2.4485
Fe1W1,1.2505
Ta1Zn1N1,2.4605
La1Mo1S1O1-,3.6101
Pt1Cd1N1-,1.6423
Rh1Zn1O1C1-,3.6294
Ti1V1,1.4498
Fe1Co1,1.0705
Ta1Ag1N2-,3.4252
Co1Y1,1.5068
Ni1Cr1O2+,3.2355
Rh1Cu1C1-,2.7635
Mo1Sc1N1C1,3.8907
Pt1Cr1S1N1+,2.7862
Mo1Cr1O1-,2.5467
Au1Ta1N1C1-,3.7816
Hf1Zr1O1N1-,4.9647
Au1Ta1N1C1+,3.8042
Cr1Tc1-,1.0938
Co1Fe1S1O1-,3.1151
Mo1Cr1O1+,2.7357
Os1Mo1S1C1,3.6864
Ag1Ni1N2+,3.2394
Ag1Ni1N2-,3.3159
Hf1Zr1O1N1+,5.0513
Pt1Zn1N1+,2.1040
Au1Ru1S1C1-,3.2833
Fe1Cr1O1C1+,3.6310
Pt1Tc1O1C1-,4.1355
Au1Co1O1,2.4005
Fe1Cr1O1C1-,3.3382
Ru1Mo1S1O1,3.5920
La1Fe1S1N1-,3.3102
W1Mo1O1N1+,4.0037
W1Mo1O1N1-,4.1233
La1Fe1S1N1+,3.5013
Zn1Co1O1,1.8475
Au1La1N1,2.3992
Pt1Hf1O1N1-,4.0483
Pt1Hf1O1N1+,3.8290
Zn1Ti1O1C1-,3.1130
Rh1Y1S1C1,3.6225
W1Cr1S1N1-,3.2436
W1Cr1S1N1+,3.4721
Pd1Cu1S1-,1.9706
W1Zr1O1+,3.7939
Cu1Fe1S1N1,2.7763
Hg1Zr1S1C1+,2.7777
Os1V1S1+,3.0862
Hg1Zr1S1C1-,2.6537
Mo1Co1O1C1+,3.7907
Pd1Nb1S1O1+,3.7987
Os1Ru1O1C1+,4.2491
Pd1Nb1S1O1-,4.0215
Os1Ru1O1C1-,4.2697
Mo1Co1O1C1-,3.6491
Tc1Os1+,2.1412
Cu1Ni1O2-,3.1251
Pt1Os1S1+,2.9597
Os1V1O1,3.5247
Re1Tc1N2,3.5338
Ru1Nb1O1+,3.7615
Cu1Ni1O2+,2.6798
Re1Tc1N1,2.9457
Ru1Ni1S1,2.5014
Ni1Co1O1C1-,3.7061
Ta1Ru1O1C1+,4.6078
Ni1Co1O1C1+,4.0192
Re1Sc1C1,3.3034
Os1V1O1C1,4.3026
Ir1Ni1N1C1,3.9520
Tc1Zr1S1O1-,3.9953
Zr1Sc1C2-,4.0826
Y1W1+,1.4433
Rh1Mn1N1C1-,3.7978
Tc1Mo1S1N1-,3.3407
Hg1Ru1N1C1,3.1297
Mo1Ru1-,1.7656
Mo1Ru1+,2.0594
Tc1Mo1S1N1+,3.3735
Zn1Co1N2-,2.9417
Re1Rh1C2+,4.0745
Ag1Ti1C1+,2.3846
Zr1Cr1S1O1-,3.6753
Au1Zn1S1,1.3196
Zr1Cr1S1O1+,3.9661
Au1Zn1S2,1.8820
Sc1Co1,1.6908
Tc1Fe1C1-,2.9833
Ru2C2-,4.3200
Re1Mn1N1C1-,3.6247
Ir1Y1N1,3.3284
Ru1Zr1S1O1,4.1118
Ir1Y1N2,3.9020
Ir1Ti1N1C1,4.5336
W1Mo1N1,3.0978
W1Mo1N2,3.7905
Ta1V1S1+,3.2507
Ir1Y1N2-,3.7548
Ir1Y1N2+,3.8764
Ag1Rh1O1C1+,3.7838
W2S1N1-,3.7697
Hg1Os1O1C1-,3.6279
Cd1Ru1S1O1,2.5866
W1Ru1N2,3.6817
Os1Hf1O2,4.3631
Os1Hf1O1,3.7977
Rh1Zn1O1C1,3.5657
Hf1Nb1S1O1,4.3348
Cd1Rh1N2,2.8748
Cd1Rh1N1,1.5361
Os1Zn1O1C1+,3.8661
Tc1Mn1S1N1+,3.2283
Hf1Ru1N1,3.4062
Os1Zn1O1C1-,3.6975
Ir1Ag1O1N1+,3.0175
W1Fe1N2-,3.8786
Ir1Mn1O2+,3.3448
Re1Fe1N2,3.3643
Ag1Rh1O1C1-,3.8193
Ir1Ag1O1N1-,3.3697
Re1Fe1N1,2.7667
Mo1Nb1S1C1+,4.0681
Mo1Nb1S1C1-,3.8194
Ni1Ti1N1,2.8740
Ni1Ti1N2,3.5115
Hf1Cu1S1+,2.8160
Pt1Tc1N2+,3.4219
Hf1Cu1S1-,2.5673
Pt1Tc1N2-,3.5720
Ru1Fe1N1,2.5280
Ta1Y1S1O1-,4.1972
Ag1Co1N1C1-,3.7349
Au1Nb1N2,3.3946
Ag1Co1N1C1+,3.6764
Au1Nb1N1,3.0407
Hf1Ti1N2-,4.6992
Hf1Re1+,2.2002
Hf1Re1-,2.2848
Hf1Ti1N2+,4.5268
Zr1Fe1C1+,3.1513
Hg1Sc1O1+,2.6113
Pt1Cr1C2,3.8269
Hg1Sc1O1-,2.5515
Cd1Pd1S1N1,1.9636
Pt1Cr1C1,2.7492
Pd1Ru1O1C1-,3.9288
Hg1Cr1C1,1.3278
Hg1Cr1C2,2.7861
Ir1La1S2-,3.6722
Ir1La1S2+,3.5419
Pt1Pd1O1N1+,3.2093
Ir1Ti1C1,3.6487
Pt1Pd1O1N1-,3.1142
Ir1Ti1C2,4.5428
Cu2S1N1+,2.3505
Tc1Mn1S2+,3.1322
Hg1Sc1S1O1,2.8190
Cu2S1N1-,2.2369
Tc1Mn1S2-,2.9367
Nb1Co1O1C1+,4.0804
Pt1Co1O1-,2.8569
Re1Ti1O1N1-,4.1896
Hf1Tc1S1O1+,4.1766
W1Ag1S1C1-,3.1273
Hf1Tc1S1O1-,3.9460
Nb1Co1O1C1-,4.0446
Re1Cd1C2+,3.2195
Mo1Zn1N1,2.0648
Mo1Zn1N2,2.6739
Re1Cd1C2-,3.3058
La1Zn1O2,3.4754
Pd1Fe1S1C1,3.0782
La1Ru1S1-,2.8558
Ir1Ag1C1+,2.9515
La1Ru1S1+,3.0007
Fe2C2,3.6498
Fe2C1,2.4738
Ru1Nb1S1C1,3.8730
Mo1Fe1S2,3.0743
Mo1Fe1S1,2.3523
Cu1Ni1C2,3.5525
Cu1Ni1C1,2.3771
Ti2O2-,4.4567
Ag1Co1O1-,2.3895
Tc1Co1O1C1+,3.9166
Pd1Y1N1,2.5661
Mo1Ti1N1C1,3.9805
Pt1Ru1N1C1,3.8405
Ag1Co1O1+,2.2583
Tc1Co1O1C1-,3.8683
W1Fe1O1,3.0961
Ir2O2-,3.8894
Pt1Nb1O1-,4.0096
Pt1Nb1O1+,3.9577
Pd1Mn1N1C1+,3.6319
Ir2O2+,3.6112
Hf1Ru1C2-,4.5983
La1Cd1O2+,3.1185
Fe1V1S1,2.6226
La1Cd1O2-,3.3891
Fe1V1S2,3.3413
Cr1La1-,0.7142
La1V1N1-,3.1004
Co1Nb1-,1.6008
Pt1Ta1S1+,3.5537
Ta1Zn1S2,3.0662
Re1Fe1N1+,2.9293
Os2C2-,4.6443
La1V1N1+,3.2351
Ta1Ru1S1C1+,4.0844
Hg1Ag1O1-,1.1357
Ta1Ru1S1C1-,4.1359
Hg1Ag1O1+,0.8531
Hg1Ta1S1,2.0689
Pt1W1C2,4.0438
Cd1Mn1N2,2.4796
Fe1Sc1S1O1-,3.5832
Cr1Os1+,1.6531
Mo1Nb1N2,3.9568
Rh1Zn1O2-,2.7927
Rh1Ni1S1N1+,2.9759
Re1Zr1S1C1+,4.2167
Hg1Ni1S1N1,2.0720
Pt1Sc1O1N1-,3.6370
Cd1Mo1S1O1,2.8492
Os1Ag1O1C1,3.7714
Pt1Ta1S1-,3.6361
Au1Re1S1+,2.1821
Ni1Fe1N1+,2.6139
Ru1Tc1S1O1+,3.3635
Y1Ni1O1N1,3.6086
Re1Y1C2-,4.3124
Re1Y1C2+,4.3046
Pt1W1C1,3.1894
Os1Zn1S1C1,3.0427
Pt1Rh1O1-,2.6616
Pt1Hf1N2+,4.0047
Pt1Ti1O1-,3.7760
Ag1Ru1O2,3.1359
Cr1Hf1,0.7363
Ag1Ru1O1,2.2496
Ir1Sc1O1,3.6105
Ir1Sc1O2,4.0400
Ta1Ni1O1C1+,4.1514
Os2S1O1-,3.8848
Ta1Ni1S1,3.0590
Ni1Sc1N1-,2.9276
Tc1Nb1N1+,3.5263
Rh1Sc1S2-,3.3918
Ru1Co1S1C1+,3.5636
Y1Co1S1O1-,3.7034
Pd1Mn1S2-,2.8204
Au1Ta1C2,3.9584
Au1Ta1C1,2.7415
Mo1Ni1S1N1+,3.3564
Os1Mo1S1+,3.0067
Os1Mo1S1-,2.8310
Hg1Cu1S2-,1.8940
Mo1Ni1S1N1-,3.2235
Re1Ru1S1,2.6702
La1Ru1C1-,3.4486
Nb1Co1O2+,4.2843
La1Ru1C1+,3.4863
Ru1Zn1O1,1.9921
Ru1Zn1O2,3.0038
Ta1Y1S1N1+,4.3699
Re1Zn1N1C1-,3.1686
Hg1Cu1S2+,1.8862
Tc1Nb1O2,4.3152
Tc1Cu1C1-,2.8850
Re1V1O1C1,4.0718
Mn1Ti1S1N1,3.4085
Ta2S1,3.5281
Ta1Ru1N1C1-,4.4981
Ag1Zn1S1O1+,1.9890
Hg1Cd1S2-,1.3873
Ag1Zn1S1O1-,1.9600
Hg1Cd1S2+,1.6485
Os1Cu1O1C1,3.9063
Ta1Ru1N1C1+,4.4474
Hf1Zr1S1,3.1465
La1Ni1S1-,2.6353
Hf1Zr1S2,4.0870
La1Ni1S1+,2.9380
Ir1Ta1S1O1,4.4619
Ru1Zr1C2-,4.6480
Ru2N1+,2.8641
Au1Mo1O1N1-,3.5618
V1La1+,1.3714
Au1Mo1O1N1+,3.1976
Ta1La1N1C1-,4.4005
W1Sc1S2-,3.4811
Hg1Nb1N1C1,3.2132
Hf1Fe1N2-,4.0784
W1Sc1O1C1-,4.3589
Hf1Fe1N2+,3.8821
La1Fe1N1-,2.8686
W1Cu1S1C1,3.3403
Au1Rh1O1-,2.1337
Ag1Nb1N1C1,3.5309
Au1Rh1O1+,1.8408
Y1Cu1S1+,2.6630
Ru1Fe1O2+,3.3925
Y1Cu1S1-,2.4322
Ru1Fe1O2-,3.6045
Rh1Mn1S1C1,3.2018
Hg1Mn1O1C1,2.9548
La2S2-,3.6315
Re1W1O1N1,4.0632
Pt1Mo1S2-,3.5603
W1Zn1O2+,3.8841
La1Sc1S1O1,4.2288
Ti1Sc1N1C1,3.9742
Fe1Co1+,1.7316
Ta1Rh1S1-,3.3535
Fe1Co1-,1.2905
Os1Ti1N2-,4.0066
La1Zn1N2+,2.8202
V1Ta1-,1.9032
Ta1Zn1S1O1-,3.4908
V1Ta1+,1.9228
Rh1Sc1N2,3.7315
Ir1Y1S2,3.7291
Co1Cr1N2,3.0238
Co1Cr1N1,2.1262
Hg1Zn1O1C1+,3.1372
Zr1Ni1C2-,4.1839
Hg1Zn1O1C1-,2.4816
Cd1Rh1N1C1,3.2089
Hg1Au1O1-,1.0225
Re1Y1S2-,3.4332
Pt1Hf1C2,4.5408
Mo1Y1S1C1-,3.6135
Zr1V1O1+,3.7559
Hg1Au1O1+,1.2194
Hf1Cr1S1N1-,3.4231
Fe1Ti1N1+,2.8333
Tc1Y1S1+,2.9876
Au1Sc1S1,2.8270
Hf1Cr1S1N1+,3.6973
Fe1Ti1N1-,2.9996
Mn1Y1+,1.2188
Os1Cd1N2+,3.2270
Ni1Hf1,1.6465
Ag1Tc1S1O1,3.0854
Cr1V1S1,2.3966
Ni1Co1S1C1,3.2947
Zn1Mn1O1C1+,3.2481
Cr1V1S2,3.0746
Pt1Mn1O1+,2.4474
Re1Ni1O1N1+,3.5732
Ru1Sc1C1+,3.3433
Os1Cd1N2-,3.0416
Pd1Mn1C2-,3.6575
Pd1Mn1C2+,3.5853
Hg1Mo1N2+,2.8906
Cu1Cr1O1N1-,2.9987
La1Au1,1.5751
Cu1Cr1O1N1+,2.7813
Hg1Mo1N2-,2.8975
Pt1Os1S2,3.3676
La1Zr1S2-,3.7843
Au1Nb1S1,2.8082
Tc1Cr1N1C1-,3.6472
Au1Nb1S2,3.4100
Tc1Cu1N1C1,3.5612
Pd1Sc1N1-,2.7397
Pt1Zn1S1N1+,2.8394
Nb1Mn1C1,2.8114
Ru1Co1S1C1-,3.4404
La1Cr1N1+,2.6139
Hg1Cd1C2-,2.4937
Hf1Fe1N1C1,3.9831
Hg1Cd1C2+,2.6625
Cd1Rh1S1O1,2.2109
Ru1Zr1S2+,3.7453
Re1Mn1O2+,3.6333
Pt1Cu1O1C1+,4.0699
Pt1Co1N1+,2.5484
Pt1Cu1O1C1-,4.0504
Pt1Co1N1-,2.4103
Ru1Zr1S2-,3.7861
Pt1Ir1O1+,3.0065
La1V1O1+,3.4695
Tc1Cr1S1O1+,3.3192
W1Mo1S1C1-,3.6856
W1V1C1-,3.2855
La1V1O1-,3.2507
Mo1Ni1S1C1+,3.4728
Ta1Y1S1N1-,4.0679
W1V1C1+,3.2037
Re1Ta1N2+,4.1944
Hg1Fe1C1+,1.9778
Cu2S2,2.4484
W1Cr1S1N1,3.3243
Fe1Sc1O1N1,3.7194
Cu2S1,2.0693
Os1Sc1N2+,3.8179
Ir1Rh1N1C1,3.8314
Tc1V1C1+,3.2263
Tc1Y1C2+,4.2772
Tc1V1C1-,3.2931
W1La1N1C1,4.3963
Os1Sc1N2-,3.9165
Cd1Zn1S1+,1.3728
Pd1Ti1O2+,3.6824
Ir1W1N2-,3.8660
Ir1W1N2+,4.0215
Hg1Re1C1-,2.2765
Y1Cu1O1N1,3.2598
Ir1Hf1C2+,4.8161
Ta1Mo1S1O1,4.0496
Au1Ag1S2+,1.9810
Ru1Ag1+,1.0606
Ir1Hf1C2-,4.6905
Zr1Fe1O1C1,4.1231
Au1Pd1C2-,3.2670
W1Hf1S1C1-,4.0808
W1Hf1S1C1+,4.2902
La1Mn1S1O1,3.7060
La1Mo1S1N1,3.7299
Au1Ru1S1C1,3.2058
Os2N2-,4.0837
Os1Y1S1C1+,4.1784
Pt1Os1N2,3.6117
W1Pd1S1C1+,3.6813
Ir1V1N1C1,4.2551
W1Pd1S1C1-,3.4653
Pt1Ag1O2,2.6712
Pt1Ag1O1,2.0306
Hf1Cu1C1,2.6563
Hf1Zn1N1-,2.7131
Hf1Cu1C2,3.7992
Tc1Ni1N2,3.4052
Zn2O1C1+,3.2636
Ta1Ni1S1O1+,4.1458
Hf1Zn1N1+,2.3490
Ag1Nb1N1C1+,3.6419
Hf1Rh1S1O1,4.0871
Ag1Nb1N1C1-,3.7014
Cd1Mn1S1O1,2.3132
Cu1Cd1,0.3463
Ir1Sc1S2+,3.4365
La1Ag1N1C1-,3.6756
Ag1Fe1N1,1.7975
Nb1V1O1,3.6112
Ir1Sc1S2-,3.5943
Ag1Fe1N2,3.0895
W1Ru1O1N1+,4.0136
Hf1Tc1N1C1,4.3649
W1Ru1O1N1-,4.2135
Ni1Cr1O2-,3.4697
Mo1Hf1+,1.8283
Mo1Hf1-,1.7298
Tc1Cd1,0.2543
W1Pd1O1N1-,4.1778
Ir1Os1S1N1+,3.6523
Au1Ta1S1O1-,4.2139
Ir1Os1S1N1-,3.7701
Au1Ta1S1O1+,3.7378
W1Pd1O1N1+,3.8852
Cd1Ru1S2+,2.3771
Ir1Tc1O1+,2.8632
Re1Ti1C1,3.5229
Pt1Fe1O1N1,3.1871
Cd1Ru1S2-,2.3968
Pt1Ir1N1C1,3.8930
Ir1Fe1S1N1+,3.2164
Ni1Os1,1.5409
Y1Ni1S1C1-,3.3189
Au1Hf1O1C1-,3.6667
Nb1Mn1N2,3.6656
Nb1Mn1N1,2.9363
Ir1Nb1N2,4.0168
Cd1Zn1O1N1,1.7190
Cr1V1O1N1+,3.6521
La1Tc1N1C1+,4.1437
La1Tc1N1C1-,4.1109
Hg1Cu1S1,1.2342
Hg1Cu1S2,1.7496
Hg1Ru1O1-,2.0038
Pt1Co1O1C1,4.0376
Hg1Au1C2,2.6855
Pt1Ta1S1O1-,4.6414
Cd1Fe1O1-,1.9385
Hg1Au1C1,1.2474
Cd1Fe1O1+,2.0382
Pt1Ta1S1O1+,4.2694
Co1Ti1S2-,3.3365
La1Y1S2+,3.9651
La1Y1S2-,3.6446
Co1Ti1S2+,3.3110
Fe1Rh1,1.5252
W1Au1,1.2697
Tc1Fe1S1+,2.5607
Cr1V1C1-,2.3481
Mo1Cr1O1C1+,3.7028
La1Mo1S2+,3.4463
Mn1V1S2-,3.0705
La1Mo1S2-,3.3113
Mn1V1S2+,3.1371
Cr1V1C1+,2.6641
Mo1Cr1O1C1-,3.5019
La1Tc1O2+,4.2140
V2S1+,2.8039
Ru2O1-,3.0281
La1Tc1O2-,4.1999
Pt1Cd1O1N1-,2.5703
Re1Tc1N1C1,3.8984
Y1Mn1N1C1,3.6143
Re1Cr1O1,2.6420
Pt1Cd1O1N1+,3.1015
Re1Cr1O2,3.7175
Pd1Co1S1N1+,2.7728
Re1Zn1C2,3.2586
W1Cd1N2-,3.1647
Ta1Mn1O1C1+,4.2597
W1Cd1N2+,3.1240
Pd1Co1S1N1-,2.7424
Rh1Zr1C2+,4.5766
Ir1La1N1C1+,4.4309
Hf1Ni1O1N1+,3.9651
Zn1Mn1S1C1,2.3934
Hf1Ni1O1N1-,4.0388
Ir1La1N1C1-,4.4593
Nb2C2,4.6526
Nb1Cu1O1C1-,3.8445
Hf1Co1O1-,3.5249
Nb2C1,3.6165
Hf1Co1O1+,3.6228
Ni1Sc1C2+,4.1157
Zr1Sc1N1C1-,4.0739
Hf1Nb1O1,3.7118
Pd2O1N1,2.6745
Hf1Nb1O2,4.6933
Tc1Mn1O1C1,3.6940
Cd1Nb1N1C1-,3.3724
Mo1Sc1S2,3.4180
Cd1Nb1N1C1+,3.2945
Pt1Y1O2,3.8284
Mn1Cr1N1+,2.3127
Re1Ta1S1O1-,4.1126
Au1Mn1O1C1,3.5973
Ir2S1O1-,3.6419
Zn1Cr1O1N1,2.4957
Cd1Cu1S2,1.8679
Re1Ta1S1O1+,4.1766
Cd1Cu1S1,1.3701
Ir1V1C1+,3.3378
Au1Ti1S1C1,3.2304
W1Mn1S1N1+,3.5022
Co1Re1,1.1899
Cu1Fe1C1-,2.3236
Ir1V1C1-,3.2771
W1V1S1O1+,3.8753
Tc1Co1S1O1+,3.2972
Rh1Zr1C2-,4.5206
W1Zr1O2+,4.6105
Mo1Fe1S1O1+,3.5467
Hg1V1N1C1,3.2037
Ru1Mn1S1N1-,3.0337
Cd1Cr1S2-,2.1948
Cd1Cr1S2+,2.0523
W1Ag1N1+,2.9218
Re1Cu1O2-,4.0428
Re1Cu1O2+,3.6427
W1La1S2-,3.5736
Ir1Tc1O1-,3.5062
V1Sc1O1C1+,4.3773
Os1Tc1O1+,3.0230
Pt1Cr1O1,2.5482
Zr1Ti1O1C1+,4.7994
Ru1Mn1O1N1-,3.3916
Os1Tc1O1-,3.4796
Hg1Cr1N2+,2.8462
W1La1S2+,3.6779
W1Rh1S1+,3.1441
Ru1Ni1O1C1+,4.1542
La1Ru1S1C1+,3.9092
Cu1Ti1N1-,2.6302
Cd1Ti1N1-,2.3213
W1V1S1N1-,3.6502
La1Ru1S1C1-,3.7981
Os1Ni1S1C1+,3.7149
W1Pt1,2.0259
Pt1Y1N1C1+,4.3430
Pt1Ta1O1C1-,4.4760
Hf1Ni1N2,3.6023
Hf1Ni1N1,3.0999
Pd1Ru1N2+,3.2734
W2O1N1,4.2212
Pt1Re1S1O1-,4.0738
Os1Y1N1+,3.4795
Co1Fe1S2-,2.9869
V1W1,1.7188
Co1Fe1S2+,3.0788
Hg1V1C1-,1.7404
Os1Y1N1-,3.3895
Tc1Zn1S1N1,2.7360
Os1Mn1S2,3.1226
Cd1Ta1-,0.4994
Pd1Co1N1,2.0623
Cd1Ta1+,0.7085
Cu1Co1O1N1,2.8035
Re1Cd1N1C1-,3.1083
Tc1Zn1S2+,2.4844
Tc1Co1N1+,2.8029
Fe1Tc1-,1.3505
Fe1Tc1+,1.5792
Tc1Zn1S2-,2.5501
V2N2-,4.0130
Hg1Mn1S1O1,2.2146
Pt1Ru1N2+,3.4483
V2N2+,4.0379
Mn1Cr1O1N1+,3.1364
Ag1Mn1S1,1.8533
Ag1Mn1S2,2.4664
Ir1Sc1O1C1+,4.4393
Ir1Sc1O1C1-,4.2910
La2O1N1-,4.3048
Hg1Co1N1,1.2886
Ir1Co1O1C1-,4.1403
Rh2S1N1+,3.0099
Hg1Co1N2,2.7812
Rh2S1N1-,3.0900
Ni1Rh1,1.2976
Ir1Co1O1C1+,4.2633
W1Fe1O2-,4.3145
Re1Nb1S1C1,4.0441
Nb1Ni1N1+,3.2024
Re1Cd1N1C1+,3.1600
Tc1Y1S1O1+,3.9469
W1Fe1O2+,4.2232
Hf1Nb1S2-,3.8400
Cr1Ti1N1-,2.7562
Cr1Ti1N1+,2.7169
Hf1Nb1S2+,4.1730
Ag1Mo1S1+,2.0543
W1Cr1O2-,4.1294
Nb1Y1S1+,3.1612
Zn1Ti1S1O1,3.2227
Nb1Y1S1-,2.6735
Ag1Mo1S1-,1.9212
Y1Cu1C2-,3.8261
Ta1V1O1C1,4.5072
Hf1La1S1C1,4.1204
Fe2C1-,2.4452
Y1Au1+,1.6548
Fe2C1+,2.9028
Fe1Hg1,0.1615
Pt1Os1O2+,3.7669
Ir1Zn1O1N1+,3.1233
Ni1V1S1N1,3.4024
Zn1Ta1,0.2555
Mo1Fe1S1+,2.5584
Ir1Ag1O2,3.3604
Mo1Fe1S1-,2.0746
Ir1Zn1O1N1-,3.1261
Ir1Ag1O1,2.3676
Pd1Ru1N1C1+,3.6459
Cd1Nb1N2-,3.1393
Pd1Zr1S1C1+,3.5026
Cd1Cr1C2-,2.9622
Pd1Zr1S1C1-,3.4265
Cd1Cr1C2+,2.9757
Pd1Ru1N1C1-,3.7868
Cd1Nb1N2+,2.9567
La2S1,2.8806
La1Nb1N2-,4.5422
La2S2,3.8514
Pt1Ru1N1C1+,3.8135
Pd1Sc1O1N1,3.2754
Au1Zr1S2+,3.1510
Au1Zr1S2-,3.6645
Nb1Au1,1.3818
Zn1Fe1S1O1-,2.5164
