cluster,EZPE
W1Mn1Cr1N3-,-2427.102358
Ni2V1O1C1,-4074.165969
Ni2V1O1C2,-4112.296337
Rh1Tc1Cu1N1+,-1886.422506
W1Ta1Tc1S2O1-,-1076.927662
Os1Ta1Co1S1O1N1-,-2059.048211
Ir1Nb1V1N2C1-,-1253.156526
W1Hf2O2-,-313.764838
Ag1Cr1Sc1N2-,-2061.841577
Au1Ir1Nb1O3,-522.972286
Cd1Mo2N3,-468.477093
Ir1Cd1Y1O1,-385.67797
Cd1Zr2S1C2,-736.258772
Cd1Zr2S1C1,-698.145508
Pd1Zr1Sc1S1N1-,-1388.862507
Mo1Zr1Mn1N1+,-1320.818382
Pt1Zr1Fe1S1-,-1828.523068
Hf1V2N2+,-2045.469551
Ta1La1Sc1O1N1+,-979.299235
Hf2Zr1O1,-218.274842
Hf2Zr1O2,-293.684683
Mo1Co1V1S1N2,-2902.972718
Ir1Zn1Cr1N1C1-,-3021.21647
Ta1Co1Ti1N2+,-2398.745953
Nb1Zn1Mn1N1C2-,-3118.433929
W1Ta1Y1N3-,-326.922524
Rh2Cr1S2O1,-2137.49396
Hf3S1N2,-651.977836
Os1Nb1Ni1N1C2+,-1786.799623
Au1Rh1Ru1N1C1+,-433.749949
Mo3N2+,-313.938922
Fe1Cd2,-1599.14135
Mo3N2-,-314.202418
Hg2Pt1C1,-464.316813
Ni2Ti1N2C1,-4013.96851
Hg2Sc1O1N2,-1252.562626
Hg2Pt1C2,-502.378781
W1Ta1Tc1S1O2+,-753.624263
Zn2Os1,-3649.405157
Re1Zr1Y1S1N1-,-616.806763
Cu1V2S1C1,-3964.980152
Pd1Rh2S2C1,-1183.625346
Hf1Ru1V1N1+,-1141.539338
Ta2Cr1N1C2,-1289.50643
Ta2Cr1N1C1,-1251.395157
Pd1Cu1Fe1C1-,-3070.29929
Re1Hf1Ag1O2,-423.848516
Re1Pd1Mn1C1-,-1395.319086
Os1Ag1Pd1S1O1N1,-893.894512
Ag1Pd1Tc1S1N2+,-863.24364
W2Hf1O2N1-,-387.707532
Rh1Mo1Y1N2-,-326.73762
Ta1Fe2C1,-2622.554117
Ta1Fe2C2,-2660.680182
Rh3C2+,-407.593899
Cu2Ta1+,-3337.789851
Rh3C2-,-407.873638
Pt1Cd1Ti1N2C1-,-1284.327885
Ru1Tc1Ni1S1N2+,-2191.695653
Re1Ta1Zn1N2+,-2024.022213
Rh1Zn1Fe1O1N2-,-3338.651267
Ta2Cr1S1C1,-1594.867044
Ta2Cr1S1C2,-1633.002093
Pd1Mn2O2C1,-2618.702723
Au1Co2S2+,-3697.682058
Pd1Mn1V1S1O2+,-2771.664719
Ir1Ag1Zr1S1C1+,-734.471461
Pt2Hf1S1N1,-739.777151
Tc1Sc2O1C2,-1753.827978
Tc1Sc2O1C1,-1715.708012
Pd2Co1C1,-1676.649585
Pt1Ru2S2N1+,-1160.19164
Ta2Sc1S2N1,-1726.190588
Os1Fe2S1O1C1,-3129.929624
Cr1Pd2+,-1299.999453
Pt1Fe2O3+,-2872.450735
Re1Mo1Cu1O1N1C1-,-1955.320203
Au1Zr1Y1S1O1N1+,-749.37256
Hf1Cd1Fe1S1N2,-1987.360125
Re2V1S2C1,-1935.293339
Rh1Nb1Zn1S1N2+,-2454.556013
Cd1Tc2S1O1+,-802.618057
Re1W1Hf1S1N2+,-701.09337
Cu2Ti1N2C1-,-4278.371989
Tc3S2O1,-1114.298314
Ir2Sc1S2C1,-1804.168585
Hg2Ru1O2C1,-590.501823
Pd1Cr2S1N1,-2670.000303
Ta1Zr1Mn1S1+,-1653.106458
Ir1Ru1Ti1O1C2,-1200.257675
La1Cd1Ti1O1-,-1124.093074
Ir1Ni1Cr1S1O2,-3206.145746
Pt1Rh1Ni1O3-,-1964.161623
Nb2Ir1+,-218.004433
Pd1Cu2N1C2,-3539.969101
Zr1Y1Fe1C3+,-1463.204123
W1Ti1Sc1O2N1,-1882.827231
Zr1Y1Zn1N3-,-2029.194227
Tc1Cu2O1C2,-3513.418845
Cd1Ag1Ni1S1N1-,-2276.106141
Ta1Tc2S3,-1413.529504
Ir1Cd1Mn1N3+,-1587.221343
Cd1Cu1Sc1C3+,-2683.033421
Y2V1O3,-1246.735922
Hg2Mo1O2N1,-580.497872
Pd1Ru1Tc1S1C2-,-778.113871
Nb1Y1Sc1O1,-931.24352
Ta2Rh1O1N2+,-409.309488
Cd1Pd2S2N1,-1274.733698
Y2V1O2,-1171.340466
Os3S1O1C1,-783.719739
Cd1Ru1Cu1S2O1,-2774.99977
Hg1Pt1Ag1O1N1-,-549.844816
Hg1Au1W1S1N2+,-863.884022
Hf1Ni1Ti1N2C1-,-2553.643924
La1Zr1Ti1S1N2-,-1436.150562
Mo2Y1N2C1,-322.436899
Au2Zn1N1C2,-2181.813022
Cd1Ru2S2O1,-1229.31924
Ta1Zn1Cr1O1C2-,-3032.460208
Ni1Ti2O1C2,-3358.896414
Au1Cu1Ti1O1C1+,-2738.926818
Ag1Sc2O2,-1819.138321
Ag1Sc2O3,-1894.44509
Os1Re1Pd1S2-,-1093.499128
Ag1Sc2O1,-1743.723118
Rh1Tc1Fe1O1-,-1530.422114
W1Ta1Ru1O1-,-294.297116
Hf1Rh1Sc1S2O1+,-1791.10488
Pt1W1V1S1O1N1-,-1659.026885
Cu1Ti2S1C1,-3775.909396
Au1Re1Pd1S1N1C1+,-832.791195
Hf1Cd1Tc1O3-,-522.514412
Tc1Zr1Cr1N1C1+,-1265.018385
Ru2Zn1S2N1-,-2820.606027
Ta2Mn1O1N1C1,-1433.314614
Os1Ag1Co1O1N1C1-,-1788.720296
Au2Hf1C3+,-433.454877
Cd1Pd2O2N1,-628.729909
Pt1Ir1Co1S2O1+,-2478.094558
Sc3O2C1+,-2470.845918
Os1Cr2N1C2,-2310.701772
Pt1Rh2S1C1,-776.800872
Pt1Rh2S1C2,-814.907551
Sc3O2C1-,-2471.040905
Pt1Rh1Ti1S1C2-,-1553.97048
Os1Cr1V1N1C1-,-2172.154637
Re2Tc1S1,-635.586849
Re2Tc1S2,-1033.919965
Hg1Hf1Zn1O2N1,-2186.239045
La1Cd1Ru1O1C1+,-407.414251
Ir1Mo2S1N1,-693.828273
Hg1Zr1Ti1O1N1-,-1180.181222
Nb1Y2O2C1,-322.423802
Au1Re1Cd1S2O1,-1253.636194
Os1Y1V1O1C1+,-1186.276781
Re2Sc1S2C1,-1752.015173
Ir1W1Sc1N1C1+,-1024.866204
Hg2Ag1S1O1,-927.365136
Au2Fe1S1+,-1933.21422
Hg1Cr1V1N2-,-2251.635321
Zr1Cr2S1N1,-2589.156137
Zr1Cr2S1N2,-2644.001328
Hg2Ti1C2+,-1232.308576
Pd2V1C3,-1314.04914
Pd2V1C2,-1275.969515
W1Hf1Ag1N1C2+,-392.791738
W2Co1S1O1,-1990.571895
Ir2La1O1N1,-370.430027
Cd2Rh1S3-,-1640.8575
Cu1Sc2S1O1,-3635.701855
Pt1Cd2S1N1,-907.756231
Nb1V2O1N2,-2129.993854
Os3O1C1,-385.421462
Ta1Pd1Zn1N1C1-,-2057.204336
Nb1V2O1N1,-2075.129697
Ir1Ag1Zr1O2-,-449.027285
Ag1Mo1Nb1O2+,-422.491728
Cd1Rh1Ru1S1O1C1,-884.826488
Os1W1Cu1O2C1+,-1986.801268
La1Nb1Ni1S1C2-,-2071.49574
Cd2Rh1O2N1,-651.258774
Zn2Co1O1C1,-5055.029391
Hf1Ni2C3,-3179.029498
Hf1Ni2C2,-3140.922614
Hf1Ni2C1,-3102.81276
Hg1Tc1Mn1S1O1C1+,-1896.774233
W2Rh1C2,-320.859223
Os2Zr1O1N2,-413.345157
Cu1Cr2S1C2,-4204.059207
Cu1Cr2S1C1,-4165.933834
Co1Y1Au1,-1556.853583
Cd2V1C1,-1317.429346
Cd2V1C2,-1355.556513
Cd2V1C3,-1393.64986
Rh1Mo2O1C2,-398.434515
Ta2Mn1O2C1,-1453.817313
Ta1Rh2S2N1,-1129.505224
Pd2Ni1S1C2-,-2238.681311
Cd1Rh2S1N2,-896.668926
Cd1Rh2S1N1,-841.832946
La2Rh1S2N1,-1025.22284
Pt1Os1Nb1S1N1C1-,-758.317126
Re1Mo1Fe1O1N1+,-1540.088473
Rh1Y1Sc1S1C1+,-1345.820869
Pt1Rh1Cr1O1C2+,-1425.671042
Mo2Ti1O2C1,-1174.620594
Re1Ni1Sc1N1C2,-2478.421395
Hg1Ru1Cu1O2,-2039.47058
Pt2Sc1S1C2,-1473.946244
Y1Co2C1,-2842.024438
Y1Co2C2,-2880.138916
Ir2Ag1O1N1,-485.677942
Cd1Pd1Nb1S1C1,-788.878092
Zr1Fe1Cr1S1-,-2753.603284
Rh2Co1S1N1,-2056.974243
Cd2Rh1S1,-844.201522
Ru2Sc1N3+,-1114.67201
Cr2Zn1,-3868.378578
Os2La1S1N1,-666.07072
Ir1Nb1V1S1O1C1+,-1616.861958
W1La1Cu1O1C1-,-1852.682253
La1Y2S1N2,-616.218039
Pt2Ag1N1,-440.379343
Pt1Re1Y1C3+,-350.025381
Pt2Ag1N2,-495.215295
La1Y1Zn1O1C1+,-1962.545434
Rh1Nb1Ti1S1O1-,-1490.714963
Au1La1V1C3-,-1225.673456
Y1V1Sc1S2+,-2539.499662
Ir1Ni2N3,-3285.482088
Ir1Ni2N2,-3230.675956
Ir1Ni2N1,-3175.85814
Ir1Hf1Rh1S1O1N1+,-791.078703
Ir1Hf1Nb1O1N2+,-394.072765
Pd1Sc2S1C2+,-2123.671857
Hg1W2S1C1,-723.950097
Hg1Rh1Cr1N1-,-1363.318838
La1Y1Mn1N2C1+,-1368.50732
Ta1Zn1Co1C3-,-3333.530922
Ir2Tc1S2C1,-1124.178921
Re1Cu1Sc1O3-,-2705.616273
Pt1Tc2N1C2+,-411.673282
Pd1Tc1Y1C2+,-322.960818
Re3N1C1+,-327.450123
Os1Re1Mn1O1C2,-1471.520044
Re3N1C1-,-327.776552
Nb1Cu1Ti1C3+,-2661.043651
Ru2Ti1S1N1+,-1492.127941
Ir1Mo2C3-,-355.060849
Ir1Mo2C3+,-354.786862
Os3S1C2,-746.506908
Os3S1C1,-708.406005
Ta2Rh1S1O1N1+,-752.814825
Nb1Y1V1O1C2-,-1190.895536
W1La1Ag1S1,-643.866447
Ta2Y1O1N1C1+,-320.421256
Rh1V2C1,-2036.658229
Hf2Nb1O1N1,-283.101199
Os2Ta1O1,-313.652172
Rh1V2C2,-2074.768427
Cd1Rh1Ru1S3+,-1567.708718
Mo1Cu2S2O1,-4221.253365
Ti3N3+,-2712.759611
Os1Cu2S2,-4168.373862
W2Co1N1,-1571.721378
Cd1Rh1Ru1S3-,-1568.063344
Os1Cu2S1,-3770.037438
Pd3S1O1C1+,-895.071669
Re1Ta1Nb1S1N1C1-,-683.554043
Cr2Sc1O1C1,-2963.144681
Zr3O1N1+,-271.057064
Zr3O1N1-,-271.269156
La1Fe2O2,-2709.776492
La1Fe2O3,-2785.128846
Os1Ag1Sc1S2N1+,-1849.531411
Ag1Pd1Sc1O1C2-,-1187.132499
Cd1Cr2O1N1,-2386.819349
Zn2Cr1S2,-5399.883718
Zn2Cr1S1,-5001.566428
Cd1Cr2O1N2,-2441.624472
Ir1Pd1V1O1-,-1251.631057
Ru1Ni2O1N1C1,-3279.842184
Pt2Mo1S1O1+,-780.218569
Mn1Co1Zn1-,-4313.24517
W1Co2S1O1,-3306.350334
Au2Rh1S1N1,-835.003497
Pt1Nb1Ti1N1C1+,-1118.502842
Au2Cd1S1C1,-875.495919
Ir1Hf2S2,-997.025549
La1Cr1V1S2-,-2816.777761
Au1Os2S1,-715.318551
Au1Os2S2,-1113.624396
Rh1Y1V1C1,-1130.977954
Os1Rh1Zr1S1N2-,-756.250928
Nb1Mn2O2C1,-2547.791025
Rh1Ru1Zn1S2O1,-2856.668749
Au2Os1N1,-416.912928
Rh1Y1Fe1N1-,-1467.465801
Os1Cd1Ti1O2N1,-1313.302879
Ir1Rh2S2N1,-1176.791712
Rh1Ru2O1C2,-451.809172
Hg1Hf1Y1S1C1+,-675.960588
Zr1Cu1Cr1S2C1+,-3566.582808
Zn1Sc2S1C1,-3737.234688
Zn1Sc2S1C2,-3775.355567
La1Ag1Nb1N2C1-,-383.28432
Ag1Zr1Zn1O2N1+,-2178.524672
Au1Zr1Sc1S1N2-,-1451.515837
Re1Ru1Sc1N1+,-988.4967
Nb2Zn1O1C1,-2006.710946
Ir1Ag1Cu1S2+,-2688.158626
Ta1Mn1Cr1S1C2+,-2726.81893
La1Mo2S3,-1362.934127
La1Cd1Rh1S1C1-,-746.257106
Ta1Tc2N1C1,-311.473175
W1La1Ru1O1C1-,-307.023423
Ta1Tc2N1C2,-349.604645
Pt1Sc2O2N1,-1846.31985
Ag1Ru1Ni1C3+,-1864.215376
Pd2Nb1S2O1,-1184.669474
Hf1Tc2O1C2+,-360.895625
Hg2Ta1O1C1,-477.252652
Zn1Re2-,-1935.920765
Zn1Re2+,-1935.636022
W1Zn1Fe1O1+,-3185.26768
Pd1Ni1Co1O1N1C1-,-3187.359236
Ru1Y1Fe1C2,-1473.150623
W3C3,-315.497123
W3C2,-277.383745
W3C1,-239.245073
Y2Au1-,-212.326498
Ni2Co1C3,-4513.835003
Nb1Co1Cr1S3,-3679.239033
Ni2Co1C1,-4437.629711
Re1Mo1Fe1N1-,-1465.017336
Au1Hf2O1N1,-361.934128
Hg1Ru1Co1S2C1+,-2465.582693
Hg3S2,-1256.862776
La2Ru1N2C1,-305.842845
Nb1Co1Cr1S2O1-,-3356.325561
Os1Rh1V1S2N1+,-1996.404391
Mo2Co1N1C1,-1612.077814
Pt2Os1S2,-1125.931362
Au1Zr1Fe1N2C1-,-1594.341096
Zn2Co1S1N1,-5394.645842
W1Y1Cu1N1C2+,-1876.755695
Re1Ru1Nb1S1+,-628.180483
Hf1Pd1Cu1S1C2+,-2290.728963
Mo2Ti1S1O2-,-1534.909603
Au1Re1Mo1O1,-357.468464
Au1Re1Mo1O2,-432.805026
Re2Cu1S2N1,-2648.519689
Ir1Cu1Sc1O2N1+,-2710.83583
Os3C1-,-310.151829
Os3C1+,-309.839639
Os1Mn1V1N1C2,-2316.764879
Hf1Pd1Cr1O3,-1446.39972
Zr1Ti1Sc1O1,-1732.479708
Ag1Rh1Nb1S1N1-,-767.606808
W1Ta1Cr1O1N1C1+,-1336.613478
Hg1Os1Ta1N2+,-410.474743
Cr1Rh1Pd1-,-1282.933127
Ta1Ag1Cu1N2C1+,-1991.903683
Rh1Zr1Zn1S2O1,-2808.935427
Ru1Y1Cu1S1N1+,-2226.645552
Hf1Rh1Ni1S1,-2065.245921
Pt1Rh2S2,-1136.978016
Pt1Rh2S1,-738.686001
Re1Ag1Zr1S1O2+,-820.976896
Mo1Nb1Sc1N3,-1050.354231
Hg1Au1Ni1C2+,-1873.456136
Ir1Cd1Cr1S1C2-,-1791.105449
Pd1Ru1Co1S3-,-2800.556249
Rh1Ru1V1S1O1,-1623.082926
W1Ta1Ti1S1N2,-1481.527779
Ni1Cr2N2C1,-3745.116395
Ta2Fe1O1N1,-1507.89284
Au1Re1Ni1S1O1N1+,-2250.529758
Re2Fe1N2C1-,-1568.08308
La1Y1Mn1C1-,-1258.99048
Ta1Ag2O2N1+,-556.039198
Re1Zr1Cu1N1+,-1820.444905
Ta2Ru1S1N1,-662.03832
Hf1Zr2O1N1,-272.201903
Zr1Fe2S1N2+,-3082.270733
Hf2Ir1+,-200.102063
Rh1Fe2O3,-2863.96004
Rh1Fe2O2,-2788.642263
V3S2O1+,-3703.810172
Hg1Hf1Ti1O2+,-1201.422732
V3S2O1-,-3704.112069
Fe2Ru1-,-2622.389965
Cu1Ta2+,-1754.204635
Re1La1V1O1+,-1129.052716
Cu1Ta2-,-1754.464987
Os1Cd1Ru1S3+,-1547.866012
Fe2Ru1+,-2622.142819
Re1Pd1Rh1O2N1,-522.144229
Re1Tc1Mo1O1C1,-340.67294
Hf1Tc1Ti1N1+,-1032.88638
Ta1Nb2O1N1,-301.046953
Ta2Cu1S1C2,-2229.047588
Ir1Ni1Mn1N1+,-2818.304127
Cd2Cu1O2C1,-2164.639209
Ir1La1Y1O3+,-400.110107
Hg2La1S1N2+,-846.206726
Ni1Mn1V1S1C2-,-4078.006043
Pt1Ag1Rh1S1N1+,-829.59512
Hg1Nb2C2,-343.534533
Ag1Mo2O2N1,-488.7588
Hg1Co2O1N1C1+,-3087.067329
Ag1Zn2O1C2,-3857.220297
La1Sc2S2O1-,-2425.10368
W1Cu1Ti1S2C1,-3391.828853
Ag1Zn2O1C1,-3819.117508
Pt1Os1Cr1S1-,-1652.863762
Cu1Cr2N1C1,-3822.465395
Cu1Cr2N1C2,-3860.560623
Tc2Mo1S1C2,-704.267391
La1Tc2N3,-357.613453
La1Tc2N2,-302.782882
Au1Os1Ti1O1N1,-1206.022522
Re1Rh1Mo1O1C1+,-370.16467
Au1Os1Cr1O1N2,-1455.811304
Hg1Ag1V1O2N1,-1449.800511
Mo1Y1Co1N1+,-1543.922408
Ni1Co1Cr1S1+,-4333.766056
W2Ni1O1N1,-1772.639506
Mo1Ti2N1C2,-1898.184536
Ir1Co1Mn1S1N2+,-3145.890524
Mo1Ti2N1C1,-1860.043892
Pd2Mn1S2O1,-2278.665825
Hg2Mo1N1-,-429.932368
Pt1Os1V1N3,-1318.443043
Ru1Tc2O2N1,-461.88898
Zr1V2S1C1,-2371.46434
Zr1V2S1C2,-2409.588101
Hf2Cu1S1C2,-2211.059529
Cr1Cu1Au1+,-2820.559083
Hf2Cu1S1C1,-2172.938591
Ir1Sc2S2O1,-2497.856651
Pt1Mn2S1N2-,-2929.423594
Ta2Rh1N2C1,-372.302303
Hf1Ti2O2C1,-1935.775705
Pd1Cu2O1N2,-3593.869219
Au3N1-,-461.96111
Y1V2S1N1,-2379.478234
Y1Fe1V1O1-,-2321.432699
Au3N1+,-461.568847
Hg2Cr1S1C2,-1825.862689
Ir1Hf1Mn1S1O1C1-,-1815.223317
Hg2Cr1S1C1,-1787.754367
Rh1Co1Ti1C2+,-2418.825377
Ag1Rh2S1O1,-841.557679
Ag1Cr2O2N1,-2441.374696
Cu2Fe1S3,-5739.757233
Os1W1Cr1O1C1,-1315.672757
Cu2Fe1S1,-4943.165842
Ta2V1S1O1,-1531.638716
Zn1Cu1V1O1C2-,-4515.54112
La1Fe1Sc1O3-,-2282.172254
Ru1Zn1Sc1N3-,-2799.43519
Ru1Zn2S2O1,-4525.5287
Cd2Cu1O1C1,-2089.364032
Sc2Zn1,-3300.725773
Cd2Cu1O1C2,-2127.430909
Cu1Au2+,-1911.755102
Cu1Au2-,-1912.09093
Ta1Cd1Ti1O1N1,-1204.318777
Mo1Fe2S1C2,-3070.191278
Re1La1V1S1N1-,-1507.061742
Ta1Fe1V1S3+,-3459.512815
Hg1Nb2S1N1,-720.481536
Ru1Zn1Ti1O1N1-,-2853.925861
Cd1Zr1V1O3+,-1384.566964
Pd1Sc2S2O1,-2521.373416
Mo1Ti2N2C1,-1914.906727
Y1Cu1V1S1+,-3020.98016
Os3S2C1+,-1106.434968
Au1Hf1Zn1O1N1-,-2093.306089
Nb1Cu1Ti1N2-,-2656.680494
Ir1Hf1Zn1S2O1,-2803.709398
Pt1Nb1V1C1-,-1158.444759
Rh1Mo1Sc1S2O1+,-1811.221325
Tc1Nb1Y1N1C2-,-307.168001
Zn3S1C1+,-5774.254182
Ta2Tc1S2N1,-1046.277746
Zn3S1C1-,-5774.534584
W1Ta1Ni1N2C1-,-1780.228593
Tc1Fe1V1S1O1N1+,-2816.780298
Cu2V1N1C1,-4318.037944
V2W1,-1955.022235
Au1Pd1Mo1N2,-441.370999
Ta1Cu1Co1S2,-3876.992653
Hf1Zr1Y1C2-,-209.522145
Pt1Ta1Cr1S1C2,-1695.381229
Au1Ta1La1S1C2,-698.847453
Au1Re1Pd1S1O1,-815.508591
Cu1Cr1V1O2C1,-3817.817601
Re2Tc1N2,-346.930363
Re2Tc1N1,-292.108881
Au1Ru1Cu1S1O1C1-,-2382.963993
Ru1Y1Sc1O2C1-,-1082.778857
Hg1Co2N1C1,-3012.003781
Hg1W2S1O1C1-,-799.386947
Ir1Re1Ag1N3+,-493.690348
W3N3+,-365.411082
Hg1Rh2S2O1,-1246.354896
Ta2Ti1N2C1,-1111.242208
Au1Re1Ni1O2C1+,-1910.846634
W1La1Ti1C1-,-986.201307
Pt2V1S1C1,-1619.109135
Pd1Tc1Y1S1O1+,-720.422971
W3N3-,-365.718005
Au2Pd1N2C1,-546.967059
Y1Co1Ti1S1N1-,-2723.808986
Os1Rh1Mo1N1C2-,-400.503967
Ag1Zr1Co1O2C1+,-1765.335336
Re1W1Tc1C3,-340.425675
Hg1Ir1Y1S1N1C1,-787.3843
W1Ta1Pd1O1N2+,-436.703941
Pd2Zr1S2O1,-1174.746913
Hf1La1Rh1O2C1+,-378.760809
Pt1Nb2N1+,-287.855225
Au1Ir1Sc1O3-,-1226.82364
Nb1Co1V1S1N1C1,-2875.049893
Tc1Nb1Co1O2N1-,-1726.115372
La1Cu1V1S1O1,-3089.830044
Ag1Ni1V1N2+,-2708.693721
Re2Tc1O2N1,-442.828932
Tc2Mo1O1N1C1-,-398.065153
Re1La2S1N1,-594.602021
Pt1Mo1Zr1N1+,-289.164226
Pt1Cu1Co1S1C1+,-3578.836537
Re1Ta1Y1S1O1N1-,-702.149151
Pt1La1Zr1O1C2+,-349.394677
Pt1Ir1Sc1C1+,-1022.329863
Y2V1C1,-1058.662334
W2V1S1C2-,-1552.744448
Y2V1C3,-1134.931861
Pd1Ni1Ti1S1O1C1-,-2997.541811
Hf1Co1Sc1C3-,-2305.870482
Ta1Ru2O1C1-,-360.270698
Rh1Nb1Mn1S1N2+,-1826.236624
Hg2Ag1S1C1,-890.184416
Hg1Ni2S1C1,-3606.579262
Os1Ru1Tc1N2-,-375.991907
Hf1Cu1Ti1S2N1,-3389.512566
Ru1Zr1Zn1O2N1-,-2126.82826
Au1Hf2O1,-307.026795
Au1Hf2O2,-382.452262
Re1Mn1V1S2N1-,-3024.871459
Ir1Re1Co1O2+,-1715.824373
Ni1Pd2-,-1764.149384
Re1Nb1Co1N2C1+,-1665.557075
Tc1Nb1V1S1O1C1,-1593.536912
Ni1Pd2+,-1763.856259
Zn3O2C1,-5526.871505
Ta1Rh1Sc1S1O1N1-,-1456.868071
Re3S1C1-,-671.29536
Re3S1C1+,-670.952243
Tc2Y1S2O1,-1071.877458
Hg2Zr1O1N1+,-483.8011
Pt1Tc1Zn1S1C2-,-2454.069228
Os2Mn1O3,-1558.322965
Os2Mn1O2,-1483.006313
Os2Mn1O1,-1407.66364
Mn1Ti2O2,-3000.665506
Mn1Ti2O3,-3076.056006
Mn1Ti2O1,-2925.31065
Hf2V1S1C2,-1514.525109
Hf2V1S1C1,-1476.38474
Zn2V1S1O1,-4976.416938
Zn2V1S1O2,-5051.759766
Cu1W1Au1+,-1843.043139
Rh2Pt1,-340.379699
Tc1Nb1Co1C1-,-1558.67438
Au1Os1Cr1N2C1+,-1418.363439
W1Cd1Sc1N3-,-1159.998123
W1La1Mo1S1C2-,-641.425813
Ag1Ru1Co1O1N1-,-1754.785971
Os1La1Sc1S1N2,-1390.986161
Hg1La1Ni1S1N1C1,-2184.711657
W1Zr1Fe1O1N1,-1508.000932
Mo1Zr1Sc1N3-,-1040.471572
Sc2Co1,-2904.204187
Cu2Mn1S1,-4830.461032
Cu2Mn1S3,-5627.049079
Cu2Mn1S2,-5228.770478
Hg1Ir1Cd1N3+,-589.614754
Re1Hf1Ru1N1,-275.962407
Hf1Cd1Nb1S2O1+,-1144.425253
Ir3S1O1N1-,-841.486626
Pt1Pd1Cr1S1N2+,-1799.387362
Ir3S1O1N1+,-841.095613
Ir2La1O2C1+,-428.836221
Rh1Zn1V1S1N1C1+,-3324.938256
Pt1Y1Ti1O1N2+,-1191.948234
Hf1Rh1Cu1O2C1-,-1987.941125
Ru1Y2N1C2,-302.560267
W1Ru2S2N1,-1108.253171
Rh1V1Sc1S1C1+,-2251.498299
Ta1Cu2S2C1,-4172.794355
Hg1La1V1N2C1+,-1276.62814
Ni1V1Ti1N3-,-3466.359782
Tc2Y1S1O1N1,-728.370304
Au1La1Y1O2N1-,-411.176084
W1Cu2S1N1,-3801.288123
Au1Ag2O1N1,-559.60785
Ta1Ag1Co1O3+,-1812.505573
Os1Ag1Co1O3+,-1846.076764
Y1Pd2,-294.094207
Re1Nb1Ni1O1N2-,-1828.633992
W1Nb1Ti1S1C1,-1409.89951
Ta2Ti1N1C1,-1056.367667
Tc2Hg1-,-315.036594
Hg1Pt1Nb1N2-,-439.405332
Hg1W1Pd1S1N1-,-801.583951
Tc2Hg1+,-314.757534
Os1La1Ti1S1C1-,-1408.226394
W1Cu2S1N2,-3856.081016
Hf1Pd1Ti1S1N2+,-1533.112107
Ag1Zn1Ni1S1N1C1-,-3926.020661
Pt1Ni1Cr1S2O1+,-3543.856101
Ru2Zr1N3,-401.209407
Cu2Ni1S2C1,-5624.162919
Hf2Ru1O1C1+,-304.147351
Co1Fe1Cr1S2N1,-4542.49924
Pt1V2S1O2,-2556.394723
Ir1Ta1Cd1S1C2-,-803.635639
Ag2Ti1S1N2,-1651.260593
Ir1Zn1Cu1S1O1-,-3997.937659
Ir1Zn1Cu1S1O1+,-3997.594496
Os2Y1S1,-617.968641
Os2Y1S2,-1016.298499
Os2Y1S3,-1414.625617
Tc1Co1Fe1N1-,-2782.179044
Pd1Au2,-399.319819
Re1Ta1Zn1O1+,-1989.716187
Co1Cr2S2,-4268.441094
Co1Cr2S1,-3870.100392
Hf1Cu1Mn1O2N1+,-3044.853372
Os1La1Sc1S2C1-,-1717.827729
W1Rh1Y1S1O1N1-,-744.528663
Tc2Mo1S1O1,-703.380233
Pt1Hf1Co1S2+,-2346.576221
Au1Cu1Ti1N3,-2790.1788
Ru2Zr1S2N1,-1088.238884
Fe1W2,-1397.820264
Ru2Tc1O1,-345.816766
Au2Mo1N3,-504.04513
Ir1Sc2S1-,-2024.203834
Pt1Cd1Ag1S1O1C1-,-945.807503
Ru2Zn1N3,-2133.545685
Re1Pd1Ti1S2C1-,-1890.438169
Au1Cd1Mn1N1+,-1508.968773
W1Mo1Fe1N1C2-,-1530.067354
Au2Zr1S1O2,-867.393452
La1Zr2N1C1,-218.554486
La1Zr2N1C2,-256.680301
Au2Zr1S1O1,-792.13561
Ta1Ni1Cr1S2C1+,-3444.361869
Hf2Mn1N1C2,-1378.042145
Pt1Re1Co1O2C1+,-1768.927279
Hf2Mn1N1C1,-1339.937493
Zr2Mo1+,-161.947755
La1Zn1Ni1N3-,-3483.810767
Ta1Ag1Fe1S1N1,-1920.812282
Os1Zn1Cu1O1N1,-3640.728397
Au2Sc1S2,-1828.763458
Au2Sc1S3,-2227.054174
Au2Sc1S1,-1430.490904
Ir1La1Cd1O1N1C1,-471.905888
Re1Cd1Mn1N2+,-1506.37876
Zn3C1+,-5375.950223
Au1La2N1C1,-291.81647
Zn3C1-,-5376.213951
Os1La1V1O1C1-,-1179.785084
Ta1Ni1Sc1S1,-2724.366479
La2Cr1S1,-1505.942305
Cu2Ti1O1C2,-4282.114293
Cu2Ti1O1C1,-4243.972861
Re1Zr2S1C2,-646.891896
Fe1Cr1Sc1S3+,-4263.723717
Re1Ta1Tc1C3+,-330.133959
Cu2Ni1S1C1,-5225.853088
Ir3S1O2,-861.8724
Zr1Fe2O2C1,-2763.313689
Ir3S1O1,-786.574855
Ir1Cd1V1S1O1N1+,-1744.214508
Ta1Pd1Y1N2C1,-370.978458
Y1Fe2S2N1+,-3417.061295
Nb1V1Sc1O2C1+,-1950.319515
Ag1Rh2N1C2,-499.027937
Ag1Rh2N1C1,-460.90786
