cluster,EZPE
Pt1Pd1Co1S1C1+,-2066.170541
Au1Y1Ni1S2O1-,-2554.426164
Hf2Ag1N1C2,-373.959246
Rh1Ru2N1C2,-431.294968
Pd2Nb1S2N1,-1164.11571
Rh1Ru2N1C1,-393.181385
Ir1Re1W1N3+,-413.839438
Cd2Tc1O1N1,-546.279718
La1Co1Ti1O2-,-2414.615348
Ru1Mo1Ni1S1C2+,-2145.697158
La1Cu2S2O1,-4184.663497
Ni2V1S1O1C1-,-4472.562462
Pd1La2+,-190.847158
Rh1Au1Hg1,-399.706197
Ta1La1Tc1S1O1N1,-697.89435
Ta1Cr2S3,-3340.954002
Au1Re1Cu1S1C1,-2290.929686
Hg1Nb1Ni1S1-,-2117.115107
Au1Pd1Cu1N3+,-2068.237609
Pd2Ti1O1C1,-1218.645695
Pt1Nb1Y1O2C1-,-403.490235
Nb1Cu2S2N1,-4189.50892
Cd1Zr1Fe1S1O1N1+,-2006.687598
V1Zn1Hg1+,-2876.626325
Hg1Au1Tc1S2O1-,-1241.953668
Au1Ir1Zn1S3,-3214.29776
Os1Pd1Co1O1N1-,-1731.55876
Pt1Pd2N1C2,-506.094697
Nb1Cu1Co1O3+,-3306.078054
Zn2Co1S1O1,-5415.176685
La1Cu2S1C2,-3787.22824
La1Cu2S1C1,-3749.066394
Ag1Co2O1N1,-3042.632766
Ir1Rh1Tc1S1,-693.937565
Rh1Mo2S1O1N1-,-775.447356
W3S1N1C1+,-692.20693
Cd2Nb1O1C1,-505.698656
Hg1Pd1Rh1O2N1,-597.181643
W3S1N1C1-,-692.511093
Ta1Ru1Mo1O1+,-295.147887
Ir1Tc2O2N1,-471.363933
Rh2Ti1O1C1,-1184.036231
W1Zn1Co1S1O1N1,-3757.73717
Rh2Ti1O1C2,-1222.09638
La1Tc1Y1N1,-205.466871
Ag1Pd1Ru1S2-,-1166.34151
Fe1Co2+,-4029.148529
Ir1Fe1Mn1C1,-2557.221901
Hg1Pt1V1O2N1-,-1422.324518
Fe1Co2-,-4029.39076
Au1Ta1Ti1S1N2-,-1550.284557
Re1Ru1Zr1N2C1,-367.934374
Hg1Ta1Mn1C1-,-1399.551728
Au1Co1Fe1S3-,-3977.299151
Pd2Zn1S1O2+,-2583.637551
Co1Mn1V1O2N1+,-3683.11433
Ir2Pd1O2C1,-525.262531
Os1Ta2S1,-602.964436
Zr1Sc2S3,-2763.461672
Pd1Co1Mn1O1C2+,-2813.016009
Zr1Sc2S1,-1966.704675
Zr1Ni1Sc1N1C2-,-2447.220485
Tc1Cr2O1C2-,-2321.354406
Hg1Pd1Y1N3-,-484.087708
Re1Cd1Nb1C3,-417.204546
Hf1Mn1Cr1S2C1+,-3078.054302
Hg1Pt1Pd1S2N1-,-1252.061939
V1Ta2+,-1057.676804
Tc2Mo1S1N1C1,-720.974818
Ni2Ag1+,-3163.446902
Zr1Sc2O1N2+,-1753.368309
Au1Cr2S3-,-3419.722157
Ni2Ag1-,-3163.695803
Ta1Tc2S1N1-,-671.76033
Nb1Fe1Cr1C1,-2403.251814
Ta1Mo1Zr1O1C1+,-285.443841
Ir1Ni1Fe1S2O1-,-3748.48136
Ta2Hf1S1C1,-598.350423
Re2V1O1N1C1-,-1268.897025
Hf1Y1V1S1O2+,-1579.195155
W1Cd1Pd1S2O1+,-1234.344772
Pt1Tc1Cr1S3-,-2439.643993
Pt1Tc1Cr1S3+,-2439.27842
Hf1Rh1Sc1S1N1C1-,-1410.60445
Pd1Rh1Zn1S1O1C1+,-2529.269481
Ir1Mo2S1C2,-715.207245
Ir1Mo2S1C1,-677.105771
Rh1Zr1Y1S2N1-,-1047.451312
La1Cd1Rh1N2,-419.437015
Rh1Fe2N1,-2692.831187
Rh1Fe2N2,-2747.64141
Rh1Fe2N3,-2802.443658
Cd1Co1Cr1O1N2-,-2779.99444
Au1Ru1Mo1N2C1+,-446.208676
Y1Ni2O2N1-,-3260.579104
Ta2Ti1S1,-1361.700284
Ta2Ti1S2,-1760.061809
Pd1Tc1Zn1N2C1-,-2135.862488
W2Ta1C1,-229.201699
W1V1Ti1N3+,-2024.835874
Re1Nb1Co1O1N1C1-,-1686.37661
Rh1Tc1Cr1S1N1C1,-1727.062956
Pd1Fe1Mn1N1-,-2597.505207
Hf1Cu1Sc1C1-,-2487.333214
Ag1Fe1Ti1O3+,-2485.924229
Re1Ag1Zr1O1N1+,-402.152349
W2Cr1N1C1,-1271.53162
Cu2Mn1O1N1,-4562.222306
Cu2Mn1O1N2,-4617.061912
Ni3S2N1-,-5376.591709
Ni3S2N1+,-5376.209448
Hg2Mn1S1C1,-1894.303227
Pd2Tc1C3,-450.789401
Ag2Mn1N1C1,-1537.850025
Pd2Tc1C1,-374.615907
Pt3S1O1N1,-886.326829
Ta1Rh1V1O1N2-,-1296.630905
Au1Ni1Ti1N3+,-2657.769235
Mo1Y2S1N2,-652.817067
La1Tc2O1,-268.486572
La1Tc2O2,-343.83017
La1Tc2O3,-419.162416
Ru1Tc1Cu1S2C1,-2650.910267
Rh1Mn1Cr1O2C1-,-2494.890331
Ir2Sc1S1N1,-1422.557517
Mo1Zr2S1N1,-615.396099
Mo1Zr2S1N2,-670.247987
Os1Hf1Zr1S1C1+,-621.933677
Au3N2+,-516.496654
Au3N2-,-516.853596
W2Ag1S2O1-,-1153.112229
Os1W1Nb1S3+,-1409.409441
Re1Cd2O1C1+,-526.826709
Os1Y1Ni1O2N1-,-1842.904876
Hf1Tc1Mn1O1C1-,-1393.305996
Au1Ag1Co1N3-,-1829.906147
Au1Ag1Co1N2C1-,-1813.263521
Re2Sc1S2O1+,-1789.022571
Os2Rh1S1O2+,-840.510165
Hf1Ag2O1N1C1-,-510.243264
Os1La1Sc1O2N1-,-1088.570344
Re1Zn2N1C1-,-3729.982754
Ir2Cd1N2,-485.949482
Re1Rh1V1O1C1+,-1246.010696
Ta2V1S1N2,-1565.998495
La1Fe1Sc1O2+,-2206.601931
Os1Ni1Cr1S1O1N1+,-3171.718113
Zn2Ti1S1C1+,-4844.37238
Ir2Rh1S1N2+,-826.810708
Hg1Fe2S2C1+,-3515.406205
La3S1C1,-531.155625
Re2Sc1C1+,-955.140044
Ir1Ag1Mo1O2N1-,-524.998186
Mo1Zn1Ti1N1-,-2751.861652
Ir1Cr2S1C2,-2667.855054
Ta1Zn2S2N1,-4467.187784
Zr1Mn1Cr1C1+,-2280.396257
Ir1Cr2S1C1,-2629.748879
Cu1Cd1La1-,-1839.839089
Ir1Zr1Sc1S1O2,-1461.179848
Au1Rh1Cu1O1C2-,-2038.395576
W1Cd1Co1C2+,-1693.508909
Ir1Zn1Sc1N3-,-2808.926557
Pt1Sc2S1C1,-2077.237748
W2Cd1O1C1,-415.212331
Pt1Cu2O2C1-,-3589.241942
Os1Zr1Ni1S1O1+,-2119.502192
Nb2Zr1O1N2,-345.954257
Hg1Cu2O1C1,-3547.996598
Os1Re1Fe1C2-,-1508.948173
Hg1Cu2O1C2,-3586.072737
Pt1Rh1Ti1S1N1,-1532.461741
Re1W1V1O1,-1164.664837
Os2Ru1O1,-351.485407
Pd1Tc2S1C1,-725.831522
Os2Ru1O3,-502.135453
Os2Ru1O2,-426.820802
Ta1Rh1Y1O1N2,-390.855157
Rh1Mo1Cu1S1O1C1-,-2331.081358
Au1Nb1Cu1S2O1+,-2704.916316
W1Co1Sc1N1C2,-2341.655538
Pt1Os1Ru1C1,-342.971506
Pd2Ru1S1O1,-824.208369
Au1Os1Pd1O1N1C1-,-522.569111
W1Tc1Y1O3-,-412.272838
Tc1Ni1Co1S1O1N1-,-3500.483737
Cd1Ru1Mn1S1N1-,-1866.763028
Os1Y1Sc1S3-,-2084.790738
Hg1W1Y1S1N1C1+,-749.86566
Pd2Ru1S1O2,-899.494166
Mn1Ti2S1C2+,-3324.298933
Hg2Ti1N2C1,-1304.095693
Pd1Re2+,-284.129054
Re2Tc1O1,-312.615062
Re2Tc1O2,-387.965535
Re2Tc1O3,-463.317134
Pd1Re2-,-284.415461
Rh1Co2N1C1,-2969.087662
Ru1Tc1V1S1O1C1-,-1631.500765
Ru1Ni1Mn1S2N1-,-3605.795132
Cd1Fe1V1N1+,-2430.032427
Hf1Cu2S1C2+,-3803.386164
Os1Nb1V1S2C1-,-1926.460473
Cd1Ru1Ni1S3,-2965.810837
Mo1Zn1Ti1N2+,-2806.463267
Tc1Y1Ni1S1N1C1,-2118.74127
Ta2Mo1N1C2,-313.20778
Hg1Ta1Ti1S1O1N1-,-1588.484101
Ta2Mo1N1C1,-275.095515
Zn1Ti2N1C2,-3609.356718
Ta1Cu1V1S1C1,-3077.960268
Zn1Ti2N1C1,-3571.249986
Rh2Zr1O1C2,-419.655154
Ag2Fe1S3,-2752.476043
Ag2Fe1S2,-2354.220292
Ag2Fe1S1,-1955.93335
Ni1V1Ti1S1N1+,-3754.798406
Zn2Cu1C2,-5275.504621
Zn1Sc2N2C1,-3448.578731
Zn2Cu1C1,-5237.366323
Cu1Y2,-1717.089466
Hg2Ti1N1,-1211.163822
Hg2Ti1N3,-1320.775504
Hg2Ti1N2,-1265.963002
Pt1Fe1Mn1S1O1-,-3007.814502
Re1W1Ta1S1C2,-676.865353
Cd1Y1Mn1S2N1+,-2208.246462
Au1W1Zn1O1N2-,-2167.182101
Cd2Nb1N2C1,-540.056103
W1Ag2S1C2,-835.401833
Hg1Nb1Cr1N2C1+,-1402.416953
Cr1Sc2O1N1,-2696.135437
Zn1Ni2S1N2+,-5303.811007
Hf1Mo1Mn1C1+,-1305.045261
Ru1Nb2N2C1,-356.557137
W2Cr1N1,-1233.433651
W2Cr1N2,-1288.256039
W2Cr1N3,-1343.078374
Cd1Nb1Cr1O1+,-1344.234277
La1Cd1Rh1S1O1,-783.456564
La1Pd1Mn1S2N1-,-2162.005199
Ag1Mn1Ti1N1+,-2202.051438
Rh2Mo1N3,-453.656265
Ag1Tc1Fe1S2C1+,-2325.919251
Rh1Zr1V1O3-,-1327.726959
Rh2Sc1O2C1,-1170.579091
Hg1Au1Pd1S2N1-,-1268.41677
Re3S1C2+,-709.060418
W3S1O1+,-674.592759
Hg1Cd1Zr1S2+,-1164.552455
W3S1O1-,-674.887659
Re1La1Y1O3+,-374.073831
Ag1Mo1Co1S2O1-,-2469.977538
Rh1Mn2O1C1,-2526.046392
Os2Mn1N1,-1387.163283
Os2Mn1N2,-1441.982464
Pd1Ag2+,-421.51615
Pd1Ag2-,-421.812794
Ta1Hf2C1,-190.98112
Au2Cr1S1O1N1+,-1843.988001
Ta2Mo1N2C1,-329.937705
Ir1Mo1Fe1S1O1N1+,-1964.460938
Tc1Ti2S1N1C1,-2271.020238
Re2Pd1O2C1-,-473.269112
Pt1Os1Re1O2N1,-493.763199
Pt1Ir1La1S1N1C1-,-746.625669
Hg1Mo1Fe1S1O1C1+,-1996.862708
W2Tc1S3,-1409.873915
W2Tc1S2,-1011.528953
W2Tc1S1,-613.196283
Rh1Mo1Co1S1N1+,-2014.420883
W1Hf1V1S1N1+,-1512.007756
Mo1Y1Ni1N2C1,-1762.632305
Hf1Ru1Fe1O1N2,-1591.580926
Cd2Zr1S1O2,-931.379095
Hg1Fe1Ti1O1C1+,-2379.872526
Pt3S2C1,-1192.656179
Pd1Y1Ni1O1N1+,-1804.478041
Au1W1Rh1O2C1+,-501.840481
Hg1Pt1Tc1O1C2-,-505.171238
Au1Os1Ta1O1N1C1-,-451.765304
Y1Ni1Sc1N1-,-2362.254813
Zn1V2C3,-3781.677475
Zn1V2C2,-3743.556259
Zn1V2C1,-3705.449545
Au1W1Fe1N2+,-1575.921115
La2Rh1O1,-249.109767
La2Rh1O2,-324.451724
Ag1Cr1Sc1S2-,-2748.875355
Cu2Ni1O1N1,-4919.526148
Hf1Rh1Ti1S3,-2203.014181
Ir1Ag1Zr1S1O2,-847.26698
Hf1Rh1Ti1S1,-1406.336596
Ta1Ti1Sc1N2C1+,-1814.767826
Os1Ag1Y1S1C1-,-712.415425
Au1Ti2S2C1,-2669.411509
W2Zn1S1O1C1-,-2425.317713
La2Cu1N3,-1868.139428
Ta1Y2S1C1+,-569.838395
Nb1Co1V1O2C1+,-2572.356412
La2V1S2N1,-1858.695842
Nb1Co1V1O2C1-,-2572.620774
W1Ni1Mn1O3,-2952.52135
Cd1Fe2O1C1,-2808.60388
Au1Pt1Os1S2C1-,-1180.496899
Ir1Mo2N1C1,-333.613035
Mo1Sc2S1N1-,-2042.799328
Mo1Ni1Fe1C3,-2954.586821
Ir1Pd1Mn1N1C1+,-1475.929013
Os1La1Mn1C1,-1311.387376
Hg1Pt1Re1O2-,-501.833101
Hg1Hf2S1O1,-723.087477
Ir2Rh1S1C2,-793.719733
Pt1Zn1Co1S1N2,-3789.460676
Hg1Cd1Cu1S1O1C1+,-2473.177388
Au1Tc1Ti1O1C1,-1179.440309
Re1W1V1S1O1+,-1562.775573
Hg1La1Zn1N1-,-2019.240871
Au1Nb2S1C1,-686.04449
Au1Nb2S1C2,-724.153904
Re1La1Sc1C2-,-946.817925
Mn2Pt1,-2421.429434
Ir1Zn1Ni1S2C1,-4226.798862
Ir1Zn1Cr1S1C1,-3364.633638
Tc1Y2S2C1,-992.195328
Ta1Nb1Fe1S1O1-,-1851.386887
Ni3S2N1,-5376.499618
Ir1La1Cd1S1N2+,-811.369331
Ta2Nb1S3,-1365.900773
Tc2Mo1S1N1,-682.863009
W1Co1Cr1O2C1,-2683.160245
W1Nb1Ti1O1,-1048.824192
Cu1Cr2C1,-3767.612005
Re1Ru1Sc1S1N1C1-,-1425.196255
Cu1Cr2C2,-3805.72527
Re1Cu2O3,-3585.362421
Re1Cu2O2,-3510.045018
Re1Cu2O1,-3434.67125
Cd1Ru1Tc1N2-,-452.992262
Hg1Ag2S2N1,-1298.569812
Ag1Zr1Y1C2,-308.431768
W2Y1O1C2,-324.011282
Re2Mo1S2N1,-1076.159786
Ir1Mn1Ti1S2C1+,-2939.347393
Re1Ni1Co1S2O1-,-3841.498584
Rh2Co1N1,-1658.67787
Rh2Co1N2,-1713.482411
Pd1Mo1Zn1C2-,-2051.662245
Ir1Os1Rh1N3-,-470.020542
Pt1Ru1Sc1O1N2+,-1159.681137
Rh1Nb1Co1S2N1-,-2401.833897
Hf2Ti1S1N2,-1453.465959
Ta1Hf1Zr1N2,-261.639801
Hg1Ta1Fe1O3+,-1699.988369
Ta2Sc1C1,-912.722493
Ta2Sc1C3,-989.003431
Ta2Sc1C2,-950.886644
Rh2Zr1S1O1N1+,-796.310316
Pt1Re1Fe1C2+,-1537.318377
Pt3N2C1,-505.722774
Hg3O1-,-535.670554
Hf1Ag2O2N1,-547.253783
Hg3O1+,-535.325884
Hf1Nb2S2C1,-996.651879
Cd2Y1S2C1,-1208.337237
Hg1Cu2N1C2,-3565.544882
Ag1Cu1Ni1S1N1C1+,-3786.81985
Ru1Co1Ti1S1N1,-2780.3051
Hg3O1C1-,-573.809472
Ir3S1N1,-766.087471
Hg3O1C1+,-573.521403
Pt1Ir1Co1S1N1-,-2059.675377
Ir3S1N2,-820.890591
Au2Cu1C2+,-1987.913503
Ag1Cu2O2N1-,-3633.418224
Re1Y1Fe1S2N1-,-2231.883214
Hf2Fe1S1,-1758.021765
Hf2Fe1S3,-2554.724152
Hf2Fe1S2,-2156.362693
La1Ru1Zr1N2C1+,-321.115511
Pt1Co1Sc1S1O1N1-,-2791.399141
Ru1Nb1Ni1O2,-1810.868128
Tc2Zr1C3,-322.93059
Ir1Ta1Nb1S1C2+,-692.623958
Ta1Rh1Cr1N1C2-,-1343.117789
Mn1Cr2S2N1,-4091.496282
Ta1Rh1Cr1N1C2+,-1342.844009
Mo1Zr1Ti1C3,-1079.011903
Tc1Nb2S1N2,-702.686806
Zr1Y1Sc1S1N2+,-1353.917851
Tc1Nb2S1N1,-647.857842
Ir1Nb1Fe1S1N1-,-1878.262513
Cr2Cu1,-3729.534834
Pt1Re1Pd1S2O1-,-1197.543674
Ag2V1O2N1,-1443.291341
Rh1Tc1Cu1O1,-1907.170548
Hg1Rh1Ru1O1N2,-543.734075
W2Y1O2C1,-361.256058
Hg1Rh1Ru1O1N1,-488.931373
Mn1V1Ti1S2O1-,-3816.598039
Ag2Ti1O1,-1218.686843
Hg1Hf1Mn1N2+,-1461.897356
La2Mo1C1-,-169.425112
Ag2Ti1O2,-1294.026125
Au1Hf1Ni1O1N1,-1822.232891
Re2Sc1S1N1-,-1370.467506
Co1Mn2O2N1,-3890.335268
Zn1Ni1Fe1C2-,-4627.741208
Pt1Re2O1,-351.178788
Au1Mo1Fe1O2N1+,-1672.829476
Pt1Re2O2,-426.523436
Cu1Co2S1O1,-4879.786133
Pt2Y1O1N1,-407.100489
Ag1Tc1Zn1N1C2-,-2138.197725
W1La1Ag1S1C2,-720.113025
Ru1Nb1Cr1S1C2,-1670.861723
Pd2Mn1C3,-1521.064451
Hf3S1C1+,-580.166751
Zn1Cu1Ti1S1N2-,-4777.377145
La1Pd1Nb1S1C1,-652.856443
Hf3S1C1-,-580.384387
Re1Zn1Cr1S1-,-3300.481045
Hg1Pt1Mo1S1C2+,-815.180892
Mn1W1Hg1-,-1371.522925
Cr1V1Sc1S1O1,-3222.902554
Cd1Zr1V1C1+,-1196.560019
Nb1Ni1Mn1O2C1,-2905.137217
Hf2Pd1O2C1,-412.674504
Pd1Mn1Ti1N1+,-2183.005976
Y2Ti1O1N2+,-1110.991337
Pt1Ir1Zr1S3,-1465.660689
Rh1Y1V1S2O1+,-1964.676401
Au1Pt1Cd1S1O1-,-896.391247
W1La1Y1C1-,-175.038115
Re1Cr2C2,-2243.458265
Re1Cr2C3,-2281.554047
Re1Cr2C1,-2205.34774
Ir1La2O1N1,-297.722679
Hg1Ir1Nb1S1O1N1+,-842.927405
Au2Nb1N3,-492.818515
Au2Nb1N2,-437.999982
Au2Nb1N1,-383.219117
Pt1Ir1Y1N2+,-371.433479
Os1Pd1Rh1S2,-1125.67128
La1Zr1Mn1O2-,-1380.379661
Au1Rh2S1O2,-905.581404
Cd1Mo1Cu1N1C2+,-2007.182758
Pt2Mo1O2C1,-495.655656
Au1Rh2S1O1,-830.330682
Pt2Ru1O2N1,-538.880101
Ir1Zn1Ti1O3,-2959.165003
Zn1Cu1Mn1S1N1C1-,-5062.285828
Rh1Mo1Y1O1C2-,-368.65437
Hf1Zn1V1O1C1,-2884.82563
Ag3O1C1,-554.226873
Ag3O1C2,-592.284003
Re1Cd1Co1S1N2-,-2136.777628
Pt1Ir1Y1N2-,-371.721493
Au1Cu1Mn1O2C1,-3116.070851
Hf1Nb2N2C1,-309.67742
Cd1Pd1Ru1N1C2-,-521.551666
Pt1Nb2S1,-631.568806
Pt1Nb2S2,-1029.911881
Pt1Nb2S3,-1428.225662
Au1Cd1Fe1S1-,-1965.553464
Pd1Zr1Sc1N1C2-,-1066.740678
Cd2Mn1S1O1,-1960.012239
Hf1Zn2S1O1,-4080.406722
Hf1Zn2S1O2,-4155.76074
Ru1Nb2O2C1,-397.592898
Rh1Tc1Co1S2C1-,-2408.928284
Mo1Fe1Sc1S2N1-,-2944.191574
Hg1Au1V1S1N2-,-1741.188864
Hf2Mn1N1,-1301.787087
Hf2Mn1N2,-1356.682767
Hf2Mn1N3,-1411.509574
Au1Cd1Y1S1N1,-794.796306
Au1V2N2,-2133.421155
Au1V2N3,-2188.203531
Au1V2N1,-2078.567946
Pd1Fe1Mn1N3+,-2706.834528
Ru2Y1C1,-266.176136
Y3C1-,-152.98621
Hf1Y1Mn1O3+,-1463.253832
Y3C1+,-152.783042
Pt1Cd1Cu1N3+,-2091.700703
La1Cd1Co1O1C2-,-1733.690657
Tc1Mo1Nb1O1C2-,-357.524197
W1Cr2S1O2,-2705.061112
Zr1Cd1Au1+,-350.187205
Pd1Co2C1+,-2931.354503
Ta2Mo1O2,-332.845987
Re1Cd1Sc1O1C1,-1120.121114
Hg2Ir1O1,-486.508252
Cu2Fe1O3,-4770.726695
Cu2Fe1O2,-4695.443609
Cu2Fe1O1,-4620.156072
Au1Zr1Mn1O1N2+,-1518.525698
Os1Ru1Co1O2N1+,-1773.505991
La1Mo1Co1O1C2+,-1633.947492
Ta1Sc2S1N2,-2086.461992
Ir2La1N2,-349.925865
Cr3N1C1+,-3226.191268
Mn3O3-,-3679.151821
Co2Fe1N2,-4138.96806
Co2Fe1N3,-4193.792609
Cr3N1C1-,-3226.444645
Mn3O3+,-3678.857226
Ir1Au2+,-375.460209
Ir1Au2-,-375.831018
La1Ru1Nb1N1C1-,-276.398034
Au1Ta1Ni1N2+,-1810.441011
Mo1Ru1Ir1-,-267.427754
Au1La2O1,-274.250118
Au1La2O2,-349.654792
Os1V2N1C1,-2071.642064
Au1Ir1V1S1O1+,-1657.435401
Os1Sc2O2N1,-1817.669144
La1Pd1Mo1N1,-282.46534
Pd1Ti2O1N2,-2011.826063
Ni2Mn1O1N2,-4352.70472
Ni2Mn1O1N1,-4297.866534
Pd1Ti2O1N1,-1957.037868
Cd2Cu1S1O2,-2524.744826
Pt1Re1Mo1O1C1+,-378.969047
Hf1La1Ti1S2C1+,-1763.636588
W1Ru1Y1S1N1,-653.432734
Au1Ru1Mn1S1C2+,-1855.871144
Au1W1Ta1N1C2-,-390.879074
La1Zn1Co1O1,-3269.103302
Tc1Y1Ti1S1O1+,-1442.093171
Re1Hf1Cr1O2C1+,-1359.33941
Pt1Ir1Cr1O1C1,-1381.630827
Cd1Tc1Cr1N3+,-1457.158362
Pd1Rh1Ti1O2N1,-1293.320617
Zr1Y1Co1O2C1,-1656.965361
Re1Ru2O1N2,-452.961785
Pt1Hf1Ag1O3+,-539.949359
W1Hf1Co1C1-,-1535.982847
Ir2Co1O1C1,-1704.921096
Fe1Ti2N1C2,-3093.754068
Ru2Fe1O1C2,-1605.039577
Ta2Ru1S1O1C1-,-720.718926
Ru1Mo1Co1O1N1-,-1676.069696
Rh1Nb1Ni1N2,-1785.468016
Hf1Mo1Zn1S2+,-2691.949646
Au2Cu1S1N2,-2419.872046
Hf1Mo1Zn1S2-,-2692.222787
W1Mo2O1C2,-354.967531
W1Mo2O1C1,-316.86494
Pd1Rh1Y1S1N1C1-,-768.079349
Fe2Ti1S2O1,-4248.983851
Au2Zr1O2C1,-507.260433
Rh1Ni1Sc1S3+,-3574.337376
Au1La2S2O1+,-1070.727567
Y3S1C2-,-589.483597
Y3S1C2+,-589.27712
La2Ru1S2,-954.757401
La1Cd1Ag1S2O1+,-1217.888423
Rh2Y1S3,-1454.337239
Rh1Co1V1O2,-2588.041194
Hg1Hf1Zn1C1+,-2018.626357
Pd1Zr1Cr1O1N1-,-1349.634009
La1Cu1Ti1S3-,-3716.661664
Re1Sc2N3,-1764.211507
Au1Hf1Ru1S2-,-1075.319459
Fe3N2+,-3900.621814
Ir1Zn1Sc1S2+,-3440.851052
Os1Mo1Ti1O1N2,-1193.301161
Ru1V1Sc1O1,-1874.996773
Re1Tc2O2N1,-445.316906
Ru1V1Sc1O3,-2025.670502
Ta1Tc1Zr1S1O2+,-733.642346
Hg1Ir2S1O2-,-911.07836
Zn1Cr1V1N2,-3877.531936
Os1Cd1Mo1O3-,-552.579084
Ag1Tc2O2N1+,-513.66604
La1Y1Sc1S1N1+,-1283.607227
Re1Pd2O2C1+,-522.505922
Rh1Nb1Sc1S2-,-1724.954926
Au1Y2O2C1,-401.144206
Ta1Zr1Ni1O2,-1763.089931
Re1Co1Sc1S2O1,-3093.803717
Co1Pd2+,-1638.312241
La1Cu1Sc1S1O1N1-,-2961.428523
Co1Pd2-,-1638.603968
Zr1Zn2S1N1,-4058.915268
Hg2V1S2C1,-2085.567521
Zr1Zn2S1N2,-4113.691499
Os2Cu1O1C2,-1973.414987
Pt2Mo1C2,-383.030489
Nb2Ni1N3+,-1786.536782
Re2Ta1C2,-289.737913
Ru2Fe1O2C1,-1642.222212
Tc2Y1N1C2,-330.923425
Zr1Mn1Cr1S1C2-,-2717.121752
Ru1Cr2S2O1,-3055.825412
Mo1V2O2C1,-2144.991542
Zr1Zn1Cr1N1C1,-2963.805316
Zn1Ni1Ti1S2C1+,-4971.706579
Rh1Ni2S3,-4322.164144
Pt1Cr1Ti1C2+,-2089.303335
Hg1Y2S1O1C1+,-741.638401
Ru1Co2S1,-3258.793697
Mo2Zn1S2C1,-2750.456288
Ru1Co2S3,-4055.424825
Ru1Co2S2,-3657.113769
Hg1Ru1Co1S1N2+,-2138.794711
W1V1Sc1S2N1+,-2623.067336
Pt1Zn2N1C2,-3809.103069
Pd1V2N3,-2180.342632
Hf1Nb2S1N2,-669.899477
Hg1Mo1Cu1S1C2-,-2336.734869
Co2Zr1+,-2812.425214
Ta1Tc1Y1O1C1,-289.568609
Co2Zr1-,-2812.649282
Hg1Mo1Cu1S1C2+,-2336.408835
W2Rh1O1N1,-374.832119
Hf1Ag1V1O2-,-1289.704687
Cd1Rh1Ti1O1C2+,-1279.002694
Hg1Y1Sc1N3+,-1116.714182
Hg2Pd1N2+,-544.164333
La1Tc1Ni1O1C1+,-1733.991403
Pd1Re1Ir1+,-310.198761
Zr1Y1Zn1S1N1C1+,-2355.771295
Pt1Ag1Sc1S2N1+,-1878.128979
Os1Re1Mn1S1O2-,-1869.043236
Mn3N1C1-,-3546.026849
Re1Zr1Zn1S1O1C1+,-2416.224725
Mn3N1C1+,-3545.791916
Ru1Y1Fe1S1O1+,-1870.397853
Os1Mo2S2,-1023.650346
Hg1Ir2S1,-760.391065
Ag1Y2N1C1,-316.450273
Os1Mo2S1,-625.319571
Rh1Ru1Ti1C2+,-1130.886536
Ta1Tc1Y1S2O1+,-1047.920693
Cu2Cr1S2O1,-5197.542802
Ag1Rh1Ni1O1N2,-1950.74448
Rh1Tc1Y1N3-,-394.115698
Os2Cu1O2C1,-2010.619412
Rh1Y2S2C1+,-1021.736915
Pd2Ag1-,-402.737658
Pd2Ag1+,-402.417779
Cd1Nb1Zn1S2C1,-2838.688356
Ru2Sc1C2,-1026.711812
Re1La1V1S2O1+,-1925.690143
Ru2Sc1C1,-988.591365
Co2Ti1O2N1,-3820.595661
Au1Cr1Sc1O1-,-2016.33835
Ta1Rh2N2C1-,-425.892048
Zn2Co1N2,-5051.210975
Zn2Co1N1,-4996.342866
Nb2Co1C1,-1534.7801
Nb2Co1C2,-1572.922171
Cr2Re1,-2167.225615
Re1Cd1Co1S1O1,-2102.403844
Au1Zr1Zn1O1N2+,-2146.86822
Pd1Nb1Zr1O1+,-306.977893
Rh1Tc1Cu1O2N1-,-2037.38533
Ir1Mo1Nb1S2N1-,-1081.036647
W1Rh1Mo1N3,-410.225137
Pt3N1-,-412.820613
La1Zn1Ti1S1O1-,-3134.151803
Pt3N1+,-412.467909
Os1Zn1Cr1O1N1C1+,-3082.558874
Hg1Au1V1S2-,-2029.893727
Cr2Pd1+,-2216.645446
Pt1Ti2O1N1,-1948.52139
V2Mo1,-1956.154551
Ta1Pd1Zn1S1C1+,-2400.378521
Cr2Pd1-,-2216.895301
Rh1Cu2C1-,-3429.77349
Rh2Nb1S2O1,-1150.005518
Tc1Zn1Fe1C3,-3238.203061
Ni1Ti2S1C2,-3681.861658
Hf1Rh1Co1S1N1,-1994.491316
Y1Cu1Ti1S1O2+,-3077.18613
Re1Zn2N1C1+,-3729.676813
Hg1Au1Mn1N3,-1604.595439
Tc1Au2+,-351.95246
La1Co1Cr1O3-,-2684.971706
Ni1Ti2S1C1,-3643.736057
Ta1Ni2S1N1C1-,-3565.0522
Pt1Ag1Cu1C3,-2021.096868
Ta1Zr1Cu1O1N1-,-1874.789732
Ru2Sc1S2O1,-1822.442096
V3O2C1+,-3020.626648
Ru1Cr2S2,-2980.495074
Ir1V2S2O1+,-2864.112059
Ru1Cr2S1,-2582.168901
Hg1Cr1V1C2+,-2217.927179
Ni1Y1Cd1-,-1714.40196
