epoch,MAE,MSE,Pearson r
135,0.05878810212246767,0.006726103568740822,0.9965786842601657
136,0.054942479967608225,0.005867857377363591,0.9978915450950269
137,0.055054069626935966,0.006449034133334235,0.9970108689423489
138,0.05536466995456427,0.006163840993160307,0.9977276933651104
139,0.06115139680784211,0.007371544485310627,0.997129901028073
140,0.057526269605668444,0.007739116939233299,0.9973514627326726
141,0.060460914790428325,0.006991581324964224,0.9966741922756205
142,0.05346142223330457,0.00514852192856533,0.9980448721041238
143,0.06704851397713354,0.009557443806433698,0.996356494155233
144,0.07429908347069279,0.016690297575114345,0.9922951060687737
145,0.060033427297131896,0.007167414141403248,0.9971948949460162
146,0.06554446546873277,0.007678352254865616,0.9970229119990854
147,0.06803555768123463,0.009740373554462575,0.995919662185827
148,0.07057364348169422,0.00862659599662812,0.997087645721867
149,0.062112661650535375,0.00698379669905765,0.9971365722512398
150,0.08224253127074665,0.010083830868697794,0.9975497168485549
151,0.055874038995982686,0.006595435245478644,0.9976629874423951
152,0.060216270914361075,0.008634684521886298,0.9970510990386348
153,0.08523476313727446,0.013693692455774594,0.9959933070466349
154,0.06423557933609622,0.009148423613612875,0.9973570187786613
155,0.059676755096962346,0.00840660892714923,0.9971069526527521
156,0.05773774336234668,0.0076162147164533355,0.99728618583187
157,0.05776428581847223,0.0063583540932395065,0.9968694467703437
158,0.06254900502854809,0.007645274667780874,0.997319109769839
159,0.061001033938829954,0.008212007269492245,0.9974893510094408
160,0.0540701163705275,0.006060058586034005,0.9977896330998014
161,0.07221624576269169,0.010405411879269182,0.9962013479059313
162,0.05519883240117767,0.005891214803296904,0.9979319413438545
163,0.059731700149609296,0.008342410117415095,0.996977911639457
164,0.09851074835604355,0.04235272832560573,0.9784480890918711
165,0.058657448762114435,0.0066415425290882535,0.9971875129151273
166,0.052780503492394375,0.005047185828290188,0.997976214640359
167,0.04734187017854443,0.004427325779133731,0.9977575882755196
168,0.059241655898884436,0.005957824382658695,0.997558715312631
169,0.05687106728714636,0.006146484476357794,0.9970555288371876
170,0.07274924852879386,0.00926553169137222,0.9971856741903244
171,0.057809852338622014,0.005792422189190393,0.9971803593922913
172,0.05851138342628927,0.007219070901239843,0.9969066796156618
173,0.06702143457643348,0.010994704470651666,0.9971698599714417
174,0.0628769215881113,0.008353559493785905,0.9973291662093386
175,0.08478022583241138,0.012018774868532924,0.9964931931984212
176,0.06934799790667148,0.00969783594414152,0.9969742683101868
177,0.05675033342320723,0.0065516176068748854,0.9976228696727806
178,0.04971544759800291,0.0048364850150620815,0.9975715533166839
179,0.07332308162078588,0.009870455048366653,0.996731173167084
180,0.0694297161709434,0.008519161026253844,0.997430730776002
181,0.05037046284422214,0.00500455433571709,0.9977161883553247
182,0.0834022680771631,0.013968909587033474,0.9965504867221913
183,0.06978589447845644,0.009140653248479843,0.996941616141053
184,0.0781222870145041,0.012359314765872079,0.9967792134231395
185,0.07569313011537472,0.011005622637917808,0.9961834807790352
186,0.055277605033525946,0.00572997288325731,0.9977451738302552
187,0.06813249764040281,0.010858556989951742,0.9970503498046074
188,0.06440958551551132,0.007529346895147991,0.9968795130938101
189,0.06909256085367074,0.010247867267823027,0.9964323547693155
190,0.06698541682317063,0.01003196683933982,0.9959646752091157
191,0.05566293455181273,0.005826967960147537,0.9975505993699418
192,0.056474589951424355,0.006358116654150943,0.9977734794454663
193,0.07243739007088534,0.01564199634759858,0.9923666410325279
194,0.06601244612701826,0.011664585607034546,0.9960093048950411
195,0.07012819517065183,0.010845871171460532,0.9976681564648404
196,0.04894591647865529,0.005039646888531561,0.9977179512316402
197,0.056578789514686006,0.007933015178888312,0.9957916992551167
198,0.06487211331857584,0.008777165345672844,0.9973048035579044
199,0.06956260078146212,0.011911805365751416,0.9968420594598467
200,0.05998802867702151,0.0068174136265768525,0.9969007601747473
201,0.06234879900194899,0.006482932961800285,0.9974761828843187
202,0.07072858497685307,0.00942318869491176,0.9969909555824756
203,0.07286170445039268,0.011848548174930775,0.997231224418218
204,0.07303494069904305,0.014308843569590304,0.9966371218241284
205,0.0727049492453317,0.013757760161400814,0.9969748943203913
206,0.0632107663678229,0.007340500081185566,0.9971243665209418
207,0.06015122596458125,0.010269404850629407,0.9949653983126195
208,0.06154059183360268,0.0075309455198073316,0.9972040336680629
209,0.07305118001867796,0.013364667517546319,0.9965734022290444
210,0.051599058028193145,0.004884778957738152,0.9977114632912856
211,0.059456428690931096,0.007512108461439831,0.9972223714124283
212,0.08203046728763026,0.012315241125077403,0.9958084501507192
213,0.06137251557678717,0.007791585894674913,0.9971446796945813
214,0.0539850692954569,0.005307129049646483,0.9977851124108394
215,0.06668786110375224,0.010968823849204449,0.996870618622969
216,0.07211466619660607,0.012704552800591346,0.9968252393001247
217,0.0722575934020756,0.00844029255571772,0.9978314347869462
218,0.051943248246167084,0.005473865321975338,0.9972814143132553
219,0.05313286742512892,0.005298355684143548,0.9981021395086257
220,0.06440294466161853,0.012425777619879988,0.9946965663989054
221,0.057352020829769784,0.006845422805233815,0.9974278721526312
222,0.0616658207176615,0.007200268950988587,0.9970650377673957
223,0.0655252103291029,0.012305127720843325,0.994318334832642
224,0.0579070655100701,0.007029685433832443,0.9976760354156602
225,0.0600535852999656,0.007528091834035538,0.997263239284128
226,0.06344849072949019,0.009667194685620323,0.9972691958630533
227,0.051981885324441895,0.005165320011030357,0.997643907691256
228,0.07166438375204431,0.008717705394251958,0.9971637513404452
229,0.06367799060162385,0.009394437908201636,0.9968775950053484
230,0.07162102589856878,0.011559214502014158,0.995694433106771
231,0.05357285673275133,0.006482356618446182,0.997805101703745
232,0.08486691089458762,0.01902652353493397,0.9968662857177628
233,0.06240535862001056,0.006821205454683007,0.9972389913442785
234,0.0864644964913149,0.012669992848081669,0.9978246265301035
235,0.06281871274551892,0.007124470969768938,0.9971547592058546
236,0.0702704646628034,0.01178937826201341,0.9969631423181445
237,0.07056246887339605,0.013024447308684734,0.9965400895740777
238,0.08273979058842296,0.019652650530349133,0.9939547154215324
239,0.05613145277579149,0.006391700529398407,0.9976436753401011
240,0.04984044585924865,0.004329628776804805,0.9979788002679861
241,0.0819749928479661,0.01757322290692722,0.9934082507290284
242,0.0603441375249208,0.007934518297744228,0.9967448859174831
243,0.06578242923558987,0.007520006126101982,0.9974619129724173
244,0.06573500951010183,0.007915182031448946,0.9971901873281175
245,0.07940535251821326,0.019170576818032792,0.9902497444219975
246,0.06962152409950467,0.008471025703828801,0.9974711925333962
247,0.055956284480872746,0.006742074266562728,0.9973280041935227
248,0.05678263038476448,0.007643675399554181,0.9968080426939421
249,0.06146934759274796,0.007195458737354864,0.9972163803179153
250,0.07443163377355708,0.010090844197099061,0.9970940618714718
251,0.05246558431240736,0.006030673276676866,0.9972494461167781
252,0.06737260296821145,0.011541644816445559,0.9967849262652675
253,0.06996338870168267,0.009203022451904496,0.9961230925757126
254,0.06262538890062622,0.008357393330651665,0.9973372465408811
255,0.06155334694914354,0.006879823474621514,0.997456306289203
256,0.06024305719879609,0.0074888703281184976,0.9972776961265581
257,0.060309231926538885,0.008151397583984617,0.997389815233403
258,0.10554723920476103,0.019079975077888247,0.9954032067747218
259,0.06094031353980463,0.0070771489391927,0.9970995751211063
260,0.07721317794544229,0.01095797982618239,0.9971416462951888
261,0.08848474090380642,0.013506458623379002,0.9978025098710096
262,0.0641558521042744,0.007578072997803497,0.9973338415968569
263,0.10587853452732039,0.03881750724164398,0.9858684889714239
264,0.06250103933553454,0.008722874680898843,0.9971537378797048
265,0.0767340936136396,0.01146517363490096,0.9960593859660446
266,0.07214187380348422,0.011968833208221046,0.996073337967049
267,0.057957682774395364,0.006860559296192704,0.9977171203863743
268,0.08191456126531607,0.012411630927007544,0.9960795163240591
269,0.07533548236121722,0.01617867301352815,0.9936204982598718
270,0.06416221600125524,0.00959873151563016,0.9975668206124638
271,0.0837801786348198,0.016179921870603943,0.9971578848506262
272,0.07299668973417611,0.011606839441833697,0.9975394308915454
273,0.0482512560560747,0.004421575269726511,0.9979853439463802
274,0.06566456793300489,0.00818398436009023,0.9968458560566555
275,0.07498387869929307,0.010587835155207309,0.9971967385465913
276,0.05351815033483609,0.0061937423288096136,0.9975188548040178
277,0.06297301471268484,0.008765933089152723,0.9964608656196404
278,0.0711386442526984,0.012524758605609334,0.9971278348997704
279,0.05936127372045068,0.008294875526532125,0.9967946244473249
280,0.07753189457802702,0.01111621442232135,0.9965947820690779
281,0.0675077413559418,0.011648546749800637,0.9968875698226594
282,0.05520145512020209,0.0067517506597536275,0.9969078901645722
283,0.06747046266813828,0.011191664272127332,0.9974051845631381
284,0.06259093893943529,0.00803019351958987,0.9962039062135244
285,0.07163021139074063,0.01023888476196263,0.9961390029133259
286,0.06125263492992697,0.007433008196362483,0.9968514121435499
287,0.06118552033974066,0.008005597793802116,0.9974575829505615
288,0.06758838183500145,0.016381668375773102,0.9927560773922458
289,0.056497238731008294,0.006143634827796648,0.9973650952633675
290,0.06926470353577628,0.011561274880157771,0.9958999822511658
291,0.07254123849242801,0.01505142217733096,0.9930761298375006
292,0.07953485782005448,0.0190342312913243,0.9919473006621934
293,0.061103481977868364,0.007992368117306088,0.9972748368733878
294,0.06138518269748534,0.009910416651540568,0.9969585300262864
295,0.0756117863828885,0.012455314550510934,0.9974952180039215
296,0.05454734583691489,0.006487441336634361,0.9977066527109877
297,0.0635777709173451,0.006709633105614627,0.9979607680925258
298,0.057561801158280496,0.006289828607043795,0.997496905522905
299,0.06833952857948347,0.00840414919053857,0.9966005717822575
300,0.05617153929161361,0.006683737591930031,0.9969711746799996
301,0.056111690755327494,0.0064732222488775295,0.9974989952334335
302,0.070805049726353,0.014662983345216632,0.9943454854433694
303,0.06533668153908155,0.007931860012925073,0.9973839883884091
304,0.05638401776399451,0.005627837923562613,0.9976020449013391
305,0.06153357994877221,0.007681190101530113,0.998188256360752
306,0.07095355449417066,0.013403347424932597,0.9970244630272054
307,0.055358035770437734,0.006608180467640527,0.9968286001986609
308,0.08777331414228885,0.012985382781450673,0.9969582700917303
309,0.06463861298858482,0.009283383912780174,0.9976307575436797
310,0.05563276406594632,0.005648206792228922,0.9975396661633533
311,0.06508607164398506,0.010252145843384427,0.9963814674462549
312,0.0651207535690227,0.008984406898936191,0.9970420205814915
313,0.07386942165818731,0.012185123812520326,0.9971517829503477
314,0.06295176089945767,0.010214045011935059,0.9972141456305857
315,0.07072376048465082,0.010789744577904888,0.9973761875018767
316,0.05751060339056869,0.0063392750292591,0.9968931110946794
317,0.06352577506200918,0.009947035201774531,0.9974676547808152
318,0.060503553008121054,0.007848413760540355,0.9966016976131425
319,0.062084734579542444,0.008590195802903043,0.9973806749925833
320,0.06504328086658219,0.008220631393260208,0.9972059697331092
321,0.06943674889215257,0.01045306385326358,0.9972590079689581
322,0.0517601826614841,0.005670446273535204,0.9973693602781788
323,0.07310928805156551,0.01437944225551176,0.9970608988450195
324,0.05807135357379773,0.0066935665191576,0.996745490472517
325,0.08195112808558544,0.03060259074513531,0.9880326871046666
326,0.06781824426031395,0.012790298671467092,0.9948624983121527
327,0.07590968231556447,0.013168280108789426,0.9958915541253947
328,0.06943862377959405,0.017609988577355812,0.9929376150541009
329,0.06790340226810913,0.009882705369096459,0.996570852911769
330,0.061690958107634475,0.008296411108410173,0.9978323213228453
331,0.06224650009705263,0.009394712296039229,0.997313851926103
332,0.0691347135481653,0.009209207616048133,0.997207996610961
333,0.063323196349171,0.008907686576584556,0.9961350877769433
334,0.055949076367311175,0.006007045067907616,0.9972433355852778
335,0.0633378200283982,0.009005705589984396,0.9959629213520343
336,0.06448816236690824,0.010049513533975525,0.9972542225592437
337,0.0683739484566247,0.012481849330824777,0.996758854565023
338,0.07526339942732979,0.013238798270771403,0.9972912102758318
339,0.08072663148226711,0.011579071375283832,0.9961212199950181
340,0.06381705278456572,0.009517057682830262,0.9974768574066372
341,0.13804903651148617,0.06000047192559447,0.968382190843458
342,0.07329221939317293,0.01245213334334897,0.9967795348210254
343,0.06909488713855047,0.011607631620279384,0.9968104630117262
344,0.07100254589447795,0.011525671888044731,0.9961050419634787
345,0.06449224071579812,0.00719950865283362,0.997703186053611
346,0.06051526680214899,0.008545702977477778,0.9967941904075109
347,0.0506674841108821,0.004938163674153387,0.9978917373421131
348,0.07407629582400078,0.015431075866636106,0.9931470226258426
349,0.07964947555567865,0.012449201974519387,0.9963864669130285
350,0.0730948843056955,0.01075263615992515,0.996735465243797
351,0.06520621845167195,0.00901197912347919,0.9972571568248185
352,0.05896332350062327,0.006556946545611467,0.9974864192459582
353,0.06701850715998237,0.01144352704135216,0.9967421906070069
354,0.0649630609085366,0.010113576659897434,0.9967297054502687
355,0.07941756812080254,0.013773793792231958,0.99761445608615
356,0.075968360276746,0.018686966518381233,0.9936951713654946
357,0.05824625682718401,0.008065414157295413,0.9964401301458268
358,0.05229555590509153,0.005980334028452269,0.9977168788311291
359,0.07103514250758372,0.0098789640822655,0.9977606606064832
360,0.07301488194126712,0.016182500786390705,0.9942601195343007
361,0.07399353582820241,0.010244640575998635,0.9967739168207423
362,0.05345215044649686,0.0062318626726111034,0.9976600005276756
363,0.06394270903580973,0.009539736000754218,0.9973854219889217
364,0.06356957405597231,0.011568110524130901,0.995898221147959
365,0.060405847645263654,0.01202589350406629,0.9937373817422533
366,0.06660720732363272,0.011730178707006959,0.9963134856319115
367,0.07552565180766939,0.011739587374203917,0.996894769161893
368,0.0634862731467782,0.00998025181471758,0.9974593755837201
369,0.06645428307612566,0.009140365089800699,0.9973349366996246
370,0.08096118465618134,0.013411765353363522,0.9976573748517438
371,0.06512879878817106,0.00803882488238083,0.9976709697638914
372,0.06483052357061832,0.008146407843933261,0.9971426153651755
373,0.07013950599546628,0.01133712001212474,0.9949729678600459
374,0.05876589334882814,0.008652699453579014,0.9970833801886712
375,0.06837415358507826,0.008368191784853842,0.9971069890209514
376,0.07935636831806064,0.014223047892673518,0.9963143823683166
377,0.0719117402096759,0.011690295208596815,0.9970564821403208
378,0.058142811791741036,0.006866879059145195,0.9967888502337574
379,0.06172553256426661,0.007627440669069719,0.9972877050756026
380,0.06768114127495965,0.012265554124766547,0.9967468226510822
381,0.0691045910217051,0.010659222481091508,0.9962921012270874
382,0.06046405583718409,0.007529022711461048,0.9968125850195806
383,0.06852444302738618,0.009894531240578222,0.9977095951802443
384,0.05897446935962391,0.008139087756311048,0.9972537430667128
385,0.06178641154204109,0.007585026832710374,0.9968730497154056
386,0.07729946938164277,0.013466552211410372,0.996771424557094
387,0.0652779732086567,0.007850376978185374,0.9970839880783847
388,0.05938558654168197,0.012327419131454865,0.9941104227921103
389,0.05524547111890861,0.006599534239571129,0.9974755287127082
390,0.05992838506065855,0.007049454117453012,0.9967637570987291
391,0.08929408245672166,0.017835923713110307,0.9953686414359372
392,0.09224314566994343,0.024761648720616175,0.9920866775265387
393,0.06009810674835428,0.008730573290121838,0.9973246222791314
394,0.05299201649093418,0.006048576718303565,0.9978190487789187
395,0.0552971718075669,0.008274035757818071,0.995925559645327
396,0.062090464802044436,0.008287803466279576,0.9974133103127045
397,0.06316544917030245,0.00956676215402832,0.9970259677065817
398,0.06815411769844337,0.008842234602210685,0.9971837427064706
399,0.0796279886047274,0.014459257251143377,0.9972256797016494
400,0.055618710790033325,0.007620422387970875,0.9971247625556887
401,0.0803302783092219,0.026644701559389892,0.9900856207871753
402,0.06279214079070482,0.008645097378511178,0.9966436874313104
403,0.08740965075548428,0.011202127241485277,0.9975592154066877
404,0.0794710946878202,0.012563270434882085,0.9959558223614335
405,0.07328167226200119,0.014630604874249867,0.9961801971452133
406,0.06433986689333772,0.00765815638672554,0.997401847847482
407,0.08405538074301426,0.01763111586497342,0.9923213651312535
408,0.06258679991967955,0.007893911458487887,0.9967747416114583
409,0.08391080565652598,0.015793913741133068,0.9960372108804628
410,0.06696830653005839,0.011043767890637698,0.996346134049718
411,0.057790820504534574,0.009937909833595566,0.9959613847725491
412,0.06285020783402805,0.009986714531450436,0.9967292264532795
413,0.07092049333159613,0.009023353163871425,0.9977370057260924
414,0.06686369961335163,0.01275833334097967,0.9949230135601199
415,0.0568603281365828,0.00664173383644041,0.9976851395811396
416,0.056727364852036506,0.007253286173652953,0.9965462467306696
417,0.07411124029860712,0.01082272559366386,0.9967415464898053
418,0.058342733111165765,0.007628391507227016,0.9977638680096926
419,0.05692762469007988,0.007040053586628672,0.9974430139789655
420,0.06835606742588504,0.011742204597580274,0.9973195165030206
421,0.06071248611432779,0.008007743395832212,0.9964778791014833
422,0.08232883057888968,0.016221085686191836,0.9976028094611329
423,0.06621563358861061,0.010083309280315254,0.9962739076307259
424,0.06870068087006172,0.010000900793319733,0.9963500674145521
425,0.05702995067106248,0.006829202807804957,0.9973045652423091
426,0.06541573318712246,0.008855114807344893,0.9971393540403306
427,0.056317625570208876,0.007048249067058804,0.9978433941790901
428,0.06855792991579032,0.009587222615100451,0.9973758941544352
429,0.07538164549645404,0.014885469727002141,0.996609575532973
430,0.062370908365232694,0.00908581158396949,0.9962908378135403
431,0.06529566196881476,0.011402321457305718,0.9966461359579368
432,0.06993382262849099,0.009482672737248374,0.9969842289214277
433,0.06135740305340038,0.007011076329859222,0.9972731334818167
434,0.0696509408356085,0.012011183061411752,0.9941101074994096
435,0.05921061122793597,0.010654512872388479,0.9953582186439554
436,0.07117028561475101,0.018820814345193747,0.9911812725004997
437,0.06699747246632907,0.008627853004307634,0.9975724392676164
438,0.061537198272148784,0.00922458955096618,0.9973387476241387
439,0.0588858773345202,0.008713204999228199,0.9965874898551862
440,0.07155794209757588,0.009361537077229877,0.9972227346749872
441,0.05655985396295422,0.0077727777651286105,0.9970892917642441
442,0.0557736365321384,0.007197857903165252,0.997168713192889
443,0.05729367371203299,0.006845765012150793,0.9972196934487562
444,0.05647230476235547,0.007129248269718552,0.9972131026140294
445,0.055368228224706315,0.006059986724919534,0.996942615903237
446,0.06699863889058219,0.010415518513143497,0.9974839332178884
447,0.06424710180479767,0.009904733382047892,0.9958765376281843
448,0.05746776043557907,0.008459767726351413,0.9971327376687329
449,0.06395134856818481,0.010125232539237415,0.9974095558667253
450,0.0745051352929818,0.014048435662149583,0.993803997951742
451,0.06307512070104056,0.007910868180774838,0.9969333171225676
452,0.06368728773382441,0.00915418286264947,0.9966783434956676
453,0.07210581214082477,0.008264534499816024,0.9980534461986366
454,0.0710192850220072,0.012174710400588415,0.9976343322204886
455,0.0647584209019358,0.009831230406245109,0.9969469333598739
456,0.06748060366922343,0.00898193467488972,0.996611948633055
457,0.08208415721703219,0.012348948790045665,0.9966968895019117
458,0.059656449670112736,0.0073646936985915555,0.9970315913908981
459,0.05598757972539653,0.00713482353956283,0.9972928739693118
460,0.06552652405163512,0.010241194669932037,0.9964207170052015
461,0.053252566694357885,0.006833679590853145,0.9972302631032267
462,0.05926340640094118,0.007253563650166146,0.9976614552063163
463,0.05492824740837068,0.007171405293576859,0.9973726696086209
464,0.05639881647607283,0.006517877656766452,0.9965597217777595
465,0.05391729036692759,0.005585634195972931,0.9970586729315517
466,0.07239811860238396,0.01094072965562872,0.9967702215369532
467,0.06330724245401943,0.02131864952379183,0.9885037708464788
468,0.06331442632211745,0.008330543790255784,0.9975632019168602
469,0.07909284429604721,0.012622506306250409,0.995290004875587
470,0.08095447398230386,0.01565366817619806,0.9970476225818119
471,0.0585757398597624,0.006795132802310496,0.9979233015399337
472,0.07000137064224664,0.01189853040296656,0.9967190212334958
473,0.05448064571945757,0.006248736042308101,0.9978274850158579
474,0.059984043058952,0.007763385553894464,0.9967419693164108
475,0.0505260198964657,0.005197397440476853,0.9980101981013301
476,0.05972074470285468,0.008489021628002184,0.9971597591051323
477,0.09668557080139267,0.02255919131159015,0.9889624830135255
478,0.06849682697111785,0.010373469668233251,0.9963299804975612
479,0.06549962005865453,0.009075407970960608,0.9970326686510133
480,0.07597526802084104,0.014186831594385078,0.9974421120693836
481,0.06218820469966838,0.007947344892145995,0.9968444940323519
482,0.08149737549872652,0.017368421805808002,0.9959784950026539
