cluster,FEPA
W1Cr1S2+,-3.2108
Mo1Cu1S1N1,-3.1039
Cu1Sc2C1-,-2.7202
Sc1Hg1,-0.0667
V1Ti2S1,-3.0158
Ta2W1+,-3.6429
Zr1Cr1N1C1,-3.8018
Mo1Ti2S1,-3.3784
Nb1V2S2,-3.7497
Os3Rh1N3,-4.2689
Zn4,-0.3495
Ag1Tc2S1,-2.5082
Re1W1Ta1Zn1N1+,-3.7616
Zn1Cu1O2+,-2.0146
Ir1Y1O1N1-,-3.9708
Ni2Pt1+,-2.6109
Co2S1-,-2.4479
Pd1Cu1S1-,-1.9738
Rh2Y1S2,-3.61
Hg1Re1O2,-3.2218
Cd2Au2,-0.9922
Tc1Zn2O2,-2.8039
Pt1Os2Cu1N2C2,-4.5279
Ta1Co1S1N1+,-3.9615
Cd1Co1C2,-3.1737
Pd1Y1Cu1Cr1S4,-3.6092
Pd1Ag2-,-1.2227
Pt1Cu1C2-,-3.7536
Mo2Ni1N1,-2.9207
Ir1Pd1O1N1-,-3.4661
Ir1Os1O1C1,-4.2906
W1Ni1S1C1-,-3.5265
Au2Cu1Fe1O2N2,-3.4213
Cu3S1C2-,-3.4966
Au1Re1S1N1-,-3.3859
Nb1Ni2S1,-3.054
Mn3O1N2+,-3.4185
Pd1Ni1S1-,-2.1278
La2Y1C1,-3.1334
Ta1V1N1C1+,-4.3782
La1Mn1O1C1+,-3.8086
Hg1Ta2S1,-2.769
Cu1Cr2N2,-2.7549
Ru1Co1N1C1,-3.9331
Ta1Ru1N1-,-3.7701
Fe2Sc1S1-,-2.4438
Nb1Cu2N1,-2.8054
Ta1Ni1O2+,-4.5073
Cu3O1C2+,-3.9476
Ta1Ru1S1N1,-3.7918
La1Fe1O2,-4.0622
Re1Cd1C1+,-2.2882
Au1Pd1Co1S1N1,-2.8368
Pt2Cu1N1,-2.7118
Os1Zr1Y1N2,-4.4606
Mo1Mn1N1C1+,-3.6378
Pd3Rh1C1+,-3.2822
Hf1Mo1C1-,-3.2712
Re1Mo1Zr1Fe1N2C1,-4.5173
Rh1Ni1O1N1,-3.0116
Nb3S1O1C1,-4.9591
Ta1Fe1N1C1-,-4.0786
Rh1Pd1-,-1.2499
La1Co1Mn1N2C1+,-4.2209
Ag3Sc1S3-,-2.9234
Re1Ag1C1+,-2.9022
W2La1S1,-3.4688
Zn3S1+,-1.5248
Ru2Mn1S2,-3.1449
La1Mn1S1N1+,-3.4544
Pt1Os1Co1O1N2,-4.0655
Co1W2+,-2.9256
Ir1Mn1S1+,-2.5616
Zr3S3-,-4.4894
La2Cr1C1,-2.7598
Rh2Cr1S2,-2.955
Zr1Y1O2,-4.9385
Au1Os1Ni2S2O1N1,-3.7538
Au1Ir1Os1Zr1N1C1,-4.4309
Nb3S2C1,-4.7217
Rh1Ti2S2,-3.9756
Tc3N1C1-,-3.9952
Zr1V1O1,-3.5806
Y1Ni1S1C1+,-3.4766
Hg1Tc1S1C1+,-2.714
Ru1Cu3O1N2,-3.2786
Cu2Mn1N2,-2.7724
Hg1Ti1S1C1,-2.615
Cu1Y1Cd1,-0.9308
Pt1Zr1Y1S1N1C1,-4.8536
Hg1Os1Ag1Pd1S1O2-,-3.2451
Ru1Tc1S1C1-,-3.5827
Tc2Hg1-,-1.6716
Nb2Sc1N2,-4.2755
Ta1Sc1O1-,-3.5262
Au1Hg3,-0.3349
Tc2Sc1S1O1N1+,-4.2659
La1Ni1N1C1,-4.0236
Pt1Ir1O1N1+,-3.4466
W1Mo1Zr1S1,-3.5033
Pd3Tc1S1-,-2.6508
Au2Ni1N2,-3.0805
Cd1Fe1O1N1+,-2.7819
Hg1W1Nb1Ti1S4,-4.0671
Pt2Co2O2C1-,-4.449
W1Ta1Nb1Fe1O3N1,-5.2861
Au2Y1N1,-2.498
Ni1Mn1N2+,-3.3242
Mn1Mo1W1-,-2.0859
Hf1Y1S1,-2.9307
Rh1Tc1Cu1V1O3+,-4.0904
Au2Fe1S2,-2.4594
Ag2Cu1S1O2-,-2.5617
Au3C1-,-2.1868
Ru2V2S1C2,-4.4242
Nb1Cr1O1C1,-3.961
Co2Mn1N2,-3.1761
Y1Fe1O1C1+,-3.915
Co2O1-,-2.8353
Fe1Sc1C2,-3.8818
Nb1Co1S2,-3.7072
Fe3Sc1N1+,-2.9835
Os1Ta2S1,-4.2351
Ti3+,-2.2459
Ru1Nb1C2,-4.4455
W3Cd1S2,-3.4592
Ag1Nb1O1C1,-3.5341
Ag3-,-0.9946
Au1Pt1Pd2S2O1N1+,-3.2354
Au1Os1O1,-2.7147
Pt1Re1Rh1Mn1S1N2-,-3.883
Hg1Nb1Zn1Cr1S2C2+,-3.5656
Fe4C1+,-3.2079
Os1Mo1S2,-3.3212
La1Hg1-,-0.2953
Tc1W1+,-2.5715
Zr1Sc1N2,-4.394
Mo1Fe1N1C1+,-3.8002
Ir1Ru2C1,-3.6382
Pt1Nb1S1C1-,-3.8568
Os1Ag1Y1S1C1-,-3.736
Hg1V1C2+,-2.9886
Hg1La1O1C1-,-3.0412
Hg1Mo2O1,-2.2908
Ir1Cd1S1N1+,-2.8338
Rh2Ni1N2,-3.2229
Os2Rh1S1,-3.1411
Cu3Ti1N1+,-2.6826
Nb1Mo2+,-3.0354
V2Mo1-,-2.1503
Pt3N1+,-3.2385
Y1Cd2,-0.2965
Ag2Ru1O1,-2.1807
V2Ru1-,-2.4142
Au2Cd1S1,-1.5456
Hf2Nb1O1,-4.0784
Co3S1C1,-3.7077
Zn2V1S1,-1.5658
Y1Fe2N2,-3.4307
Ta1Tc1Y1Cu1N1,-3.717
Cd1Pd1S1+,-1.7209
Ta1Zr1V1N2C1+,-4.9929
Ni1Mn1O2,-3.279
Pt1Zn1N2+,-3.4333
Ag1Fe2S2O1-,-3.3733
Au1Ta1Pd1N3-,-3.7879
Ta1V2S2,-3.8304
Ag1Mo2S1,-2.4177
Pt1Re1Rh1Cr1S1O1N1C1-,-4.3793
V1Ti1S1+,-2.8443
La1Cu1Sc2S1O1C1,-4.3331
Hg1V2S1,-2.2347
Zr1Y2C1,-3.3265
Au1Cr2N3+,-3.4214
Re2Hf2S1N1,-4.4531
Y2C2,-3.933
Ag1Cu1Cr1N2C1,-3.1676
Hg3Ti1S1O2-,-2.6686
W1Cu2N1,-2.6984
W1Pd1Y1S1O1,-4.0226
Ru1Nb1Co1S1-,-3.366
Hg3S1O2+,-2.1089
Zr1Zn2S1,-1.8833
Re1Ir2+,-2.8296
Ag1Mn3S1O1+,-2.9993
Os1Ti1N1-,-3.5619
V1Cd2-,-0.6233
V1Sc1S1+,-2.871
Os1Ti2C1,-3.9098
Hg2Sc1N1-,-1.7935
Mn1Cr2O2,-3.1326
Mo1Mn1N1C1,-3.4232
Ir1La1Nb1Zr1O4+,-5.8017
Re1La1O2+,-4.1568
Tc1Cu1Mn1C2,-3.5618
Ir1Cd1Zr1Y1S1N2+,-4.0839
Ta1Ag2S1,-2.4527
Os1W1Ta1Hf1O4+,-5.883
Ta2Cr1S2,-3.8016
Y1Co2O2,-4.1592
Au1Sc1S2,-3.0711
V1Ti1O1-,-3.2114
Hg1Ta1N1+,-2.3343
Sc1Ag2,-1.2346
Fe1Cr2N1-,-2.4523
Re1Sc1O1N1-,-4.0737
Y1Cr2S1N1-,-2.9916
Hg1Zr1Mn1C3+,-3.9161
Re2Y1N2,-3.9648
Re3O2+,-4.0847
Tc1N1+,-2.455
Ni2C2,-3.7538
Ag1Pd1S2+,-2.1972
W1Fe1C2-,-4.0633
W1Zn3S2+,-2.4659
Zr1Sc1C1+,-3.5028
Ta1Zr2S2,-4.2974
Au1Tc1S1N1,-3.1098
Au1W1S1N1+,-3.2904
Rh1Mo1Mn1O2,-3.805
Os1Nb1V1Sc1O2N1-,-5.1614
Pd1Y1Cr1C3-,-4.208
Pd3O1N2+,-3.3383
Au1Re1W1Tc1O2N1C1-,-4.7991
Pt1Fe2Cr1S1O1N1,-3.6546
Cr1Sc2O1+,-3.2659
Ir1Nb1S1O1+,-4.2041
Nb1Mn2O1,-2.8742
Au1Tc1C1+,-2.6192
Hg1W1N1C1-,-3.2154
Nb1Zn1S1C1+,-3.0101
Cu1Ni1O1+,-2.5436
Pd1V1N1C1-,-3.9166
Ta1Ti1C2,-4.5135
Cu3N1-,-2.0315
Ta1Ni2C2,-4.0373
Tc1Mo1Cu1S2C1+,-3.7398
Pt1Re1S1N1,-3.4746
Rh1Tc1S1N1,-3.3368
Au2S2+,-2.3142
Ir1Hf2Y1O4+,-5.8679
Cu1Mo2+,-2.2932
Hf4+,-3.3997
Re1Nb1N2,-3.9788
Fe1Sc2N1+,-3.2438
V1La2+,-2.0803
W1Nb1N1,-3.614
Hg1V1O2,-3.3294
Ti2Mo1+,-2.4842
Os1V1S1,-3.0855
Re1Ag1O2-,-3.9111
Os1Hf1Zr1Ti1O4+,-5.8414
Pt1Ag1Tc1S3+,-3.1803
Hg2C2,-2.0745
Zr1Tc1+,-2.585
Os1Nb1Zn1Cu1O2-,-3.8016
Hf2Zr2O2N1C1+,-5.7975
Ta1Pd1O2-,-4.9013
Au1Zr1Y1N1+,-3.6714
Re1Mo1S1O1,-3.6355
Cd2S1N1+,-1.8203
Cd1Ti1O1+,-2.6819
Ru1Cu1O1C1+,-3.9653
Ag1Zr1S1,-2.6616
Hf1Ru1Sc1O2C1+,-5.0756
Re2C2-,-4.224
Mo1V1N1,-2.983
Tc1Zr1S1O1-,-4.0291
Zn1Ni2S1,-2.1112
Re1Hf1Ag1Zr1N1C1,-4.3662
Pd2Ni1O2,-2.8387
Cd2S1+,-1.2728
Cd1Ru1O1+,-2.1093
Pd2Nb2O1,-3.7586
Y1Ni1C1,-2.8533
Ni3S2N1,-3.3356
Cd1Ru1N2+,-3.0784
Os1Ru1V1Ti1C3+,-4.9114
Fe3O1C1-,-3.3364
Mo2Ti1C1,-3.3106
Re1Hf1Mn1O1N1,-4.0034
Au2Mn1O1,-2.2777
Pt1Cu1Co2O2N1C1+,-4.1321
Mn1Cr2S1,-1.954
Mn3S1,-2.0031
Hf1Ag1S1+,-2.6291
Zn1Co1Ti1S2-,-3.12
Co2N1-,-3.0998
Tc1Pt2-,-2.7239
Ti1V2+,-2.1488
Ag2Zn1N1,-1.121
Ta1Ru1N1C1-,-4.4981
Os1Ta1Hf1Zr1S1O3+,-5.933
Hf3S1O1C1,-5.0443
La1Pd1C1-,-2.6657
Re3N1C1,-3.932
Cd2Ti1S2C1-,-2.6803
Hg1Ni1N1-,-1.735
Re1Y2S2,-3.7784
Hg1Zn2S1,-0.7621
La1Zr1O1N1+,-4.9096
Fe1Ti2S2,-3.6729
Y4+,-2.1993
Pt1Zr1Cr1N2-,-3.8555
Ta1Zr1S2,-4.1634
Ir1Hf1N1+,-3.6009
Pd1Zr1O2+,-4.1117
Os1Fe1S1C1+,-3.8163
Hg3,-0.0161
Zr4O4+,-6.0008
Hg1Pt1O1C1+,-3.8793
Pt1Co1C1,-3.2906
W1Mo1S2+,-3.6148
Zn1Ni1O2-,-2.8321
Hg1Fe1O1N1+,-2.7202
Zr2Co1N1,-3.9892
Cu1Mn2O2,-3.0133
Re1Cu2S1,-2.2613
Hg1Pt1Re1S1O2-,-3.9046
Ta1Co1N2,-4.0347
Os1Re1N1-,-3.3339
Co2Sc2O3-,-4.6194
Hg1La1S2,-2.5485
Ag1Tc1Cu1Mn1O3-,-3.6924
W2Sc2C2-,-4.384
Sc3N2,-3.8562
Co1Cr1S1+,-2.3507
Ni1Ti1N1C1+,-3.8627
Pt1Co1S1N1-,-3.2628
Ru1Tc1Zn1O1N2+,-3.5019
Zr3S1O1+,-4.8291
W1Nb1V1S1,-3.5209
Ni3O1N1+,-3.2307
Pt1Pd1C1-,-3.034
Tc3S1N1-,-3.6271
Ta1Cd3S3-,-2.7121
Pd1Nb1Zn1S1C1,-3.1464
Co1V1O2,-4.0096
Hg2Cd1O1,-0.474
Ir1Sc1N1-,-3.1024
Fe1Mo2,-1.8587
Ag1Co1C1-,-2.383
Hg1Cd1Zr1S1N2,-2.9238
Re1Co1O1N1+,-3.6435
Ag2Ru1N1,-2.1422
Zn1Co2C2,-3.4284
Re1Ta1O2,-4.3761
Co1Fe1S1C1+,-3.4112
Zr2Sc1O2,-4.6759
Co4C1,-3.5844
Pt1V3O2N1-,-4.6064
Au1W1C1+,-2.9912
Mn1Nb2-,-2.3148
Ir1Zn1S1O1-,-2.863
Ir1Cu1S1N1,-3.0511
Mn2Cu1,-0.9896
Ni1Co1C1,-2.9059
Au1Os1Zn1Mn1N4,-3.5741
Cu1Y2+,-1.8494
Os1Hg1+,-0.5403
Os1Mo1O1C1-,-4.3358
Rh1Mo1C1,-2.7214
Zr1V1O2,-4.6355
Ir1Ag1Mo1Cr1O1N1+,-3.5418
Hf1Mo1V1O2N1,-4.6808
Hg1Hf1Zn1Co1S3N1,-3.3113
W1Cr2S2,-2.9988
Nb1La1,-1.4094
Cd2Zn2O1C1-,-1.9013
W1Mo2N1,-3.4325
Hg1Y1Ni1S1O2+,-3.3695
La1Zn1C1+,-2.0724
Y1Ni1Mn2O2N2-,-4.153
Pd1Zr2C1,-3.8265
V2Fe1+,-2.1898
Nb1V1O1,-3.6176
Sc1Y1+,-1.2721
Hf1Pd1V1S2O1,-4.2585
Zn1V1S1C1+,-2.7169
Fe2Mn1S1,-2.1704
W3Rh1S1+,-4.1415
Cd2Sc2N2-,-3.0059
Ni1Mn1S2+,-2.8192
Zr1Cr1S1C1-,-3.4409
Ir2O2-,-3.8895
Tc1Cu2O1,-2.6182
Tc1Mn1N2-,-3.517
Hf1La1Pd1Ni1S1O3-,-4.7775
Ir1Re1Nb1N1-,-3.846
Ag1Rh1Mo1Fe1O2-,-3.6846
Re1V1C1,-3.3571
Pt1Zr2Co1S2C2,-5.035
Rh3Zr1N2-,-4.053
Re3Rh1S1,-3.3241
Ti2Hf1-,-2.3928
Re1Ti1S1-,-2.7919
Os2Re1Ta1S1C2+,-5.1016
Pt1Os2Mo1N1C3-,-4.9192
Hf1Rh2V1O1N1-,-4.4155
Re1Zr1O1-,-3.6757
Ir1La1O1N1-,-3.891
Cr2Cd1+,-0.8841
Pt2Zr1C2,-4.6656
Pt1Ag2Tc1O2N1,-3.4956
Hg4-,-0.3518
Co1Mn1N1C1,-3.6894
Ir1Ta2Ti1N2C1-,-5.3516
Hf1Ni1C2+,-4.3028
Pt1Mn1S1N1,-2.9126
Nb1Co2N2,-3.8708
Hf1Ag1Cu1O1-,-3.1721
W1Hf2Zr1O1N3+,-5.5798
Pt1La1Ru1Ni1O1N1C1+,-4.4342
W1Nb1N1C1+,-4.5467
Ir1Ta1Nb1Y1O4+,-5.8368
Zn1Ag1,-0.3331
Co4N1+,-3.4988
Re1Ta1Ti1O1N2+,-4.8119
Au1Ir1O1C1,-3.9629
Pd2Cd1+,-1.5852
W1Rh2S1,-3.3138
Re1Fe1S1N1,-3.3307
Ru2Zr1N1,-3.7353
V1Cr1-,-1.1097
Ir1Ta1Hf1Y1O4-,-5.9265
Nb1Mn1O2+,-4.2482
Hf3Os1,-3.8965
Hg1Ni2S2,-2.5349
Cu1Os1,-1.044
Mn2Re1-,-1.619
La1Os1+,-2.3254
Os1Ni1O1+,-2.9793
La1Ti1O1+,-3.6762
La1Nb1O2+,-4.7522
Ni1Fe2S1,-2.4421
Pt1Cr1N1C1,-3.7955
Zn1Ti2N1,-2.5658
Hf1Cd1O1N1-,-3.346
Ir1Ta1Zr2O2N1C1+,-5.9209
Cd3O2N1+,-2.2024
Nb1Zr1O2-,-4.8072
Y3O2,-4.3224
Au1La1S1N1+,-2.8056
Zn1Ru2-,-1.6204
Ir1Cu1O1N1+,-3.128
Mn1Cr1S2-,-2.6223
Ru3S2,-3.3012
W1N1,-3.1177
Hg1Cr1O1,-1.7004
Zr1Mn1N1C1-,-3.8144
Tc1Sc1O2-,-4.1663
Hg1Tc1O2+,-2.8862
Au1Hf1S1O1+,-3.5393
Tc4C1-,-3.7668
Cr1V2N1,-2.865
Hf1Tc1S1N1-,-3.834
Fe1V1N1C1-,-3.7583
Co1Ti1S1+,-2.943
Os1Re1C1-,-3.4897
Pt1La1S1O1+,-3.5439
Mo2C2,-3.9811
Au3S1C2+,-3.473
W1Sc1C1,-3.2285
Re1Y1S2+,-3.5759
La3S2O1,-4.4482
Ag3N2C1+,-3.0045
Cd1Zr1S1C1+,-2.8877
Y3C2,-3.8759
Ti2Co1-,-2.4822
Hg2Sc2N1,-1.9788
Hg1Os1Mo1Zr1C3-,-4.3525
Pt1Tc1C1+,-3.2521
Zn1Fe1S1O1+,-2.6755
Cd1Y1N1+,-2.0183
Au1Fe1O1+,-2.3345
Os1Cd1O1,-2.067
Ta1Zr1S1O1,-4.5399
Hf1La1Zn1Sc1S2O1N1+,-4.6
Ru1Ta1,-2.6553
Cd1Pd3O2-,-2.4855
Y2Cd1,-0.6905
Cu1Ni2C1,-2.7828
Pt1Rh1Tc1Y1S2O1N1-,-4.4021
Mo1V1O1+,-3.0785
Mn3C1-,-2.1123
Pt1Ta1Fe1O2N1+,-4.5547
Re1Ta1O1C1-,-4.7297
W2Ti1N2,-4.2853
Cd3O1C2+,-3.0963
Zr1Zn1C2,-3.448
Ag3Cr1S1-,-1.8335
Au1W2S1,-3.0891
Zr1Ti2C1,-3.4735
Ta3Nb1S1O3+,-5.8191
Ni1Ta1-,-1.6407
W1Cd2Co1N2C1+,-3.5195
Zn1Sc1S1,-1.9589
Ta1Mn2C2,-3.7392
Ru1Mn2C2,-3.5132
Co1V1Sc1C1-,-3.1402
Au1Os1N1-,-2.7896
Cr1Ti1S2,-3.2794
Rh1Mn1O1+,-2.4714
Os1Ta1Rh1S1O1N1,-4.546
Mn3S3-,-3.3059
Au1Ir1C2+,-3.8534
Pt1Cr1V1O1+,-3.4111
V2S1,-2.8504
W1Cr3O1+,-2.9073
La1Cr1O1N1-,-3.7213
Mo1Ir2-,-2.8722
Rh1Ti1N2,-3.7488
Os1Mo1S1+,-3.016
Ru1Tc1S1,-2.712
Co1Mn1N2,-3.2652
Re1Ta2Cu1O1-,-4.2086
W1Rh1C1,-3.1007
V1Cu1Tc1Rh1-,-2.6029
Pt1W1N1C1,-4.1222
Rh1Mo1O2,-3.8666
Ir1Os1Pd1N1C2-,-4.5453
Cd2Cr1S2,-1.7953
La1Rh2Fe1O1+,-3.6009
Au1W1Ag1S1O2,-3.9982
Sc3C1,-2.9668
Hf1Fe1C1-,-2.9353
Hf1W1-,-1.8026
Pd1Cd1La1W1-,-1.9237
Co1Cr1V2O2C2-,-4.6213
Rh2Ni1O2,-3.1266
Ir1Ta2O2+,-5.3966
Y1V1C1-,-2.9362
Cr1Ag1Re1-,-1.2595
W3O2-,-4.703
Os1Sc1S1O1+,-3.8576
Cd1Nb1Zn1Cr1S2+,-2.6557
Ag1Rh2O1N1C1,-3.8095
Mn2N1C1-,-3.0931
Hg2Fe1N1,-1.1227
Pt1Hf1Mo1Fe1N4,-4.4086
Fe1Rh1-,-1.4774
Hf1Zn1O2+,-3.7624
Cd1Fe3O1C1,-2.9354
Cr3Sc1S2-,-2.7364
Ta1Nb1S1N1,-4.283
Mn1Ti1Sc1N3-,-4.2724
Hf1Zn1S1N1,-3.0086
Cr1Mo1-,-0.9352
Pt1Rh1Y1Fe1C2-,-4.1883
Cd1Fe1O1N1-,-2.6489
Ru1Tc1O2+,-3.4674
La1Tc2N1,-3.5391
Pt1Os1O2-,-4.2886
Pd1Ti1S1C1-,-3.2503
W1Ta1C2,-4.6547
Ag1Ti1N2-,-3.1687
La1Ru1S1+,-3.0012
Re3N1,-3.2697
Ir2Fe2C1+,-4.1181
Au1Co2N1,-2.7772
Nb1Zn1S1N1+,-3.0639
La1Rh1C1,-3.202
Cu1Tc1-,-1.0699
La3S1O2+,-5.0005
La2Rh1Mo1S1O1N1,-4.5549
Ir1Mo1S1N1,-3.4572
Ag1Rh1O2,-2.7438
Sc2Os1+,-3.2035
La2Rh1O1,-4.0202
Os1Re1N2+,-3.6341
Ag1Hg2+,-0.7522
La3S1O1C1+,-4.7933
Ru1V1S1C1+,-3.5975
Hg1Re1S2+,-2.4651
Hf1Tc1Y1Cr1O1N1-,-4.2287
Co2Pd1,-2.149
Tc2Y2S1O2,-4.6421
Pt1Tc2S2N1-,-3.9794
Hg1Pt1La1O3,-3.3584
W2Y2O1+,-4.2473
Ru2Fe2N1C1+,-3.935
W1La1Fe1Mn1O1C3+,-4.7345
Fe2Cu1,-1.201
Pd1Ru1C1,-3.0508
Pt1Fe1S1N1-,-3.0699
Ag1C1+,-0.6474
Zn3Sc1C1,-1.4411
Fe1V2O2,-3.8933
Zn2Cr1O2,-2.4197
Ni1Mn1Ti2O2-,-4.0528
Hf1Ru1Nb1Zr1O4+,-5.8973
La2Zr1Cr1S3O1-,-4.4311
Y3S1O2-,-4.6755
Ir1W1Ag1O3,-4.2978
Cu1Co1N1-,-2.3475
W1Ta1C1-,-3.761
Mn3N1C1+,-3.2871
Hg1W1S1O1,-3.1527
Re1Mn1C1,-2.7875
La1Cr1S1,-2.4344
Au1V1C1,-2.4837
Ta2Hf1Tc1O3C1+,-5.8624
Hf1Mn1N2+,-3.8288
Fe1V1N2,-3.395
Pt1W1Rh1S1N1C1-,-4.4479
Os1Ag1Tc1S1+,-2.7663
Zr1Ni1Fe1S1O1,-3.9424
Pd1Sc1O1C1-,-3.7802
Mn2C1+,-2.3842
Ta1Co1N1C1+,-4.1653
Nb1Mn1C2-,-3.951
Pt2Mn1S2,-3.091
Cr1Hf1+,-1.3053
Ni2O2,-3.1687
Tc1Rh2+,-2.292
Re1Ag1Rh1Ru1S2,-3.2209
Nb2Fe1C2,-4.4255
Pd1Y2C1,-3.1088
Zr2Au1-,-1.9198
Tc1Ni1O1C1+,-4.0164
Ta1Ti1O1C1-,-4.6503
Pt1Os1Cr1S1O1C1,-4.1683
Zn1Mn2S1,-1.5575
Ta1Cr1O1+,-3.4876
Os1Cr1O1N1+,-3.4375
Rh1Ni1S1C1+,-3.54
Zn1Mn1O1+,-2.0298
Pd1Mo2Y1S1O1C2-,-4.599
Mo1Cu1S1C1-,-3.0947
Hg1Re1V1S1C2+,-3.6645
Os2Mn1O1,-3.2854
Pd1Fe2O2,-3.183
Hg1Pd2C1,-2.1092
Ir1Cu2C2,-3.4963
Cd2Zr2C1-,-2.5264
Zn1Cu1Ni1O1C1-,-3.2961
Cd1Fe2O2,-2.7501
Ir1Pd1Nb1Ti1C3,-4.7899
Hf2Rh1O1,-4.4132
Hg1Tc1Sc1C1,-2.656
Pt1La1C1+,-3.3212
Rh1Sc1O1C1+,-4.1934
Mn2Sc1S1+,-2.4016
Pd1Nb1C2-,-4.0582
W3Mn1S1O1+,-4.2364
Ir1Os1Ta1Tc1N1-,-4.2459
W1Cu1C1,-2.76
Os2C1,-3.5844
Tc1Cu1O1C1-,-3.8491
Au1Ir1O2-,-3.4272
Mo1Cu2N1,-2.4588
Re1Ta1Pd1Co1S3O1+,-4.4771
Ta1Zn1O1N1-,-3.7783
Ti4N1-,-3.6377
Zr2Tc1-,-3.2513
Hg1Re1Ni1N2-,-3.2235
Nb1V1S2,-3.7524
La1Zr1Y1Zn1O2C2-,-4.7111
Ru1Ni1C1+,-3.3919
Cu3Y1,-1.8573
Pt1Zn1Co1S1O1+,-2.8175
Hf1La1Fe1S1O1N1+,-4.6639
Au1Ir1Re1Nb1S1O1C1+,-4.4398
La1Mo1S1C1-,-3.6086
Y1Cr1V1S2O1+,-4.1038
Au1Zn1N1,-0.9725
Ir1Ta2Hf1O2N1C1+,-5.8537
Pd2Mo1S1,-2.4527
Zn1Cr2N1,-1.5866
La1Fe1N1,-2.781
Os1Ru1N1-,-3.2877
Nb1Ni1C1-,-2.9966
Ag1Rh1S2,-2.4165
Os1Co1N2+,-3.5844
La1Sc1S1O1-,-4.0317
Ir1Ta1La1Zr1O4+,-5.9238
Hf1La1O1N1-,-4.7608
Mo3S2O1-,-3.9639
Hf1Cu1S1O1-,-3.8474
Os1Fe2C2,-3.9442
Au1Ta1Ni1O2N1+,-4.1466
Ta2Sc1C1,-3.8468
Re1Zn1C1-,-2.381
La2S1+,-3.1653
La1Cr1C1,-2.5002
Hg1Ag1Sc1S3-,-2.7774
Ir1Rh1S1C1+,-3.7567
Cd1Zn1O2+,-1.8144
Cd2Ti1O1,-2.0855
Nb1Zn3N2,-2.4246
Ni1Ti1S2,-3.519
Pt1Ir1S1O1+,-3.4389
Hg1V1S1O1+,-2.643
Tc1Ti1N1-,-3.4887
Au2Co2O2N1,-3.3677
La1Hf1+,-1.5296
Hg1Mo1O2,-3.2199
Ta1Hg1+,-0.5566
Hf1Pd2S1O1N1-,-3.892
Sc3S1+,-2.9801
Pd3N1+,-2.5314
Pt1Ta1O2-,-5.0251
Cu1Mn3S1O2-,-3.3636
Ti1Tc1-,-2.4194
Re1La1S1C1+,-3.9471
Zr2S1O1,-4.6123
Au1Cd1N2,-2.6392
Os1Ti3S1N2-,-4.6887
Au1Mo1Co1S2N1-,-3.6931
Cr1Tc2+,-2.3275
Au1W3O2+,-4.5844
Os1W1O2+,-4.4743
Cd1Nb1Cu1N3+,-3.5035
Zr1Cr1S1O1+,-4.0164
Cd3S1O1C1+,-2.8063
Mo3N1C1,-3.7569
Ag1Pd1S1N1-,-2.1932
Cd2O1N1-,-1.7597
Mo2Ni1N2C1+,-4.2337
Y2Ni2O1C2-,-4.6014
Cd1Fe1O1N1,-2.3575
Hg1Co2O1,-2.3892
Zn1V2S1,-2.2772
Pt1Zn1O2+,-2.5964
Hf1Zr1C1-,-3.498
Nb1Cr1N1+,-2.9804
Zr1Mn1S1C1+,-3.7595
W1Ta1Hf1Nb1O4+,-5.8992
Au1Pt1O1N1+,-3.1177
Pt1Hf1S1N1+,-3.5335
Cd2N1C1-,-2.7797
Y2O1N1-,-4.3755
Hf1Mo1O1N1-,-4.2562
Pd1Ti3S2,-3.7914
Cd2Ni2O2,-2.3223
Ir1Mn1S1C1,-3.4694
Pt1Cu1S1O1-,-2.9418
Ti2Fe1-,-2.4171
Hg1Ir1Ta1Cu1O1C1+,-3.8895
Hf1Mo1S1C1-,-3.8511
Pt3Y1C2,-4.4623
Ta1Rh1O1+,-4.0308
Ru1Mn1O1-,-2.5513
Cu1Co1O1N1,-2.9829
Tc1Ag1+,-1.1297
Au1Zn1O2,-1.925
Pd2V2O1C3-,-4.5754
Pd1Ir2-,-2.2197
Mo1Ni1O1N1-,-3.71
Ru3S1N1-,-3.4145
Os1Ru1C2+,-4.4986
Au1Hf1O1,-3.7079
W2Ni1Mn1S1N1C1-,-4.1932
Rh1Co2O2,-3.5167
Ag1Cu1C2+,-3.3259
Fe2Os1,-2.0464
Ag1Pd2N1,-1.9279
Ir1W1Ag1S2O1+,-3.9784
Mo1Nb1Zn1N3-,-3.9563
Tc2Co1N1,-3.231
Zr1V1S1,-3.1181
Zr2Sc1C2,-4.4605
Ta1Zr1N1C1,-4.7859
Rh1Zn1C1-,-2.3618
Cu2Ta1,-1.4732
Mn1Ti1C1+,-2.3736
Sc2O1N1+,-4.6316
Cu2Mn1C2,-3.1519
Os1Hf1Zr2O4+,-6.0633
Os1Co3S2N1+,-3.9904
Hg1Y1S2+,-2.4891
Au1Mn1N1,-1.989
Ag1Zr1Y1N2,-3.9416
Cu1Ni1S2-,-2.8445
Ir1Zr1Mn2O1N2,-4.2282
Hf1Fe1S1C1-,-3.5659
Rh1Ti1O1N1+,-3.6218
Cd3S1O1N1,-1.6131
Ir1Hf1Cr1S1N1C1+,-4.4478
Mo3O1N2-,-4.2301
Ag1S1-,-1.218
Cd1Pd1C2+,-3.1628
Zr1Co1N1+,-3.4545
W2Au1-,-1.985
Pd1Sc1S1C1-,-3.1579
